region_id,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA6180,0,0,4,0,0,3,7,0,3,0,0,0,0,3,0,17,0,15,0,0,32,0,22,3,8,0,0,33,0,5,6,0,0,0,11,0,3,7,3,0,0,13,60,0,17,0,0,0,77,64,0,15,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,124,53,52,26,0,3,258
POA6181,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,3,9
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,4,0,3,3,10,0,0,3,0,0,0,3,0,0,3,0,3,0,6,3,0,3,0,3,0,9,0,0,3,0,3,0,6,3,0,5,0,0,0,8,3,0,3,0,0,0,6,3,0,3,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,0,27,0,15,3,60
POA6208,0,10,29,0,6,16,61,0,11,0,0,4,0,15,4,33,14,5,19,0,75,17,12,29,7,16,0,81,35,4,30,0,4,3,76,68,4,39,0,4,0,115,117,13,54,4,4,4,196,80,0,33,0,3,0,116,11,0,0,0,0,0,11,0,0,3,0,0,0,3,3,0,3,0,0,0,6,12,3,9,0,5,7,36,347,90,243,16,65,30,791
POA6209,0,0,7,0,3,6,16,0,0,0,0,0,0,0,0,0,7,0,6,0,13,4,0,13,0,5,0,22,7,0,7,0,9,0,23,8,0,9,4,4,0,25,12,0,3,0,3,0,18,4,0,8,0,0,0,12,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,41,0,61,4,30,6,142
POA6210,12,87,113,26,15,81,334,3,171,7,19,6,5,211,31,202,150,39,26,3,451,191,111,259,35,33,5,634,282,41,277,5,32,5,642,1070,28,491,7,34,8,1638,1591,7,520,10,54,16,2198,783,6,222,4,10,5,1030,111,0,28,0,3,0,142,38,0,9,0,0,0,47,29,3,19,0,3,6,60,43,39,63,9,9,14,177,4184,695,2158,154,225,148,7564
POA6211,3,0,10,0,0,6,19,0,0,0,0,0,0,0,3,11,10,3,3,0,30,7,11,18,3,0,4,43,13,0,14,0,3,0,30,42,3,27,0,3,0,75,112,0,27,0,3,0,142,61,0,13,0,4,0,78,15,0,7,0,0,0,22,3,0,0,0,0,0,3,4,0,0,0,0,0,4,4,3,0,0,4,0,11,267,28,126,6,20,10,457
POA6213,0,0,4,0,3,3,10,0,0,3,0,0,0,3,0,0,4,0,0,0,4,0,0,3,0,3,0,6,0,0,10,0,0,0,10,5,0,4,0,3,0,12,8,0,7,0,0,0,15,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,17,0,38,0,15,3,73
POA6214,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,3,3,24
POA6215,0,3,9,3,3,11,29,0,11,0,0,0,0,11,0,13,15,0,3,0,31,16,8,29,0,3,0,56,21,3,23,0,4,0,51,31,0,24,0,3,0,58,22,0,9,0,0,0,31,9,0,5,0,4,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,6,0,0,0,6,102,38,123,3,20,11,297
POA6218,0,4,4,3,0,0,11,0,7,0,0,0,0,7,9,5,0,0,0,0,14,11,0,5,0,0,0,16,14,0,7,0,0,0,21,10,0,0,0,0,0,10,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,54,16,16,3,0,0,89
POA6220,0,10,21,3,6,11,51,0,22,3,0,0,0,25,3,30,15,5,5,3,61,25,16,37,0,13,3,94,22,3,35,0,7,0,67,31,3,38,0,3,0,75,25,4,23,0,4,0,56,3,0,5,0,0,0,8,0,0,3,0,0,0,3,0,4,0,0,0,0,4,0,0,5,0,0,3,8,0,3,8,0,9,0,20,109,95,193,8,47,20,472
POA6221,0,0,3,0,3,3,9,0,0,0,0,0,0,0,0,0,6,0,3,0,9,0,0,5,0,3,0,8,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,0,20,0,12,3,38
POA6224,0,0,0,0,0,10,10,0,10,3,0,0,0,13,0,4,7,0,5,0,16,0,4,7,0,4,0,15,4,0,8,0,4,0,16,8,0,7,0,0,0,15,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,21,35,0,13,10,95
POA6225,3,23,22,3,9,13,73,3,50,6,3,0,0,62,5,41,19,0,15,0,80,26,37,34,3,14,0,114,36,8,30,0,0,0,74,82,0,39,0,6,4,131,42,5,33,0,0,0,80,31,0,7,0,0,0,38,5,0,4,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,4,0,4,3,8,3,3,3,3,23,236,172,200,12,51,20,691
POA6226,0,0,0,0,0,3,3,0,0,3,0,0,0,3,4,0,4,0,0,0,8,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,3,24
POA6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,6,4,0,5,0,0,0,9,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,14,0,0,3,27
POA6229,0,0,3,0,0,3,6,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,3,0,0,0,3,3,0,8,0,0,0,11,0,0,3,0,0,0,3,3,0,3,0,3,0,9,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,30,0,3,3,45
POA6230,0,138,54,19,23,48,282,3,224,6,6,3,0,242,17,225,81,57,19,6,405,135,116,168,8,20,3,450,139,40,193,3,24,3,402,590,35,344,8,35,6,1018,821,8,420,11,42,3,1305,520,0,140,0,19,5,684,95,0,26,0,3,0,124,42,0,7,0,3,0,52,34,3,8,0,5,3,53,30,55,32,7,11,8,143,2426,844,1479,119,207,85,5160
POA6232,3,4,7,0,0,3,17,0,7,0,3,0,0,10,0,13,12,0,0,0,25,8,3,17,0,0,0,28,5,0,27,0,4,0,36,80,4,43,0,5,0,132,220,0,103,0,7,3,333,138,0,42,0,3,3,186,3,0,3,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,13,0,3,0,16,462,31,267,3,22,9,794
POA6233,3,3,15,0,3,15,39,0,19,0,0,3,0,22,0,33,20,0,0,0,53,6,15,33,0,30,0,84,20,3,20,4,3,0,50,98,0,80,0,5,0,183,260,3,125,0,7,3,398,240,3,64,0,0,0,307,20,0,3,0,0,0,23,6,0,0,0,0,0,6,4,0,0,0,0,0,4,9,0,10,0,6,0,25,666,79,370,4,57,18,1194
POA6236,0,0,6,0,3,10,19,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,7,0,0,0,7,0,0,8,0,0,0,8,10,0,10,0,0,0,20,6,0,7,0,0,0,13,7,0,3,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,26,0,55,0,6,10,97
POA6237,0,0,11,0,3,14,28,0,0,0,0,0,0,0,0,8,7,0,3,0,18,0,0,12,0,3,0,15,5,0,11,0,0,0,16,4,0,11,0,0,0,15,14,0,5,0,3,0,22,5,0,3,0,0,0,8,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,28,8,72,0,12,14,134
POA6239,3,3,11,0,7,10,34,0,10,3,0,0,0,13,4,15,15,3,3,3,43,10,0,19,0,0,0,29,6,0,14,0,4,0,24,23,0,17,0,3,0,43,32,0,10,3,3,0,48,8,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,3,3,0,3,0,9,89,31,98,6,23,13,260
POA6240,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,12,0,0,3,18
POA6244,0,3,7,0,7,18,35,0,3,3,0,0,0,6,6,7,14,0,4,0,31,8,0,12,0,0,0,20,0,0,8,0,0,0,8,5,0,0,0,0,0,5,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,19,16,50,0,17,18,120
POA6251,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,7,4,22
POA6253,0,0,3,0,0,3,6,0,3,0,0,0,0,3,0,0,3,3,0,0,6,0,0,10,0,0,0,10,4,0,3,0,0,0,7,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,24,3,0,3,37
POA6254,0,0,0,0,9,0,9,0,0,0,0,0,0,0,3,6,7,0,0,0,16,7,0,3,4,3,0,17,3,0,3,0,3,0,9,3,0,3,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,16,6,22,4,18,0,66
POA6255,0,3,13,0,3,12,31,0,11,6,0,0,0,17,12,13,17,0,4,0,46,21,3,20,3,6,0,53,15,4,24,0,3,0,46,41,0,16,0,3,0,60,22,0,8,0,0,0,30,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,5,3,0,0,11,118,37,109,6,19,12,301
POA6256,0,0,6,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,3,0,18
POA6258,0,14,17,4,9,28,72,3,36,6,17,4,3,69,61,41,47,0,14,3,166,68,25,41,0,8,0,142,31,4,22,0,3,0,60,41,4,20,0,3,3,71,41,0,11,0,0,0,52,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,9,4,6,0,23,255,124,176,25,47,37,664
POA6260,0,3,3,0,13,10,29,3,3,0,0,0,0,6,14,3,5,0,5,0,27,14,3,10,0,3,0,30,8,0,3,0,0,0,11,9,0,7,0,0,0,16,9,0,0,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,57,12,31,0,28,10,138
POA6262,0,0,4,0,3,13,20,0,3,5,0,0,0,8,3,3,10,0,3,0,19,6,3,4,0,0,0,13,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,12,9,26,0,9,13,69
POA6271,0,3,6,0,4,6,19,0,7,0,0,0,0,7,9,9,6,0,0,0,24,0,4,14,0,0,0,18,0,0,12,0,0,0,12,30,3,17,0,0,4,54,70,0,18,0,0,0,88,5,0,3,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,4,0,3,0,13,120,29,83,0,7,10,249
POA6275,0,0,10,0,10,15,35,0,5,0,0,11,0,16,4,5,12,0,9,0,30,9,3,11,0,3,0,26,4,0,6,0,3,0,13,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,20,16,46,0,39,15,136
POA6280,3,50,45,6,34,49,187,0,129,5,0,3,0,137,8,178,49,25,20,10,290,46,84,79,0,30,0,239,68,24,84,0,5,3,184,297,21,154,0,18,3,493,612,0,232,5,10,0,859,224,0,46,0,3,0,273,10,0,11,3,3,0,27,4,5,0,0,0,0,9,8,3,3,0,3,3,20,19,34,26,0,21,8,108,1299,528,734,39,150,76,2826
POA6281,3,4,12,0,8,21,48,0,0,0,0,0,0,0,0,9,15,0,4,0,28,4,0,17,0,7,0,28,10,4,13,0,4,0,31,23,0,32,0,0,0,55,147,0,74,0,0,0,221,143,4,52,0,4,0,203,15,0,3,0,0,0,18,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,8,349,21,226,0,27,21,644
POA6282,0,0,8,0,4,5,17,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,5,0,3,0,8,3,0,3,0,0,0,6,0,0,4,0,3,0,7,3,0,12,0,3,0,18,6,0,8,0,0,0,14,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,15,0,49,0,19,5,88
POA6284,0,3,6,0,6,8,23,0,3,0,3,3,0,9,0,0,5,3,4,0,12,0,0,10,0,3,0,13,5,0,3,0,3,0,11,5,0,12,0,0,0,17,20,0,22,0,4,0,46,19,0,5,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,49,6,67,6,26,11,165
POA6285,4,3,25,0,18,17,67,0,15,4,0,0,0,19,6,22,13,10,7,3,61,13,10,25,0,9,3,60,11,5,22,0,4,0,42,75,5,51,0,0,0,131,207,3,112,0,8,4,334,81,0,63,0,4,0,148,8,0,5,0,0,0,13,3,0,0,0,0,0,3,3,3,0,0,0,0,6,6,0,10,6,7,3,32,417,66,330,16,57,30,916
POA6286,0,0,8,0,3,6,17,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,0,10,0,0,0,13,3,0,3,0,0,0,6,3,0,4,0,0,0,7,4,0,6,0,3,0,13,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,13,0,38,0,10,9,70
POA6288,0,0,3,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,7,0,0,0,11,3,0,3,0,0,0,6,3,0,4,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,0,17,0,12,3,45
POA6290,0,3,4,0,10,18,35,0,3,4,0,0,0,7,0,3,11,3,5,0,22,16,3,6,3,3,0,31,26,3,17,0,0,0,46,31,0,12,0,0,0,43,9,0,0,0,0,0,9,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,86,18,54,6,18,18,200
POA6302,3,12,6,0,3,19,43,0,15,0,0,0,0,15,3,11,11,0,4,0,29,0,8,15,0,4,0,27,5,7,14,0,3,0,29,20,0,12,0,4,0,36,27,0,13,0,3,0,43,10,0,8,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,5,0,17,71,58,86,0,26,19,260
POA6304,0,3,16,0,3,15,37,0,5,5,0,0,0,10,0,12,7,0,3,0,22,3,4,10,0,3,0,20,3,0,5,0,0,0,8,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,9,24,51,0,12,15,111
POA6306,0,6,9,4,7,7,33,3,3,3,4,0,3,16,0,5,5,0,0,0,10,3,3,6,0,4,0,16,3,3,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,9,23,30,8,14,10,94
POA6308,0,10,12,3,9,12,46,0,3,3,0,0,0,6,3,13,9,4,3,0,32,7,5,12,3,4,0,31,3,3,8,0,0,3,17,3,0,3,0,0,0,6,3,0,3,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,10,22,34,53,10,23,15,157
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,0,5,0,11
POA6311,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,3,0,0,0,3,5,0,5,0,0,0,10,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,14,0,10,5,40
POA6312,0,9,19,0,6,18,52,0,40,3,5,6,0,54,3,62,18,11,16,0,110,41,37,16,10,20,0,124,16,12,21,0,3,0,52,40,3,24,0,3,0,70,27,3,11,0,0,4,45,12,0,0,0,0,0,12,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,3,0,3,3,14,12,0,10,0,39,152,180,124,26,67,22,571
POA6313,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,5,5,24
POA6315,0,3,14,3,11,12,43,0,4,5,5,3,0,17,11,8,18,5,3,0,45,14,10,16,0,9,3,52,0,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,25,28,59,13,33,15,173
POA6316,0,0,0,0,9,6,15,0,0,3,0,0,0,3,0,0,7,0,0,0,7,5,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,9,6,33
POA6317,0,14,18,7,10,13,62,3,22,0,6,8,0,39,50,48,24,5,15,0,142,65,30,36,0,15,0,146,13,4,20,0,3,0,40,27,0,9,0,4,0,40,7,3,6,0,0,0,16,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,9,3,4,3,0,24,170,133,119,22,58,13,515
POA6318,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,3,0,0,3,0,6,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,3,21
POA6320,0,0,13,3,15,12,43,0,0,3,0,0,0,3,0,9,7,0,0,0,16,0,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,11,0,19,32,3,20,12,86
POA6321,0,0,0,0,6,0,6,0,3,3,0,5,0,11,0,3,0,0,0,0,3,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,6,8,4,11,0,33
POA6322,0,0,8,0,5,5,18,0,0,3,0,0,0,3,3,0,3,0,0,0,6,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,23,0,5,5,39
POA6323,0,0,3,0,0,6,9,0,0,3,0,0,0,3,0,0,3,0,0,0,3,8,0,9,0,3,0,20,5,0,3,0,0,0,8,3,0,3,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,19,3,27,0,3,6,58
POA6324,0,4,20,4,14,12,54,3,6,0,0,4,0,13,9,15,13,6,7,0,50,44,0,15,4,8,0,71,37,6,8,0,4,3,58,32,0,5,0,0,0,37,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,14,130,40,71,14,37,15,307
POA6326,0,0,4,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,18,0,5,3,32
POA6327,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,0,0,0,26
POA6328,0,0,7,0,10,7,24,3,0,3,0,0,0,6,6,0,7,0,4,0,17,3,0,4,0,0,0,7,0,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,15,3,21,0,18,7,64
