POA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
POA6070,128,11,0,0,11,0,133,9,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,18,0,0,0,0,0,0,0,132,14,0,0,14,0,148,192,13,0,0,14,0,210,9,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,7,0,17,0,0,0,0,0,0,3,201,17,0,0,21,0,225,124,4,0,0,4,0,128,3,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,7,0,0,0,0,0,0,0,126,7,0,0,7,0,136,63,0,0,0,3,0,71,3,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,7,0,0,0,0,0,0,0,74,7,0,0,8,0,80,102,0,0,0
POA6071,104,0,0,0,0,0,104,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,10,0,0,0,0,0,0,0,114,4,0,0,4,0,119,153,11,0,0,11,0,164,11,11,0,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,0,21,0,0,0,0,0,0,0,157,23,0,0,23,0,184,84,3,0,0,3,0,90,3,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,6,0,0,0,0,0,0,0,92,8,0,0,8,0,102,67,0,0,0,0,0,67,4,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,5,0,0,0,0,0,0,0,70,5,0,0,5,0,76,98,4,0,0
POA6072,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,29,0,0,0,0,0,29,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,0,30,27,0,0,0,0,0,27,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,31,0,0,0,0,0,31,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,22,0,0,0
POA6073,86,0,0,0,0,0,86,7,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,5,0,10,0,0,0,0,0,0,0,91,6,0,0,6,0,94,113,0,0,0,0,0,111,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,9,0,0,0,0,0,0,0,118,8,0,0,10,0,121,71,3,0,0,3,0,77,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,76,3,0,0,5,0,77,49,3,0,0,3,0,56,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,50,7,0,0,7,0,61,52,7,0,0
POA6074,34,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,35,40,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,3,0,45,25,0,0,0,0,0,25,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,27,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,27,0,0,0
POA6076,678,21,0,0,21,0,701,44,39,0,0,36,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,39,0,0,42,0,84,3,0,0,0,0,0,3,724,60,0,0,59,0,791,957,28,0,0,28,0,986,44,53,3,0,55,0,91,0,3,0,0,3,0,3,0,0,0,0,0,0,0,44,55,3,0,55,0,99,0,0,0,0,0,0,0,999,83,3,0,82,0,1083,563,14,0,0,14,0,582,22,21,0,0,25,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,24,0,46,0,0,0,0,0,0,0,582,39,0,0,41,0,627,367,6,0,0,6,0,374,13,20,0,0,20,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,0,20,0,33,0,0,0,0,0,0,0,383,24,0,0,24,0,409,557,11,0,0
POA6077,27,0,0,0,0,0,31,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,29,4,0,0,4,0,31,54,0,0,0,0,0,53,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,52,3,0,0,3,0,57,38,0,0,0,0,0,40,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,7,0,0,0,0,0,0,0,42,3,0,0,10,0,46,21,3,0,0,3,0,24,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,21,7,0,0,4,0,25,41,4,0,0
POA6078,30,0,0,0,0,0,30,3,6,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,5,0,0,0,0,0,0,0,29,6,0,0,6,0,39,36,0,0,0,0,0,36,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,42,0,0,0,0,0,46,18,0,0,0,0,0,18,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,9,0,0,0,0,0,0,0,21,6,0,0,7,0,25,18,0,0,0,0,0,18,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,25,0,0,0,0,0,27,18,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,159,3,0,0,3,0,155,8,7,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,7,0,12,0,0,0,0,0,0,0,163,6,0,0,6,0,175,232,8,0,0,8,0,236,5,12,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,15,0,24,3,0,0,0,0,0,3,241,21,0,0,26,0,266,155,8,0,0,8,0,161,3,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,4,0,0,0,0,0,0,0,159,11,0,0,11,0,169,86,0,0,0,0,0,86,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,83,3,0,0,3,0,89,135,0,0,0
POA6082,139,0,0,0,0,0,137,4,3,0,0,3,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,0,0,3,0,10,0,0,0,0,0,0,0,148,0,0,0,0,0,151,165,5,0,0,5,0,165,9,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,6,0,0,0,0,0,0,0,169,4,0,0,4,0,178,97,0,0,0,0,0,97,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,102,0,0,0,0,0,104,48,0,0,0,0,0,51,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,50,3,0,0,3,0,56,89,0,0,0
POA6083,78,3,0,0,3,5,84,3,12,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,12,0,15,0,0,0,0,0,0,0,84,11,0,0,11,5,100,140,3,0,0,3,0,143,5,9,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,10,0,0,0,0,0,0,0,143,13,0,0,13,0,153,108,0,0,0,0,0,106,0,9,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,6,0,0,0,0,0,0,0,108,8,0,0,8,0,116,59,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,66,95,4,0,0
POA6084,309,9,0,0,9,0,318,12,8,0,0,8,0,15,0,3,0,0,3,0,4,0,0,0,0,0,0,0,16,8,0,0,8,0,19,0,0,0,0,0,0,0,321,15,0,0,15,0,338,378,3,0,0,3,0,387,13,10,0,0,10,0,26,3,0,0,0,0,0,3,0,0,0,0,0,0,0,16,10,0,0,10,0,27,0,0,0,0,0,0,0,397,19,0,0,19,4,418,233,6,0,0,6,0,239,5,3,0,0,3,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,4,0,0,9,0,9,0,0,0,0,0,0,3,235,13,0,0,14,5,250,147,5,0,0,5,0,157,3,8,0,0,8,0,8,0,3,4,0,4,0,5,0,0,0,0,0,0,0,7,11,4,0,10,0,15,0,0,0,0,0,0,0,156,15,4,0,16,0,167,221,7,0,0
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,320,19,0,0,19,0,337,43,233,13,0,248,0,293,0,17,5,0,21,0,26,0,0,0,0,0,0,0,51,250,16,3,272,0,319,0,0,0,0,0,0,0,366,271,16,3,287,0,656,247,7,0,0,7,0,253,33,149,4,0,153,0,184,3,20,6,0,25,0,26,0,0,0,0,0,0,0,32,163,13,0,177,0,207,0,0,0,0,0,0,0,274,171,13,0,183,0,462,129,5,0,0,5,0,137,16,52,3,0,53,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,57,3,0,60,0,75,0,0,0,0,0,0,0,148,57,3,0,60,0,212,73,0,0,0,0,0,73,7,28,0,0,24,0,31,0,4,0,0,6,0,6,0,0,0,0,0,0,0,7,30,3,0,29,0,36,0,0,0,0,0,0,0,78,30,3,0,29,0,110,85,4,0,0
POA6101,500,24,0,0,24,0,529,77,210,11,3,222,0,300,0,32,8,0,36,0,36,0,3,0,3,8,0,8,77,243,21,8,265,0,341,0,0,0,0,0,0,0,580,266,21,8,292,0,873,341,23,0,0,23,0,368,40,123,0,4,125,0,169,0,15,8,0,22,0,26,0,0,0,0,4,0,4,44,139,5,3,153,0,192,0,0,0,0,0,0,0,385,162,5,3,174,3,565,147,8,0,0,8,0,152,18,60,0,0,60,0,74,0,13,7,0,15,0,15,0,0,0,0,0,0,0,19,70,7,0,73,0,91,0,0,0,0,0,0,0,163,75,7,0,79,0,247,90,4,0,0,4,0,89,10,28,0,0,28,0,37,0,3,0,0,3,0,6,0,0,0,0,0,0,0,15,35,0,0,35,0,48,0,0,0,0,0,0,0,100,38,0,0,39,0,134,126,0,0,0
POA6102,182,9,0,3,14,0,196,39,194,12,0,206,0,242,0,34,13,0,44,0,48,0,0,0,0,0,0,0,41,229,22,0,255,0,295,0,0,0,0,0,0,0,223,240,22,3,262,0,483,141,4,0,0,4,0,149,16,127,5,0,135,0,159,0,30,4,0,33,0,33,0,0,0,0,0,0,0,16,160,17,0,171,0,191,0,0,0,0,0,0,0,160,160,17,0,176,0,337,65,4,0,0,4,0,69,6,47,3,0,50,0,59,0,12,3,0,14,0,14,0,0,0,0,0,0,0,6,54,7,0,67,0,68,0,0,0,0,0,0,0,67,61,7,0,67,0,136,32,4,0,0,4,0,35,4,19,5,0,22,0,24,0,11,3,0,16,0,16,0,0,0,0,0,0,0,4,29,6,0,37,0,42,0,0,0,0,0,0,0,34,33,6,0,37,0,73,48,3,0,0
POA6103,207,16,0,0,16,0,223,32,179,12,3,194,0,228,0,27,9,0,31,0,31,0,0,0,0,0,0,0,32,204,21,3,228,0,256,3,0,0,0,0,0,3,243,221,21,3,245,0,487,147,5,0,0,5,3,158,19,101,5,0,104,0,124,0,14,4,0,15,0,15,0,0,0,0,0,0,0,19,109,12,0,116,0,141,0,0,0,0,0,0,0,164,120,12,0,129,3,297,60,3,0,0,3,0,65,3,37,0,0,35,0,38,0,0,7,0,4,0,4,0,0,0,0,0,0,0,3,40,6,0,47,0,48,0,0,0,0,0,0,0,70,43,6,0,49,0,115,35,6,0,0,6,0,40,4,24,0,0,24,0,26,0,3,4,0,9,0,9,0,0,0,0,0,0,0,4,24,4,0,28,0,34,0,0,0,0,0,0,0,43,28,4,0,32,0,78,50,4,0,0
POA6104,372,15,3,0,20,0,395,51,187,10,0,199,5,248,3,27,14,0,44,0,48,0,0,0,0,0,0,4,57,213,29,0,244,5,301,0,0,0,0,0,0,0,430,227,28,3,263,4,694,232,8,0,0,8,0,241,31,157,9,3,164,0,194,0,19,12,0,31,0,31,0,0,0,0,0,0,0,32,170,19,3,193,0,223,0,0,0,0,0,0,0,271,178,19,3,200,0,469,139,6,0,0,6,0,143,11,72,3,0,77,0,86,0,8,4,0,17,0,18,0,0,0,0,0,0,0,14,86,8,0,93,0,106,0,0,0,0,0,0,0,146,90,8,0,99,0,246,78,0,0,0,0,0,78,7,35,3,0,41,0,51,0,3,3,0,8,0,8,0,0,0,0,0,0,0,7,42,7,0,46,0,56,0,0,0,0,0,0,0,84,42,7,0,46,0,128,119,5,0,0
POA6105,318,22,0,0,22,0,342,43,319,13,0,329,0,375,0,58,10,0,74,0,72,0,0,0,0,0,0,0,49,376,26,0,403,0,448,0,0,0,0,0,0,0,370,400,26,0,422,3,795,264,15,0,0,13,0,280,31,234,8,0,239,0,276,0,53,12,0,69,0,69,0,0,0,4,3,0,3,32,291,19,4,311,0,345,0,0,0,0,0,0,0,296,306,18,4,324,0,621,133,7,0,0,7,0,141,17,116,8,0,127,0,138,0,23,5,0,28,0,28,0,0,0,0,0,0,0,17,139,12,0,154,0,169,0,0,0,0,0,3,3,150,150,12,0,166,3,313,83,0,0,0,0,0,83,8,78,3,0,85,0,88,0,8,6,0,11,0,11,0,0,0,0,0,0,0,8,91,6,0,97,0,108,0,0,0,0,0,0,3,88,91,6,0,97,0,186,96,6,0,0
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,892,55,0,0,55,0,948,99,1354,53,0,1410,0,1513,4,231,71,0,301,0,302,0,0,0,0,3,0,3,98,1593,126,4,1721,0,1819,0,8,0,0,8,0,16,995,1655,126,4,1785,0,2783,772,35,4,0,34,0,806,61,913,32,3,943,0,1006,0,176,68,0,244,0,247,0,6,0,0,6,0,6,64,1094,93,4,1198,0,1253,0,6,0,0,6,0,7,835,1136,100,4,1238,3,2069,396,17,0,0,17,0,418,49,408,11,0,420,0,469,0,70,35,3,112,0,109,0,0,0,0,0,0,0,44,479,47,5,533,0,578,0,0,0,0,0,0,3,450,498,47,5,546,0,995,233,4,0,0,3,0,234,13,191,13,0,210,0,221,0,34,26,0,64,0,64,0,3,0,0,3,0,3,13,233,44,0,278,0,289,0,0,0,0,0,0,0,248,241,39,0,282,0,529,316,12,0,0
POA6108,597,21,0,0,27,0,617,58,371,23,3,397,0,454,0,54,58,0,116,0,116,0,3,0,3,3,0,10,62,428,86,6,518,0,579,0,4,0,0,4,0,5,653,454,86,6,545,0,1199,600,20,0,0,20,0,623,47,314,19,0,333,0,381,0,50,45,0,95,0,94,4,0,0,0,0,0,3,48,365,61,0,431,0,481,3,3,0,0,3,0,7,654,392,61,0,452,0,1106,368,16,0,0,16,0,379,20,158,15,0,174,0,194,0,28,35,0,61,0,61,0,0,0,0,0,0,0,20,184,47,0,237,0,258,0,0,0,0,0,0,0,387,201,47,0,250,0,635,248,11,0,0,11,0,255,14,99,7,0,106,0,118,0,13,23,0,41,0,41,0,0,0,0,0,0,0,14,114,34,0,144,0,160,0,0,0,0,0,0,0,259,123,34,0,150,0,415,325,21,0,0
POA6109,258,14,0,0,14,0,268,32,306,14,4,321,0,352,0,43,29,0,75,0,75,0,4,0,0,4,0,4,32,354,43,4,402,0,437,0,0,0,0,0,3,3,295,367,43,4,411,3,708,214,7,0,0,7,0,222,14,212,15,0,220,0,236,3,43,37,0,75,0,75,0,0,0,0,0,0,0,20,250,49,0,298,0,320,0,0,0,0,0,0,0,230,261,49,0,309,0,540,110,3,0,0,3,0,109,9,93,4,0,104,0,113,0,28,31,0,55,0,60,0,0,0,0,0,0,0,7,121,33,0,159,0,170,0,0,0,0,0,0,0,121,127,33,0,163,0,281,74,0,0,0,0,0,78,4,64,3,0,63,0,75,0,9,16,0,25,0,25,0,3,0,0,3,0,3,4,72,20,0,91,0,103,0,0,0,0,0,0,0,82,74,20,0,96,0,174,98,3,0,0
POA6110,1198,51,3,0,53,0,1256,101,833,31,7,878,0,974,4,96,69,3,163,0,161,4,3,0,0,3,0,5,104,929,97,11,1037,0,1147,0,0,0,0,0,7,7,1305,979,99,11,1093,6,2404,1206,24,0,0,24,0,1237,99,676,19,4,703,3,799,5,76,66,0,145,0,148,0,3,0,3,3,0,3,103,755,83,11,850,3,948,5,0,0,0,0,0,4,1310,785,83,11,872,4,2189,656,23,0,0,23,0,676,47,314,4,9,327,0,370,0,43,33,0,80,0,83,0,0,0,0,0,0,0,50,357,44,9,407,0,458,0,0,0,0,0,0,0,705,379,44,9,428,0,1129,420,12,0,0,10,0,437,23,158,8,0,164,0,189,0,22,23,0,47,0,47,0,0,0,0,0,0,0,23,178,35,0,212,0,235,3,0,0,0,0,0,0,443,188,35,6,227,0,675,515,11,0,0
