region_id,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
POA6081,0,150,9,159,7,399,15,421,9,193,6,208,3,120,4,127,0,153,6,159,6,346,27,379,10,349,16,375,8,269,10,287,10,149,5,164,12,59,5,76,4,5,0,9,69,2192,103,2364,3,144,10,157,3,350,22,375,0,178,5,183,3,94,4,101,5,178,10,193,4,398,14,416,6,396,21,423,7,285,9,301,4,126,8,138,6,42,4,52,9,5,0,14,50,2196,107,2353,3,294,19,316,10,749,37,796,9,371,11,391,6,214,8,228,5,331,16,352,10,744,41,795,16,745,37,798,15,554,19,588,14,275,13,302,18,101,9,128,13,10,0,23,119,4388,210,4717
POA6082,0,101,6,107,4,232,21,257,4,121,16,141,3,93,12,108,4,105,7,116,0,214,15,229,6,238,20,264,8,191,13,212,4,107,4,115,6,47,3,56,0,4,0,4,39,1453,117,1609,3,74,4,81,3,228,13,244,0,116,9,125,3,49,4,56,0,139,6,145,3,220,15,238,8,265,11,284,9,194,15,218,6,100,4,110,3,31,5,39,4,4,0,8,42,1420,86,1548,3,175,10,188,7,460,34,501,4,237,25,266,6,142,16,164,4,244,13,261,3,434,30,467,14,503,31,548,17,385,28,430,10,207,8,225,9,78,8,95,4,8,0,12,81,2873,203,3157
POA6083,0,76,8,84,9,235,19,263,0,136,13,149,0,67,6,73,0,87,3,90,3,238,20,261,8,313,29,350,10,226,21,257,7,139,9,155,8,47,6,61,0,5,0,5,45,1569,134,1748,3,78,4,85,3,231,10,244,0,135,9,144,0,50,4,54,0,106,6,112,5,271,20,296,3,321,29,353,9,214,21,244,8,122,12,142,4,29,0,33,4,3,0,7,39,1560,115,1714,3,154,12,169,12,466,29,507,0,271,22,293,0,117,10,127,0,193,9,202,8,509,40,557,11,634,58,703,19,440,42,501,15,261,21,297,12,76,6,94,4,8,0,12,84,3129,249,3462
POA6084,3,175,14,192,25,497,26,548,0,218,6,224,3,133,8,144,7,221,24,252,3,465,32,500,3,497,34,534,22,378,23,423,14,223,19,256,16,60,4,80,8,4,0,12,104,2871,190,3165,0,176,12,188,6,491,23,520,4,263,9,276,3,129,8,140,0,313,14,327,9,508,32,549,9,512,27,548,12,355,19,386,12,183,19,214,10,42,5,57,7,11,0,18,72,2983,168,3223,3,351,26,380,31,988,49,1068,4,481,15,500,6,262,16,284,7,534,38,579,12,973,64,1049,12,1009,61,1082,34,733,42,809,26,406,38,470,26,102,9,137,15,15,0,30,176,5854,358,6388
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
POA6100,3,323,32,358,4,391,33,428,3,270,26,299,4,664,96,764,14,1626,223,1863,6,995,125,1126,16,799,111,926,17,649,80,746,18,293,28,339,28,148,9,185,18,31,3,52,131,6189,766,7086,0,322,23,345,3,444,39,486,3,279,28,310,3,654,66,723,7,1450,143,1600,11,852,68,931,11,730,61,802,20,587,58,665,28,262,30,320,33,185,17,235,44,49,11,104,163,5814,544,6521,3,645,55,703,7,835,72,914,6,549,54,609,7,1318,162,1487,21,3076,366,3463,17,1847,193,2057,27,1529,172,1728,37,1236,138,1411,46,555,58,659,61,333,26,420,62,80,14,156,294,12003,1310,13607
POA6101,10,465,32,507,16,612,37,665,9,386,35,430,9,688,103,800,14,1518,133,1665,14,1170,89,1273,32,797,69,898,49,599,40,688,51,313,30,394,62,136,16,214,42,39,10,91,308,6723,594,7625,0,470,33,503,16,567,42,625,3,293,19,315,8,650,52,710,11,1530,85,1626,30,1113,61,1204,31,754,46,831,36,629,32,697,44,298,20,362,69,201,25,295,105,79,13,197,353,6584,428,7365,10,935,65,1010,32,1179,79,1290,12,679,54,745,17,1338,155,1510,25,3048,218,3291,44,2283,150,2477,63,1551,115,1729,85,1228,72,1385,95,611,50,756,131,337,41,509,147,118,23,288,661,13307,1022,14990
POA6102,6,297,28,331,12,353,51,416,4,425,39,468,8,1152,196,1356,7,1413,173,1593,26,683,75,784,39,469,47,555,30,373,30,433,37,234,26,297,66,210,36,312,101,87,37,225,336,5696,738,6770,0,314,32,346,5,427,33,465,3,416,44,463,4,1170,101,1275,6,1127,110,1243,26,597,71,694,38,453,53,544,36,378,32,446,65,295,31,391,180,381,55,616,312,164,104,580,675,5722,666,7063,6,611,60,677,17,780,84,881,7,841,83,931,12,2322,297,2631,13,2540,283,2836,52,1280,146,1478,77,922,100,1099,66,751,62,879,102,529,57,688,246,591,91,928,413,251,141,805,1011,11418,1404,13833
POA6103,3,259,32,294,4,307,26,337,4,182,12,198,3,365,52,420,8,927,106,1041,12,599,67,678,16,458,46,520,27,363,30,420,16,199,12,227,16,104,16,136,15,27,8,50,124,3790,407,4321,0,234,30,264,5,278,22,305,3,182,25,210,4,365,34,403,7,831,69,907,10,498,48,556,22,433,27,482,18,314,20,352,27,259,27,313,45,131,22,198,30,43,16,89,171,3568,340,4079,3,493,62,558,9,585,48,642,7,364,37,408,7,730,86,823,15,1758,175,1948,22,1097,115,1234,38,891,73,1002,45,677,50,772,43,458,39,540,61,235,38,334,45,70,24,139,295,7358,747,8400
POA6104,3,390,51,444,21,615,62,698,5,320,41,366,7,454,63,524,11,1108,142,1261,15,936,112,1063,24,756,89,869,36,605,72,713,51,366,35,452,57,209,14,280,32,32,13,77,262,5791,694,6747,3,368,44,415,11,552,66,629,0,317,24,341,3,460,45,508,12,1072,89,1173,12,848,92,952,30,723,67,820,42,647,44,733,35,363,30,428,95,234,25,354,119,52,17,188,362,5636,543,6541,6,758,95,859,32,1167,128,1327,5,637,65,707,10,914,108,1032,23,2180,231,2434,27,1784,204,2015,54,1479,156,1689,78,1252,116,1446,86,729,65,880,152,443,39,634,151,84,30,265,624,11427,1237,13288
POA6105,7,433,30,470,25,715,37,777,8,352,24,384,5,486,59,550,13,1074,102,1189,16,948,88,1052,23,795,68,886,31,554,33,618,31,395,28,454,52,261,14,327,31,67,11,109,242,6080,494,6816,4,434,41,479,13,659,32,704,5,359,22,386,4,473,24,501,11,1035,57,1103,15,848,42,905,34,706,28,768,38,610,35,683,36,487,31,554,77,355,23,455,63,85,14,162,300,6051,349,6700,11,867,71,949,38,1374,69,1481,13,711,46,770,9,959,83,1051,24,2109,159,2292,31,1796,130,1957,57,1501,96,1654,69,1164,68,1301,67,882,59,1008,129,616,37,782,94,152,25,271,542,12131,843,13516
POA6106,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,12,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,3,0,3,0,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,16,3,19
POA6107,13,1248,132,1393,62,1935,151,2148,24,1051,84,1159,23,1827,201,2051,28,3554,364,3946,58,2442,203,2703,53,1865,164,2082,80,1509,119,1708,96,866,53,1015,99,405,34,538,53,72,17,142,589,16774,1522,18885,12,1178,137,1327,26,1801,127,1954,15,1055,75,1145,16,1636,123,1775,42,3236,232,3510,42,2274,146,2462,90,1828,125,2043,91,1580,101,1772,87,947,63,1097,151,458,46,655,127,105,24,256,699,16098,1199,17996,25,2426,269,2720,88,3736,278,4102,39,2106,159,2304,39,3463,324,3826,70,6790,596,7456,100,4716,349,5165,143,3693,289,4125,171,3089,220,3480,183,1813,116,2112,250,863,80,1193,180,177,41,398,1288,32872,2721,36881
POA6108,11,673,47,731,51,1451,89,1591,16,817,44,877,12,808,50,870,22,1479,86,1587,17,1456,85,1558,31,1398,59,1488,50,1329,52,1431,63,747,28,838,60,276,27,363,26,46,3,75,359,10480,570,11409,3,671,62,736,23,1417,90,1530,14,799,31,844,13,780,38,831,21,1451,68,1540,32,1542,86,1660,32,1535,51,1618,56,1363,41,1460,55,745,40,840,68,311,20,399,54,37,7,98,371,10651,534,11556,14,1344,109,1467,74,2868,179,3121,30,1616,75,1721,25,1588,88,1701,43,2930,154,3127,49,2998,171,3218,63,2933,110,3106,106,2692,93,2891,118,1492,68,1678,128,587,47,762,80,83,10,173,730,21131,1104,22965
POA6109,5,353,39,397,17,589,64,670,5,339,40,384,9,339,23,371,21,810,79,910,23,648,65,736,25,585,51,661,30,547,50,627,38,306,28,372,42,149,13,204,19,29,4,52,234,4694,456,5384,3,338,57,398,10,530,52,592,6,287,43,336,0,355,18,373,16,766,64,846,20,574,51,645,25,587,49,661,33,555,41,629,26,338,23,387,63,193,24,280,48,47,10,105,250,4570,432,5252,8,691,96,795,27,1119,116,1262,11,626,83,720,9,694,41,744,37,1576,143,1756,43,1222,116,1381,50,1172,100,1322,63,1102,91,1256,64,644,51,759,105,342,37,484,67,76,14,157,484,9264,888,10636
POA6110,29,1306,152,1487,99,2180,198,2477,39,1139,94,1272,30,1105,100,1235,35,2456,200,2691,44,2240,167,2451,68,1932,148,2148,93,1602,118,1813,94,911,60,1065,71,396,53,520,63,70,36,169,665,15337,1326,17328,12,1161,110,1283,46,2117,132,2295,19,1099,68,1186,13,1171,59,1243,33,2577,186,2796,65,2284,130,2479,66,2031,133,2230,93,1629,96,1818,107,965,52,1124,155,506,77,738,146,106,91,343,755,15646,1134,17535,41,2467,262,2770,145,4297,330,4772,58,2238,162,2458,43,2276,159,2478,68,5033,386,5487,109,4524,297,4930,134,3963,281,4378,186,3231,214,3631,201,1876,112,2189,226,902,130,1258,209,176,127,512,1420,30983,2460,34863
POA6111,8,701,60,769,42,1310,93,1445,24,783,61,868,8,718,45,771,27,1232,80,1339,38,1297,112,1447,37,1441,105,1583,56,1376,67,1499,56,782,45,883,51,279,32,362,32,45,6,83,379,9964,706,11049,5,615,56,676,22,1293,87,1402,9,711,41,761,7,636,30,673,15,1223,82,1320,23,1367,81,1471,53,1502,81,1636,64,1488,72,1624,43,736,36,815,110,306,32,448,121,48,14,183,472,9925,612,11009,13,1316,116,1445,64,2603,180,2847,33,1494,102,1629,15,1354,75,1444,42,2455,162,2659,61,2664,193,2918,90,2943,186,3219,120,2864,139,3123,99,1518,81,1698,161,585,64,810,153,93,20,266,851,19889,1318,22058
POA6112,17,1650,141,1808,100,2536,201,2837,28,1299,100,1427,25,1433,111,1569,45,3062,213,3320,60,2458,182,2700,80,2255,172,2507,100,1728,105,1933,93,992,74,1159,85,434,65,584,46,87,26,159,679,17934,1390,20003,10,1568,115,1693,53,2494,192,2739,21,1293,85,1399,15,1496,99,1610,27,3123,194,3344,52,2498,155,2705,88,2342,136,2566,101,1839,117,2057,109,1012,55,1176,134,517,72,723,102,90,42,234,712,18272,1262,20246,27,3218,256,3501,153,5030,393,5576,49,2592,185,2826,40,2929,210,3179,72,6185,407,6664,112,4956,337,5405,168,4597,308,5073,201,3567,222,3990,202,2004,129,2335,219,951,137,1307,148,177,68,393,1391,36206,2652,40249
POA6121,0,77,9,86,6,217,10,233,4,111,0,115,0,71,9,80,3,81,6,90,3,190,12,205,0,249,10,259,4,166,12,182,9,76,4,89,5,17,4,26,0,7,0,7,34,1262,76,1372,0,62,3,65,3,210,5,218,3,109,4,116,3,75,3,81,0,105,4,109,3,238,7,248,4,232,9,245,5,163,11,179,4,57,0,61,6,14,4,24,0,6,0,6,31,1271,50,1352,0,139,12,151,9,427,15,451,7,220,4,231,3,146,12,161,3,186,10,199,6,428,19,453,4,481,19,504,9,329,23,361,13,133,4,150,11,31,8,50,0,13,0,13,65,2533,126,2724
POA6122,4,428,19,451,22,713,24,759,3,330,9,342,8,312,10,330,3,618,32,653,10,651,40,701,7,549,37,593,20,440,24,484,11,214,11,236,21,63,3,87,12,15,3,30,121,4333,212,4666,3,371,18,392,15,714,19,748,3,346,8,357,0,340,10,350,3,664,15,682,6,700,31,737,10,589,31,630,17,430,12,459,11,194,4,209,29,70,4,103,41,6,0,47,138,4424,152,4714,7,799,37,843,37,1427,43,1507,6,676,17,699,8,652,20,680,6,1282,47,1335,16,1351,71,1438,17,1138,68,1223,37,870,36,943,22,408,15,445,50,133,7,190,53,21,3,77,259,8757,364,9380
POA6123,5,59,0,64,4,132,0,136,0,56,4,60,0,38,3,41,0,65,0,65,0,99,4,103,9,91,3,103,0,82,5,87,5,31,0,36,3,21,0,24,0,3,0,3,26,677,19,722,0,49,0,49,0,115,0,115,0,54,3,57,0,42,3,45,0,69,4,73,0,119,3,122,0,107,5,112,0,72,5,77,4,31,0,35,0,19,0,19,4,0,0,4,8,677,23,708,5,108,0,113,4,247,0,251,0,110,7,117,0,80,6,86,0,134,4,138,0,218,7,225,9,198,8,215,0,154,10,164,9,62,0,71,3,40,0,43,4,3,0,7,34,1354,42,1430
POA6124,3,38,3,44,3,69,3,75,3,40,0,43,0,18,3,21,3,46,3,52,3,81,6,90,0,82,4,86,3,58,4,65,3,46,3,52,3,9,0,12,3,3,0,6,27,490,29,546,0,34,3,37,0,76,14,90,0,21,3,24,0,19,0,19,0,46,4,50,0,87,6,93,4,77,3,84,3,63,6,72,4,45,3,52,3,10,3,16,0,0,0,0,14,478,45,537,3,72,6,81,3,145,17,165,3,61,3,67,0,37,3,40,3,92,7,102,3,168,12,183,4,159,7,170,6,121,10,137,7,91,6,104,6,19,3,28,3,3,0,6,41,968,74,1083
POA6125,0,76,7,83,5,203,9,217,0,87,6,93,0,66,6,72,0,78,12,90,0,197,8,205,4,199,16,219,11,167,11,189,7,130,7,144,11,41,0,52,0,7,0,7,38,1251,82,1371,0,68,4,72,3,198,6,207,0,71,3,74,0,60,5,65,0,107,0,107,7,204,8,219,0,201,11,212,7,162,5,174,7,107,3,117,8,35,5,48,7,3,3,13,39,1216,53,1308,0,144,11,155,8,401,15,424,0,158,9,167,0,126,11,137,0,185,12,197,7,401,16,424,4,400,27,431,18,329,16,363,14,237,10,261,19,76,5,100,7,10,3,20,77,2467,135,2679
POA6126,0,8,0,8,0,17,0,17,0,4,0,4,0,5,17,22,0,16,62,78,0,13,75,88,0,21,47,68,3,28,27,58,0,13,9,22,0,6,3,9,0,0,0,0,3,131,240,374,0,4,0,4,0,17,3,20,0,6,0,6,0,3,0,3,0,8,0,8,0,19,3,22,3,18,3,24,0,23,0,23,0,15,0,15,3,0,0,3,3,0,0,3,9,113,9,131,0,12,0,12,0,34,3,37,0,10,0,10,0,8,17,25,0,24,62,86,0,32,78,110,3,39,50,92,3,51,27,81,0,28,9,37,3,6,3,12,3,0,0,3,12,244,249,505
POA6147,3,496,30,529,26,868,58,952,12,496,19,527,8,630,29,667,15,1177,45,1237,17,982,57,1056,19,803,46,868,35,775,31,841,47,446,11,504,38,176,16,230,20,44,3,67,240,6893,345,7478,3,436,50,489,18,758,37,813,4,436,18,458,7,547,21,575,10,1114,43,1167,15,936,40,991,18,965,22,1005,29,877,28,934,44,476,20,540,46,210,12,268,43,38,7,88,237,6793,298,7328,6,932,80,1018,44,1626,95,1765,16,932,37,985,15,1177,50,1242,25,2291,88,2404,32,1918,97,2047,37,1768,68,1873,64,1652,59,1775,91,922,31,1044,84,386,28,498,63,82,10,155,477,13686,643,14806
POA6148,10,393,33,436,27,1054,50,1131,6,663,32,701,7,640,38,685,7,916,70,993,7,949,63,1019,16,1111,54,1181,28,979,56,1063,41,619,33,693,64,337,14,415,73,58,5,136,286,7719,448,8453,4,367,25,396,14,1020,48,1082,8,622,27,657,4,626,34,664,6,850,40,896,9,1131,44,1184,8,1208,35,1251,47,1047,46,1140,48,713,32,793,136,383,26,545,206,129,17,352,490,8096,374,8960,14,760,58,832,41,2074,98,2213,14,1285,59,1358,11,1266,72,1349,13,1766,110,1889,16,2080,107,2203,24,2319,89,2432,75,2026,102,2203,89,1332,65,1486,200,720,40,960,279,187,22,488,776,15815,822,17413
POA6149,4,446,14,464,26,1114,33,1173,8,810,13,831,6,813,24,843,12,857,25,894,8,951,38,997,8,1315,51,1374,28,1430,35,1493,24,627,11,662,43,258,13,314,48,79,5,132,215,8700,262,9177,3,405,13,421,11,995,32,1038,7,728,7,742,12,704,10,726,6,854,15,875,12,1114,33,1159,14,1581,16,1611,28,1488,32,1548,28,575,19,622,88,305,10,403,170,130,14,314,379,8879,201,9459,7,851,27,885,37,2109,65,2211,15,1538,20,1573,18,1517,34,1569,18,1711,40,1769,20,2065,71,2156,22,2896,67,2985,56,2918,67,3041,52,1202,30,1284,131,563,23,717,218,209,19,446,594,17579,463,18636
POA6150,0,247,12,259,26,778,18,822,5,665,14,684,5,759,25,789,4,668,22,694,4,598,16,618,9,827,28,864,7,850,23,880,24,473,13,510,41,227,14,282,34,60,12,106,159,6152,197,6508,0,242,12,254,7,687,17,711,7,622,23,652,3,742,22,767,3,564,12,579,6,729,19,754,5,1034,31,1070,19,868,24,911,21,440,14,475,75,288,28,391,102,75,16,193,248,6291,218,6757,0,489,24,513,33,1465,35,1533,12,1287,37,1336,8,1501,47,1556,7,1232,34,1273,10,1327,35,1372,14,1861,59,1934,26,1718,47,1791,45,913,27,985,116,515,42,673,136,135,28,299,407,12443,415,13265
POA6151,3,407,28,438,21,758,30,809,6,532,24,562,10,636,72,718,6,1299,142,1447,9,1065,96,1170,13,1026,83,1122,18,980,97,1095,23,472,44,539,35,157,22,214,32,56,15,103,176,7388,653,8217,3,388,35,426,12,742,35,789,0,412,28,440,0,703,70,773,6,1219,101,1326,12,1094,71,1177,16,1074,67,1157,17,978,68,1063,33,474,36,543,57,227,21,305,104,102,15,221,260,7413,547,8220,6,795,63,864,33,1500,65,1598,6,944,52,1002,10,1339,142,1491,12,2518,243,2773,21,2159,167,2347,29,2100,150,2279,35,1958,165,2158,56,946,80,1082,92,384,43,519,136,158,30,324,436,14801,1200,16437
POA6152,6,541,33,580,22,1066,70,1158,21,847,49,917,8,1313,81,1402,14,1912,164,2090,13,1322,102,1437,21,1274,85,1380,47,1254,65,1366,48,635,57,740,83,312,38,433,89,104,28,221,372,10580,772,11724,8,579,44,631,12,954,73,1039,3,782,38,823,8,1286,72,1366,14,1844,126,1984,19,1419,76,1514,28,1519,76,1623,50,1379,64,1493,58,740,47,845,174,535,58,767,281,209,72,562,655,11246,746,12647,14,1120,77,1211,34,2020,143,2197,24,1629,87,1740,16,2599,153,2768,28,3756,290,4074,32,2741,178,2951,49,2793,161,3003,97,2633,129,2859,106,1375,104,1585,257,847,96,1200,370,313,100,783,1027,21826,1518,24371
POA6153,4,412,29,445,22,1039,51,1112,10,597,23,630,10,637,72,719,10,993,121,1124,8,1015,78,1101,17,1232,80,1329,15,1181,72,1268,16,671,57,744,50,384,27,461,46,108,24,178,208,8269,634,9111,0,385,31,416,13,978,40,1031,5,665,26,696,4,710,45,759,12,996,57,1065,14,1206,62,1282,23,1448,67,1538,27,1325,61,1413,24,759,36,819,77,492,43,612,102,158,30,290,301,9122,498,9921,4,797,60,861,35,2017,91,2143,15,1262,49,1326,14,1347,117,1478,22,1989,178,2189,22,2221,140,2383,40,2680,147,2867,42,2506,133,2681,40,1430,93,1563,127,876,70,1073,148,266,54,468,509,17391,1132,19032
POA6154,4,270,12,286,13,582,24,619,5,320,19,344,4,269,22,295,4,467,25,496,3,592,34,629,9,581,29,619,5,463,33,501,9,342,12,363,49,265,12,326,50,80,7,137,155,4231,229,4615,3,228,13,244,0,553,27,580,0,280,16,296,3,262,7,272,3,459,23,485,10,670,29,709,4,672,34,710,11,515,21,547,16,406,15,437,88,361,24,473,141,139,15,295,279,4545,224,5048,7,498,25,530,13,1135,51,1199,5,600,35,640,7,531,29,567,7,926,48,981,13,1262,63,1338,13,1253,63,1329,16,978,54,1048,25,748,27,800,137,626,36,799,191,219,22,432,434,8776,453,9663
POA6155,29,1416,84,1529,83,3488,145,3716,24,1989,133,2146,16,1804,281,2101,27,2718,424,3169,17,3260,320,3597,16,3274,197,3487,51,2517,99,2667,70,1097,48,1215,67,377,28,472,45,67,0,112,445,22007,1759,24211,11,1327,61,1399,34,3377,111,3522,13,1922,58,1993,16,1676,45,1737,15,2871,135,3021,25,3699,128,3852,36,3587,107,3730,51,2550,81,2682,74,1071,41,1186,110,383,17,510,117,82,17,216,502,22545,801,23848,40,2743,145,2928,117,6865,256,7238,37,3911,191,4139,32,3480,326,3838,42,5589,559,6190,42,6959,448,7449,52,6861,304,7217,102,5067,180,5349,144,2168,89,2401,177,760,45,982,162,149,17,328,947,44552,2560,48059
POA6156,6,534,31,571,30,1008,44,1082,12,449,19,480,16,411,18,445,17,811,48,876,6,1172,67,1245,35,967,40,1042,23,694,40,757,28,436,17,481,67,378,26,471,36,82,10,128,276,6942,360,7578,4,478,35,517,14,1031,42,1087,9,589,26,624,3,404,18,425,9,905,44,958,21,1233,53,1307,18,1104,33,1155,32,772,32,836,32,595,28,655,94,492,32,618,127,117,17,261,363,7720,360,8443,10,1012,66,1088,44,2039,86,2169,21,1038,45,1104,19,815,36,870,26,1716,92,1834,27,2405,120,2552,53,2071,73,2197,55,1466,72,1593,60,1031,45,1136,161,870,58,1089,163,199,27,389,639,14662,720,16021
POA6157,5,367,25,397,21,680,29,730,5,308,18,331,4,305,22,331,11,770,52,833,12,838,62,912,21,834,41,896,16,677,37,730,29,406,32,467,55,246,21,322,38,70,11,119,217,5501,350,6068,4,333,19,356,14,640,28,682,6,324,12,342,3,329,14,346,8,863,30,901,13,989,54,1056,29,930,29,988,24,820,28,872,31,493,31,555,75,379,31,485,141,139,27,307,348,6239,303,6890,9,700,44,753,35,1320,57,1412,11,632,30,673,7,634,36,677,19,1633,82,1734,25,1827,116,1968,50,1764,70,1884,40,1497,65,1602,60,899,63,1022,130,625,52,807,179,209,38,426,565,11740,653,12958
POA6158,0,175,4,179,3,457,21,481,5,196,10,211,6,172,12,190,3,290,23,316,8,444,26,478,6,516,38,560,9,464,27,500,11,209,12,232,25,119,8,152,24,22,8,54,100,3064,189,3353,0,199,8,207,6,415,11,432,0,194,13,207,3,185,22,210,3,315,19,337,4,501,24,529,5,584,35,624,7,443,14,464,14,251,6,271,36,143,15,194,68,28,6,102,146,3258,173,3577,0,374,12,386,9,872,32,913,5,390,23,418,9,357,34,400,6,605,42,653,12,945,50,1007,11,1100,73,1184,16,907,41,964,25,460,18,503,61,262,23,346,92,50,14,156,246,6322,362,6930
