POA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
POA6061,5,10,69,143,33,14,3,0,0,279,1342,1331,1161,2318,771,599,329,228,46,8123,0,0,0,11,3,0,0,0,0,17,0,0,12,60,23,31,12,9,3,142,0,0,5,5,8,3,0,0,0,27,0,0,0,10,3,0,0,0,0,15,0,0,0,5,3,3,3,0,0,12,6,11,22,131,25,30,11,3,0,230,0,0,4,13,11,12,16,13,0,63,0,10,4,7,0,5,7,0,3,36,0,4,19,142,95,104,90,69,20,543,0,0,3,8,4,0,0,0,0,10,0,0,0,16,0,0,0,0,0,25,0,0,7,21,10,10,23,6,0,75,0,3,0,5,4,8,15,21,5,74,0,4,4,60,8,3,0,0,0,89,18,67,196,754,51,37,28,13,7,1169,0,4,8,28,9,5,4,0,0,56,3,16,25,94,25,14,6,0,0,181,6,31,47,113,71,31,0,0,0,298
POA6062,0,0,8,23,0,0,0,0,0,44,849,1349,1421,2269,929,791,531,290,88,8520,0,0,0,5,3,0,3,0,0,15,0,0,10,24,11,8,3,3,0,61,3,0,0,3,4,5,3,0,0,22,0,0,0,3,0,7,4,3,0,16,0,0,0,0,7,3,0,0,0,13,3,23,49,168,57,37,15,11,7,359,0,0,0,16,5,12,10,6,0,51,0,3,3,4,0,0,6,3,0,20,3,16,19,127,156,132,137,109,26,722,0,0,0,0,0,3,0,0,0,8,0,0,0,12,3,0,0,0,0,16,0,0,3,11,3,5,26,11,5,74,0,7,0,3,9,4,25,30,8,86,0,0,18,46,6,10,7,3,0,96,7,30,67,261,72,63,73,40,9,632,0,3,5,27,10,3,3,0,0,50,0,3,10,33,10,5,5,0,0,69,0,5,4,14,13,6,0,0,0,44
POA6063,3,7,36,62,14,7,7,0,0,129,488,854,715,962,374,342,126,34,8,3899,0,0,0,10,0,0,0,0,0,13,0,0,0,21,7,12,3,0,0,45,0,0,3,12,7,7,5,0,0,27,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,15,33,20,11,3,0,0,84,0,0,0,15,5,9,6,0,0,37,0,4,0,4,4,0,0,0,0,13,0,6,18,44,59,58,55,6,6,260,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,6,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,3,0,0,0,19,3,24,36,144,61,26,37,13,0,342,0,0,0,3,3,3,3,0,0,13,0,0,15,14,6,3,0,0,0,42,0,4,10,49,18,14,0,0,0,95
POA6064,0,20,67,137,17,6,4,0,0,249,941,1656,1501,2164,855,680,351,183,39,8374,0,0,3,10,0,0,3,0,0,20,0,0,11,23,10,16,7,0,0,74,0,0,3,18,12,6,5,0,0,56,0,0,0,10,3,4,0,0,0,17,0,0,0,4,0,4,0,0,0,12,0,4,12,30,11,9,9,0,0,71,0,0,4,15,11,15,13,10,0,66,3,12,3,7,0,9,4,6,0,46,0,6,22,112,156,142,133,73,20,669,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,11,0,0,0,6,9,3,22,6,0,43,0,0,0,0,5,3,8,11,5,33,0,5,3,17,5,5,0,0,0,39,3,20,28,96,38,36,45,22,6,288,0,3,13,15,5,0,0,0,0,40,0,8,13,25,14,4,4,0,0,63,3,14,25,46,40,6,3,0,0,140
POA6065,0,3,13,60,14,15,3,3,0,109,2430,3690,2609,4862,1616,1075,627,308,96,17324,0,0,3,13,0,0,0,0,0,13,0,0,3,34,19,5,3,0,0,67,0,0,6,16,11,8,0,0,0,38,0,7,12,11,3,6,3,0,0,41,0,0,3,3,0,3,3,3,0,17,3,10,19,131,19,10,6,0,0,206,0,0,0,22,9,6,9,14,0,65,3,15,7,24,4,7,3,0,0,62,25,239,332,847,708,461,434,215,63,3308,0,0,3,4,4,0,0,3,0,18,0,0,4,12,7,6,3,3,0,35,0,3,4,19,19,6,31,6,3,97,0,0,0,0,6,7,8,3,0,23,0,3,3,37,14,7,0,0,0,70,5,51,64,446,114,47,44,7,6,789,3,10,14,17,13,8,0,0,0,57,0,6,13,35,20,9,0,0,0,83,0,0,7,22,19,10,0,0,0,61
POA6066,4,5,32,79,16,9,0,0,0,148,528,1104,1170,1248,702,537,193,86,15,5589,0,0,0,6,0,3,0,0,0,5,0,0,3,6,14,4,0,0,0,29,0,0,3,6,3,10,0,0,0,16,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,7,10,37,11,4,4,0,7,79,0,0,3,3,4,4,4,7,0,28,0,0,3,0,0,0,0,0,0,3,0,3,21,52,127,123,81,39,14,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,10,0,0,4,5,9,5,3,0,0,28,0,0,0,3,3,0,4,3,0,18,0,0,3,12,3,6,0,0,0,30,0,3,7,59,33,31,25,8,0,172,0,8,4,4,0,3,0,0,0,27,0,10,8,26,6,3,3,3,0,52,0,7,9,39,17,7,0,0,0,82
POA6067,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,0,0,6,0,0,0,0,0,8,1704,2741,1642,3395,1058,608,337,164,56,11696,0,4,0,8,0,0,0,0,0,13,0,0,0,16,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,10,0,4,3,7,3,0,3,3,0,31,0,0,0,13,0,0,0,0,0,12,0,3,3,21,3,0,3,0,0,32,0,0,0,0,0,3,7,6,0,18,0,12,0,6,0,3,0,3,0,25,10,101,142,417,385,221,213,112,20,1624,0,0,0,4,0,0,0,0,0,10,0,0,0,5,3,0,0,0,0,12,0,0,4,14,5,10,11,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,6,30,54,431,42,31,17,9,3,614,0,5,3,14,0,3,0,0,0,25,0,0,3,15,3,3,0,0,0,26,0,0,8,22,0,3,0,0,0,46
POA6070,0,0,0,0,0,0,0,0,0,0,93,257,182,212,155,137,100,22,11,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,29,68,53,64,25,3,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6071,0,0,0,0,0,0,0,0,0,0,71,219,186,226,170,142,102,35,12,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,25,49,55,54,22,4,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6072,0,0,0,0,0,0,0,0,0,0,19,39,47,60,44,40,29,6,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,11,12,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6073,0,0,0,0,0,0,0,0,0,0,58,156,157,213,154,129,86,44,22,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,29,38,45,30,9,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6074,0,0,0,0,0,0,0,0,0,0,22,53,66,79,44,36,32,12,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,10,25,9,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6076,0,0,0,0,0,0,0,0,0,0,479,1324,1234,1433,925,745,647,253,64,7102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,3,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,3,0,3,3,0,13,0,0,0,0,0,4,3,0,0,7,0,50,66,136,281,260,313,222,58,1384,0,0,0,0,4,0,0,0,0,6,0,0,0,9,3,0,0,0,0,11,0,0,4,11,12,5,30,8,3,78,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,15,15,15,15,13,3,72,0,3,4,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6077,0,0,0,0,0,0,0,0,0,0,20,79,91,89,67,78,47,18,3,494,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,15,17,9,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6078,0,0,0,0,0,0,0,0,0,0,20,52,67,68,43,36,26,3,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,12,20,13,3,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,0,0,0,0,0,0,114,356,298,364,247,196,118,33,16,1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,34,67,69,50,28,4,266,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,3,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6082,0,0,0,0,0,0,0,0,0,0,105,219,184,281,142,156,84,30,9,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,38,33,29,12,3,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6083,0,0,0,0,0,0,0,0,0,0,76,208,190,234,223,188,102,44,7,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,41,42,39,13,4,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6084,0,0,0,0,0,0,0,0,0,0,222,525,414,640,395,280,183,61,5,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,40,64,118,97,72,29,7,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,0,8,0,0,0,0,0,0,14,316,366,551,1266,425,416,203,66,30,3644,0,3,10,31,3,0,0,0,0,47,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,0,0,16,0,0,0,3,3,0,0,0,0,7,0,4,48,73,20,8,7,0,0,161,0,0,0,0,0,0,4,3,0,15,0,3,0,3,0,0,0,0,0,5,0,11,15,138,103,88,76,18,13,466,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,21,0,0,3,11,0,0,4,5,0,23,0,0,0,0,0,0,0,0,0,6,0,0,12,24,3,3,0,3,0,46,11,30,46,210,22,9,12,5,4,346,0,8,16,31,5,3,0,0,0,71,0,3,7,42,0,3,0,0,0,55,0,0,0,12,0,0,0,0,0,14
POA6101,0,0,18,35,4,0,0,0,0,61,467,536,672,1428,484,433,230,88,41,4366,0,0,0,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,18,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,5,71,97,16,9,4,0,3,197,0,0,0,0,0,0,3,4,0,5,0,0,0,6,0,0,0,0,0,9,0,14,22,161,117,69,58,33,9,486,0,0,0,3,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,15,0,0,0,8,6,4,8,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,7,25,3,3,0,0,0,41,3,4,32,166,16,13,12,13,3,264,3,4,17,38,8,0,0,0,0,73,0,0,0,27,0,0,0,0,0,38,0,0,3,9,8,0,0,0,0,23
POA6102,0,0,22,26,8,0,0,0,0,57,290,298,510,715,241,205,121,119,95,2597,0,0,12,18,0,3,0,0,0,36,0,0,0,0,3,0,0,0,0,3,0,0,3,11,0,0,3,0,0,22,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,3,191,130,23,10,3,0,3,368,0,0,0,0,0,0,0,0,5,11,0,3,0,10,0,0,0,0,0,9,0,3,16,45,53,36,52,44,28,276,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,0,0,0,9,0,0,5,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,48,36,5,3,0,0,0,89,4,8,131,234,14,4,11,3,3,417,7,11,67,75,11,3,4,0,0,180,0,0,3,40,0,5,5,0,0,55,3,3,0,9,5,6,0,3,0,33
POA6103,0,0,22,35,8,0,0,0,0,59,271,270,364,809,264,238,117,62,23,2425,0,0,0,13,0,0,0,0,0,14,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,48,99,18,17,10,0,3,191,0,0,0,3,3,0,0,0,0,11,0,0,0,3,0,3,0,0,0,5,0,0,12,63,56,42,38,18,3,230,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,7,0,0,0,3,0,3,6,7,0,27,0,0,0,0,0,0,0,3,0,5,0,0,11,27,0,3,4,4,0,43,5,8,50,134,9,8,3,5,0,224,0,4,3,23,0,0,0,0,0,33,0,0,3,33,3,0,0,0,0,42,0,0,0,3,3,0,0,0,0,10
POA6104,0,3,26,41,4,0,0,0,0,68,429,535,530,1095,433,360,247,141,46,3810,0,0,3,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,26,62,14,9,3,0,0,124,0,0,0,0,0,0,0,3,0,8,0,3,0,3,3,0,0,0,0,7,0,6,12,72,86,71,60,47,11,363,0,0,0,4,0,3,0,0,0,11,0,0,4,8,3,0,0,0,0,13,0,4,0,4,3,8,9,3,0,32,0,0,0,0,0,0,3,0,0,3,0,0,4,17,3,0,0,0,0,28,3,13,33,120,26,18,16,6,3,240,0,3,3,17,5,3,4,0,0,36,0,0,9,13,3,3,0,0,0,24,0,0,3,4,0,3,0,0,0,17
POA6105,0,8,40,102,10,0,0,0,0,158,441,571,521,975,408,354,212,123,37,3646,3,8,3,46,5,0,0,0,0,73,0,0,0,7,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,3,0,10,36,84,38,10,0,0,0,186,0,0,0,4,0,4,3,3,3,16,0,0,0,7,0,0,3,0,0,15,0,3,10,56,88,55,48,38,14,314,0,0,0,4,0,0,0,0,0,7,0,0,0,5,0,3,0,0,0,11,0,0,0,6,0,0,12,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,3,27,3,0,0,0,0,33,3,13,44,153,17,13,9,13,8,280,0,3,3,23,7,4,0,0,0,41,0,3,5,9,0,0,0,0,0,21,0,0,4,8,3,0,0,0,0,12
