POA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
POA6070,23,0,0,0,23,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,110,10,0,0,117,8,0,8,127,9,0,136,22,0,0,0,27,0,0,0,28,0,0,28,30,3,0,0,34,0,0,0,32,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,58,0,0,0,60,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,59,0,0,0,64,0,0,61,12,0,0,0,12,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,0,74,3,0,3,79,0,0,80,30,0,0,0,30,0,0,0,31,0,0,31,36,3,4,0,39,0,0,0,46,0,0,41
POA6071,16,0,0,0,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,78,9,3,0,90,3,0,3,98,3,0,102,24,3,0,0,29,0,0,0,30,0,0,27,27,5,0,0,34,0,0,0,34,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,5,0,0,56,0,0,0,61,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,51,5,0,0,57,0,0,0,63,3,0,63,10,0,0,0,10,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,65,5,0,0,71,3,0,3,71,3,0,76,29,4,4,0,36,0,0,0,36,3,0,35,48,0,0,0,46,3,0,3,46,0,0,50
POA6072,10,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,0,0,30,0,0,31,4,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,12,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,9,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,18,0,0,0,18,0,0,18,10,0,0,0,10,0,0,0,6,0,0,6,4,0,0,0,9,0,0,0,9,0,0,7
POA6073,19,0,0,0,19,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,67,9,0,0,72,3,0,3,75,3,0,77,12,3,0,0,14,0,0,0,17,0,0,17,22,3,0,0,31,0,0,0,31,0,0,31,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,42,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,42,0,0,0,43,0,0,43,12,0,0,0,12,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0,58,0,0,0,56,0,0,61,13,4,0,0,12,0,0,0,12,0,0,12,31,6,0,0,32,0,0,0,32,0,0,32
POA6074,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,27,0,0,0,27,0,0,27,6,0,0,0,6,0,0,0,6,0,0,8,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,20,0,0,0,20,0,0,18,8,0,0,0,8,0,0,0,8,0,0,12,7,3,0,0,12,0,0,0,12,0,0,12
POA6076,107,3,0,5,108,16,0,125,0,0,0,0,0,0,0,0,0,0,0,3,502,61,9,3,580,11,0,17,591,37,0,627,86,14,3,0,104,0,0,0,107,9,0,110,165,19,3,0,183,3,0,3,186,5,0,196,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,4,0,0,4,256,29,5,0,290,3,0,3,294,10,0,307,5,0,0,0,5,0,0,0,5,0,0,8,5,0,0,0,11,0,0,0,10,0,0,8,16,0,0,0,13,0,0,0,13,3,0,17,267,29,5,0,306,8,0,8,315,17,0,326,65,8,3,0,69,3,0,3,74,12,0,87,0,0,0,0,0,0,0,0,0,0,0,0,332,41,4,0,376,6,0,9,384,22,0,409,151,17,4,3,173,3,0,0,181,8,0,190,228,35,8,0,274,10,0,10,279,6,3,287
POA6077,13,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,42,0,0,0,46,0,0,46,8,0,0,0,10,0,0,0,10,0,0,10,5,0,0,0,6,0,0,0,6,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,16,0,0,0,16,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,16,0,0,0,16,3,0,21,6,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,28,0,0,0,28,3,0,25,23,3,0,0,23,0,0,0,23,0,0,23,15,10,0,0,24,0,0,0,22,0,0,22
POA6078,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,22,0,0,0,22,0,0,25,5,0,0,0,5,0,0,0,7,0,0,7,11,3,0,0,8,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,3,0,3,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,3,0,3,17,0,0,17,3,0,0,0,4,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,22,3,0,3,20,3,0,27,4,0,0,0,4,0,0,0,6,0,0,6,6,3,0,0,12,0,0,0,14,0,0,14
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,39,0,0,0,39,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,137,13,9,8,161,3,0,0,167,5,0,169,17,0,4,0,23,0,0,0,26,0,0,26,32,8,0,0,33,0,0,0,34,0,0,34,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,8,4,3,61,3,0,3,67,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8,4,3,61,4,0,4,66,0,0,65,20,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,65,8,3,3,84,4,0,4,88,0,0,89,33,4,4,0,43,0,0,0,43,0,0,44,49,8,0,0,56,3,0,3,63,0,0,59
POA6082,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,82,3,4,0,96,4,0,4,102,3,0,104,8,0,0,0,13,0,0,0,13,0,0,17,19,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3,0,31,0,0,0,31,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,28,3,3,0,34,0,0,0,34,3,0,39,9,0,0,0,13,3,0,3,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,51,3,0,3,50,3,0,56,22,0,0,0,24,0,0,0,24,3,0,24,41,4,0,0,45,0,0,0,44,0,0,44
POA6083,24,0,0,0,24,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,88,13,4,4,106,0,0,0,106,7,0,116,14,0,0,0,12,0,0,0,12,0,0,18,25,3,0,0,31,0,0,0,31,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,0,47,0,0,0,47,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6,0,0,48,0,0,0,48,3,0,50,12,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,0,58,0,0,0,58,3,0,66,27,3,0,0,30,0,0,0,30,0,0,30,46,3,0,0,48,0,0,0,52,0,0,51
POA6084,51,3,0,3,55,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,188,23,17,7,233,8,0,14,242,6,4,250,44,7,3,0,56,0,0,0,56,4,0,60,57,10,0,0,69,0,0,0,69,0,0,71,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,104,18,3,3,127,0,0,0,127,6,0,135,5,0,0,0,5,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,109,18,3,3,136,0,0,0,138,6,0,143,22,0,3,0,28,0,0,0,28,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,137,18,7,3,163,0,0,0,160,10,0,167,62,8,0,0,78,0,0,0,78,3,0,82,76,16,5,0,102,3,0,3,102,0,0,105
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,45,0,0,0,47,7,0,53,0,0,0,0,0,0,0,0,0,0,0,0,160,26,3,0,187,10,0,12,198,11,0,212,27,6,0,0,33,0,0,0,34,3,0,38,32,8,0,0,43,0,0,0,43,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,10,0,0,74,0,0,0,77,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,3,6,0,0,6,63,10,0,0,75,3,0,4,83,3,0,84,21,3,0,0,23,0,0,0,25,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,83,16,0,0,99,3,0,6,106,9,0,110,39,4,0,0,50,0,0,0,50,5,0,55,40,9,0,0,51,3,3,8,53,0,0,55
POA6101,43,6,0,6,46,13,0,62,0,0,0,0,0,0,0,0,0,0,0,0,184,26,0,0,210,16,0,19,229,19,0,247,35,9,0,0,44,3,0,3,47,0,0,48,54,0,0,0,58,0,0,0,57,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,11,3,0,102,6,0,6,108,7,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,7,0,0,7,94,12,3,0,105,3,0,3,114,7,0,115,15,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,110,16,3,0,123,3,0,3,132,7,0,134,67,8,0,0,70,6,0,6,74,3,0,79,72,4,0,0,84,3,0,4,84,5,0,87
POA6102,14,3,0,3,16,12,0,29,0,0,0,0,0,0,0,0,0,0,0,0,85,23,3,0,115,6,0,6,115,20,0,136,23,3,0,0,19,0,0,0,19,0,0,24,16,6,0,0,23,0,0,5,23,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,0,0,45,0,0,5,48,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,3,0,0,0,0,3,0,3,3,3,0,0,3,40,11,0,0,51,0,3,6,55,3,0,59,5,0,0,0,5,0,0,0,7,9,3,18,0,0,0,0,0,0,0,0,0,0,0,0,44,11,0,0,57,3,3,6,64,13,3,73,37,0,0,0,38,0,0,0,39,0,0,39,21,12,0,0,34,3,0,3,39,0,0,41
POA6103,20,0,0,0,22,14,0,39,0,0,0,0,0,0,0,0,0,0,0,0,84,13,0,0,96,0,0,4,98,18,0,115,17,0,0,0,16,0,0,0,16,3,0,20,19,4,0,0,21,0,0,0,22,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,35,0,0,0,38,3,0,41,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,6,0,3,6,0,0,6,33,4,0,0,36,3,0,3,44,3,0,44,14,5,0,0,20,0,0,0,16,13,0,30,0,0,0,0,0,0,0,0,0,0,0,0,46,9,3,0,56,3,3,3,65,10,0,78,32,4,3,0,39,0,3,3,38,3,0,43,18,4,0,0,18,3,0,3,25,0,0,22
POA6104,66,4,0,4,67,16,0,86,3,0,0,0,3,0,0,0,3,0,0,3,189,25,8,4,225,4,0,4,228,16,4,246,20,0,0,0,27,4,0,4,32,5,0,33,39,9,0,0,50,0,0,0,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,7,0,0,81,5,0,5,82,5,0,83,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,8,7,0,0,0,11,0,0,0,11,0,0,13,73,13,0,0,88,5,0,5,91,5,0,101,13,3,0,3,23,5,0,5,29,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,89,11,0,3,113,11,0,11,121,7,0,128,45,9,0,0,55,5,0,5,54,5,0,58,42,8,0,0,53,0,0,0,57,3,0,57
POA6105,86,7,3,8,93,24,0,118,0,0,0,0,0,0,0,0,0,0,4,4,213,41,3,3,257,13,3,15,276,31,4,313,43,5,0,0,49,5,0,5,52,3,0,58,46,3,0,0,45,5,0,5,51,7,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7,0,0,101,8,0,8,110,6,0,117,14,0,0,0,15,3,0,3,14,0,0,14,0,4,0,0,4,0,0,0,4,0,0,6,12,7,0,0,18,3,0,3,22,0,0,24,105,12,0,0,121,10,0,10,126,4,0,133,25,9,0,0,31,0,3,9,41,8,0,53,0,0,0,0,0,0,0,0,0,0,3,3,127,20,0,0,153,15,3,16,169,18,3,186,58,7,0,0,64,3,0,3,66,13,0,78,48,8,0,0,58,0,0,0,62,3,0,58
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,226,18,3,20,245,70,4,316,0,0,0,0,0,0,0,0,0,3,3,9,665,135,15,24,836,39,8,52,891,103,4,995,105,18,0,0,126,13,0,13,135,3,0,136,130,30,4,0,166,10,0,10,177,12,0,185,0,3,0,0,4,0,0,0,4,3,0,4,0,0,0,5,6,0,0,0,6,0,3,8,242,51,4,5,301,20,0,20,317,20,3,338,9,0,0,0,15,0,0,4,18,0,0,18,15,0,0,0,16,3,0,6,14,0,0,19,27,0,0,0,26,3,3,10,36,0,0,31,266,52,4,5,323,23,3,25,352,16,3,369,81,19,3,3,108,7,5,15,120,35,4,150,0,0,0,0,0,0,0,0,0,0,8,5,342,74,7,5,433,29,8,40,471,50,11,529,174,32,3,0,206,7,3,12,217,15,0,229,190,43,0,0,231,17,0,17,246,14,0,259
POA6108,156,15,0,15,170,57,0,229,0,0,0,0,3,0,0,0,3,0,3,4,430,66,5,5,511,40,0,38,550,81,3,635,90,10,0,0,101,8,0,8,108,12,0,116,98,25,4,7,126,5,0,5,130,9,0,141,0,3,0,0,7,0,0,0,7,0,0,7,0,0,0,3,4,0,0,0,4,0,0,4,190,30,8,9,239,14,0,14,249,20,0,275,0,0,0,0,0,3,0,3,3,3,0,5,10,0,0,0,12,0,0,4,12,0,0,12,14,0,0,0,10,5,0,6,18,3,0,19,204,36,8,9,249,16,0,17,270,24,0,293,71,12,3,0,82,17,0,17,99,23,0,126,0,0,0,0,0,0,0,0,0,0,0,0,271,43,8,9,331,36,0,33,368,49,0,415,128,12,0,3,143,10,0,10,152,9,0,164,129,27,0,3,164,7,0,7,166,13,0,184
POA6109,88,9,0,10,99,35,0,130,0,0,0,0,0,0,0,0,0,0,0,0,188,36,4,3,230,9,3,9,243,39,0,281,33,4,0,0,37,0,0,0,37,0,0,43,26,4,0,0,33,0,0,0,33,6,0,38,6,0,3,0,8,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,69,12,4,0,83,0,0,0,83,9,0,94,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,13,0,0,0,13,0,0,13,77,13,4,0,94,0,0,0,94,9,0,102,39,14,0,5,59,3,0,3,61,13,0,72,0,0,0,0,0,0,0,0,0,0,0,0,117,20,4,4,150,3,0,3,149,25,0,174,37,8,0,0,47,0,0,0,44,0,0,50,62,6,3,0,72,0,0,0,70,6,0,76
POA6110,297,14,6,15,313,61,0,375,0,0,0,0,3,0,0,0,3,0,0,4,826,116,14,21,981,48,8,49,1031,96,5,1129,152,16,0,0,174,6,0,7,183,16,0,200,183,27,0,5,217,5,0,5,224,8,0,233,3,3,0,0,10,0,0,0,13,0,0,13,0,0,0,4,3,0,3,3,11,0,0,9,348,43,3,9,403,16,3,18,427,23,3,454,3,0,0,0,8,3,0,3,7,0,0,7,6,0,0,0,6,0,0,0,12,0,0,12,11,0,0,0,10,7,0,7,15,0,0,15,355,43,7,9,420,26,3,28,447,23,3,471,130,20,3,0,156,6,3,5,160,37,0,195,0,0,0,0,3,0,0,0,3,0,0,6,491,66,12,8,572,31,7,31,610,62,5,675,195,27,9,7,230,12,0,15,244,16,0,261,225,31,6,4,261,14,0,14,279,10,0,287
