POA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
POA6072,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,52,25,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,4,37,12,5,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
POA6073,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,126,5,6,0,3,0,0,3,0,7,146,150,3,4,0,0,3,0,0,0,3,164,16,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,163,3,3,0,0,3,0,0,0,3,176,85,3,0,0,0,0,0,0,0,5,93,10,0,0,0,0,0,0,0,0,3,10,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0
POA6074,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,53,52,0,0,0,0,0,0,0,0,0,51,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,61,17,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
POA6076,0,3,0,0,0,3,140,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,122,5,12,0,0,3,0,0,0,5,144,0,0,0,0,0,0,0,0,0,0,0,1058,57,39,3,9,5,0,0,0,26,1196,1050,20,15,4,0,3,0,3,3,10,1114,143,3,0,0,0,3,0,0,0,4,149,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,155,3,0,0,0,3,0,0,0,4,165,3,0,0,0,0,0,0,0,0,0,3,1205,25,15,4,0,5,0,3,3,11,1281,625,20,3,0,0,0,0,0,0,11,661,101,3,4,0,0,0,0,0,0,4,113,17,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,118,3,4,0,0,0,0,0,0,6,132,10,0,0,0,0,0
POA6077,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,102,4,3,0,0,0,0,0,0,0,112,57,0,0,0,0,0,0,0,0,0,60,11,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,79,26,0,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
POA6078,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,0,0,0,0,0,3,83,32,3,0,0,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,42,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
POA6079,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,235,4,3,0,3,0,0,0,0,3,249,157,3,4,0,0,0,0,0,0,3,168,20,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,174,3,4,0,0,0,0,0,0,3,190,52,3,0,0,0,0,0,0,0,0,60,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
POA6082,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,134,8,6,0,0,0,0,0,0,3,149,104,0,0,0,0,0,0,0,0,4,107,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,4,125,42,0,0,0,0,0,0,0,0,0,42,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
POA6083,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,161,10,3,3,0,0,0,0,0,6,184,107,0,0,0,0,0,0,0,0,9,116,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,9,132,40,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6084,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,331,36,20,3,0,0,0,0,0,10,397,232,8,6,3,0,3,0,3,0,5,267,18,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,252,12,6,4,0,3,0,3,0,5,294,67,4,0,0,0,3,0,0,0,0,74,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,0,3,0,4,0,159,14,4,7,0,3,3,3,0,5,4,45,3,0,0,0,0,0,0,0,0,0,3,129,25,22,0,3,6,5,0,6,7,210,0,0,0,0,0,0,0,0,0,0,0,465,44,43,4,7,9,6,3,9,14,606,251,12,6,0,0,0,0,0,0,3,268,103,3,0,0,0,0,0,0,0,3,116,11,0,7,0,0,0,3,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,113,3,10,0,0,0,3,0,0,4,139,0,0,0,0,0,0,0,0,0,0,0,367,9,12,3,0,0,3,0,0,10,407,98,0,0,0,0,0,0,0,0,3,103,77,0,0,0,0,0,0,0,0,0,85,28,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,120,3,0,0,0,0,0
POA6101,0,0,3,0,3,3,147,16,6,5,4,0,0,0,4,3,6,44,0,0,0,0,0,0,0,0,0,0,0,128,16,20,4,3,0,3,5,4,6,184,0,0,0,0,0,0,0,0,0,4,3,423,30,30,3,4,0,3,8,5,15,525,246,7,0,0,0,0,0,0,0,3,266,108,4,3,0,4,0,0,3,0,7,129,17,3,3,0,3,0,0,0,3,4,35,0,0,0,0,0,0,0,0,0,0,0,125,4,7,0,5,0,0,7,3,14,165,0,0,0,0,0,0,0,0,0,0,0,373,14,7,0,6,0,0,8,3,16,428,125,0,0,0,0,0,0,0,0,13,142,57,0,0,0,0,0,0,0,0,3,59,14,0,3,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,76,0,3,0,0,0,0,0,0,12,90,0,0,0,0,0,0
POA6102,0,0,0,0,0,5,168,27,12,13,3,8,3,0,3,3,5,77,0,0,0,0,0,0,0,0,0,0,0,152,23,27,3,5,3,0,4,3,16,243,0,0,0,0,0,0,0,0,0,3,4,303,38,33,3,8,3,3,4,3,21,420,219,4,6,0,0,0,0,0,0,9,237,96,5,0,3,0,0,0,0,0,0,107,26,3,5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,122,6,9,3,0,0,0,0,0,0,148,4,0,0,0,0,0,0,0,0,5,13,347,14,16,3,0,0,3,0,0,16,396,163,5,0,0,0,0,0,0,0,25,196,75,4,4,0,0,0,0,0,0,8,90,27,0,0,0,0,0,0,0,0,8,33,0,0,0,0,0,0,0,0,0,0,0,106,3,4,0,0,0,0,0,0,13,125,3,0,0,0,0,0
POA6103,3,3,0,0,0,3,129,23,0,8,0,0,4,0,3,4,6,43,0,0,0,0,0,0,0,0,0,0,0,128,7,15,3,3,7,0,3,3,11,179,0,0,0,0,0,0,0,0,0,0,0,306,17,33,7,3,10,3,3,3,13,392,162,3,3,4,0,3,0,0,0,0,172,52,0,3,0,0,0,0,0,0,3,65,19,4,3,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,73,4,6,0,0,0,0,0,0,5,94,0,0,0,0,0,0,0,0,0,0,0,231,7,7,4,0,3,0,0,0,14,271,84,0,0,0,0,0,0,0,0,4,91,58,0,0,0,0,0,0,0,0,0,58,11,0,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,67,0,0,3,0,0,0,0,0,3,75,0,0,0,0,0,0
POA6104,3,3,3,0,0,3,189,22,3,17,0,3,0,0,0,3,3,51,0,0,0,0,0,0,0,0,0,0,0,164,23,27,0,6,6,6,3,3,5,243,0,0,0,0,0,0,0,0,0,3,3,510,37,51,10,13,7,6,3,5,17,663,273,6,4,0,0,0,0,0,0,4,298,88,3,0,0,0,0,0,0,3,0,101,20,0,9,0,0,0,3,0,0,3,37,3,0,0,0,0,0,0,0,0,0,3,105,5,5,3,0,0,3,0,3,4,137,0,0,0,0,0,0,0,0,0,4,7,385,14,10,0,3,0,3,0,3,9,435,157,3,3,0,0,0,0,0,0,11,170,53,0,0,0,0,0,0,0,0,0,55,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0
POA6105,3,0,0,0,0,3,171,17,8,11,0,0,6,0,3,4,5,55,0,0,0,0,0,0,0,0,0,0,0,155,24,24,4,4,4,0,3,4,12,231,0,0,0,0,0,0,0,0,0,3,3,432,39,46,8,13,5,4,6,4,15,581,251,4,3,0,0,0,0,0,0,4,263,137,3,5,0,0,3,0,0,0,8,158,17,0,3,0,3,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,158,4,8,0,3,3,0,0,5,8,188,3,0,0,0,0,0,0,0,0,0,3,409,8,9,0,0,3,0,0,5,16,455,223,3,3,0,0,0,0,0,0,4,231,113,3,0,0,0,0,0,0,0,4,126,26,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,142,3,0,0,0,0,0,0,0,3,153,0,0,0,0,0,0
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,17,14,7,8,10,7,679,92,24,39,8,12,8,22,20,35,37,298,3,0,0,0,0,0,0,0,0,0,9,520,107,137,25,28,23,23,25,42,49,982,0,0,0,0,0,0,0,0,0,3,3,1203,142,168,32,38,31,24,25,45,64,1777,660,20,13,0,3,3,3,0,5,11,713,333,24,8,3,0,3,0,7,0,5,386,84,10,18,3,3,7,3,4,10,5,153,0,0,0,0,0,0,0,0,0,0,5,421,34,29,11,3,12,7,9,14,14,545,0,0,0,0,0,0,0,0,0,0,3,1079,51,45,11,7,10,7,9,15,27,1261,398,4,0,0,0,0,0,0,0,16,430,167,8,3,0,0,0,0,0,0,3,181,67,3,11,3,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,3,234,6,16,3,0,0,0,0,0,10,272,0,0,0,0,0,0
POA6108,3,6,4,0,0,7,394,83,4,16,3,4,12,9,8,3,10,145,3,0,0,0,0,0,0,0,0,0,8,381,31,53,11,6,15,13,9,4,12,546,0,0,0,0,0,0,0,0,0,0,0,1176,57,97,14,18,19,19,6,5,22,1438,746,11,13,4,4,0,0,0,0,15,793,200,3,13,0,3,3,0,0,0,7,230,65,3,9,3,0,0,0,3,0,9,95,0,0,0,0,0,0,0,0,0,0,0,268,4,19,3,4,3,0,3,0,14,328,0,0,0,0,0,0,0,0,0,0,0,1015,22,34,13,7,3,3,3,0,30,1124,364,7,4,0,3,0,0,0,0,7,391,91,0,0,0,0,0,0,0,0,3,100,31,0,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,131,0,4,3,0,0,0,0,0,4,137,3,0,0,0,0,0
POA6109,0,8,0,0,0,3,146,21,0,17,4,5,4,7,10,6,5,68,0,0,0,0,0,0,0,0,0,0,3,106,19,41,7,5,13,8,10,4,10,214,0,0,0,0,0,0,0,0,0,0,3,414,33,46,10,6,13,7,11,4,20,566,294,3,3,3,0,0,0,0,0,3,311,79,0,6,0,3,0,0,0,0,8,92,22,4,3,0,0,0,0,0,9,3,39,0,0,0,0,0,0,0,0,0,0,0,94,4,8,0,3,0,0,0,9,9,128,0,0,0,0,0,0,0,0,0,0,0,391,8,12,3,4,0,0,0,9,15,437,212,4,0,0,0,0,0,0,0,10,225,63,0,0,0,0,0,0,0,0,0,66,17,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,78,0,3,0,0,0,0,0,0,3,84,0,0,0,0,0,0
POA6110,10,11,4,4,6,4,411,49,13,39,4,10,7,7,9,7,14,157,8,0,0,0,0,0,0,0,0,0,8,309,58,99,13,21,19,11,9,12,24,568,4,0,0,0,0,0,0,0,0,0,4,1400,129,158,17,27,31,15,10,12,49,1844,965,17,14,8,3,0,0,0,0,19,1026,168,4,6,3,4,3,3,0,8,5,207,35,3,16,4,4,0,0,8,3,3,79,4,0,0,0,0,0,0,0,0,0,4,206,4,25,6,8,3,7,7,11,16,287,4,0,0,0,0,0,0,0,0,0,7,1173,27,36,15,7,3,7,7,11,35,1320,597,9,3,9,0,7,5,0,0,30,648,90,3,3,0,0,3,0,0,0,7,112,33,3,5,0,0,0,0,0,3,3,51,0,0,0,0,0,0,0,0,0,0,0,127,5,16,0,0,4,0,0,3,14,166,7,0,0,0,0,0
POA6111,0,0,0,0,0,3,172,3,0,12,0,3,3,0,0,0,3,29,0,0,3,0,0,0,0,0,0,0,0,139,17,21,3,3,3,0,0,3,8,199,0,0,0,0,0,0,0,0,0,0,3,1117,68,58,12,15,5,7,0,3,20,1296,890,20,8,0,0,3,3,0,0,13,944,112,7,0,0,0,0,0,0,0,3,118,12,0,8,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,124,5,8,3,0,0,0,0,0,3,137,0,0,0,0,0,0,0,0,0,0,0,1009,28,15,3,0,3,4,0,0,13,1085,373,8,7,4,0,0,0,0,0,6,396,74,0,0,0,0,0,0,0,0,0,77,13,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,4,90,0,4,0,0,0,0,0,0,4,98,0,0,0,0,0,0
POA6112,13,11,6,6,3,16,464,30,11,26,9,12,6,6,10,19,32,163,0,0,0,0,0,0,0,0,0,0,3,304,64,106,16,28,15,15,19,20,46,633,3,0,0,0,0,0,0,0,0,0,3,1773,167,206,33,39,26,29,28,30,67,2405,1159,20,19,4,3,6,5,4,0,39,1271,204,10,15,4,4,3,3,0,3,9,250,24,4,3,4,6,5,0,3,7,5,70,0,0,0,0,0,0,0,0,0,0,4,225,15,19,12,9,12,3,3,5,13,325,3,0,0,0,0,0,0,0,0,0,4,1386,41,39,20,11,16,8,6,9,57,1593,700,18,4,0,0,0,0,0,0,18,745,114,0,3,0,0,0,0,3,0,3,123,22,4,5,0,5,0,3,0,4,4,52,4,0,0,0,0,0,0,0,0,0,5,137,10,14,0,7,0,3,3,4,6,178,8,0,0,0,0,0
POA6121,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,127,4,0,0,0,0,0,0,0,4,131,84,0,0,0,0,0,0,0,0,0,83,27,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,112,28,0,0,0,0,0,0,0,0,0,28,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
