POA_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
POA6072,0,0,0,0,0,0,0,0,24,3,0,0,27,0,0,0,31,0,0,27,41,10,3,0,55,0,0,0,55,0,0,53,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,4,8,0,0,0,8,0,0,8,78,8,3,4,97,0,0,0,94,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,8,3,4,98,0,0,0,98,3,0,100,26,3,3,0,37,4,0,4,40,0,0,40,0,0,0,0,0,0,0,0,0,0,3,3,111,15,6,4,131,4,0,6,131,3,3,136
POA6073,9,0,0,0,9,4,0,9,61,4,0,0,70,3,0,3,75,9,0,79,167,25,0,0,194,0,0,0,199,0,0,202,15,3,0,0,19,4,0,4,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,242,38,0,0,285,8,0,8,296,6,0,304,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,12,0,0,12,7,0,0,0,12,0,0,0,12,0,0,12,251,34,0,0,294,8,0,8,300,6,0,313,110,4,0,7,118,7,0,7,125,4,0,128,0,0,0,3,3,0,0,0,3,0,3,3,362,38,5,11,414,13,0,13,431,11,3,446
POA6074,6,0,0,0,6,0,0,6,32,4,0,0,38,3,0,3,42,3,0,39,61,16,0,0,75,0,0,0,75,0,0,75,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,98,16,0,0,114,3,0,3,118,3,0,117,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,6,0,0,6,7,0,3,0,5,0,0,0,10,0,0,10,105,16,3,0,118,3,0,3,125,3,0,126,37,3,0,0,39,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,136,21,4,0,163,3,0,3,161,3,0,163
POA6076,95,4,0,4,97,14,0,113,663,107,24,7,796,17,3,26,817,42,0,862,1491,188,29,10,1716,23,3,22,1741,38,3,1784,84,9,12,0,104,5,0,5,110,0,0,108,8,3,0,14,29,3,0,3,33,7,0,34,2243,306,69,27,2647,48,6,52,2703,92,3,2792,46,0,0,0,50,11,0,11,55,6,0,66,74,0,5,9,87,9,0,15,97,5,0,98,118,4,3,9,132,21,0,21,157,10,0,162,2360,314,73,31,2779,65,10,73,2858,98,3,2957,731,57,21,3,806,28,4,34,842,81,0,924,3,0,0,0,3,0,0,0,3,3,5,13,3096,365,96,34,3590,92,9,103,3700,183,10,3887
POA6077,11,0,0,0,11,0,0,11,64,3,0,3,68,0,0,0,68,0,0,67,89,16,4,0,108,0,0,0,115,3,0,119,3,0,3,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,149,23,7,4,185,0,0,0,189,9,0,191,6,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,158,23,7,4,188,0,0,0,193,9,0,201,38,0,0,3,45,4,0,4,44,10,0,54,0,0,0,0,0,0,0,0,0,0,0,0,194,29,7,4,233,4,0,4,238,16,0,256
POA6078,5,0,0,0,5,0,0,7,23,0,0,0,23,3,0,3,23,0,0,27,69,8,0,4,85,3,0,3,89,4,0,90,3,4,4,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,92,17,4,4,109,6,0,6,118,4,0,121,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,10,0,0,0,11,0,0,11,13,0,0,0,13,0,0,0,10,0,0,10,96,17,4,4,120,7,0,7,131,4,0,134,25,5,0,0,26,3,0,3,26,8,0,38,4,0,0,0,4,0,0,0,4,0,0,3,124,20,4,4,152,13,0,13,161,11,0,175
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,15,0,0,0,18,3,0,21,148,17,8,0,176,4,0,4,182,4,0,183,334,28,11,7,382,8,0,9,390,5,0,403,14,3,3,0,23,0,0,0,23,0,0,23,0,0,0,4,5,0,0,0,5,0,0,5,496,51,21,11,588,14,0,15,604,12,0,618,5,0,0,0,5,0,0,0,9,0,0,9,16,0,0,0,16,0,0,0,16,0,0,16,23,0,0,0,23,0,0,0,25,0,0,25,517,51,21,11,606,12,0,13,622,12,0,636,206,12,11,12,239,0,0,0,243,18,0,254,0,0,0,0,0,0,0,0,0,0,3,3,725,65,37,21,851,16,0,13,867,28,3,902
POA6082,7,0,0,0,11,0,0,11,69,12,5,7,97,3,0,3,99,7,0,104,215,12,0,0,236,5,0,5,236,5,0,245,13,0,3,0,15,0,0,0,15,0,0,15,0,0,0,3,6,0,0,0,9,3,0,6,309,27,9,7,350,8,0,8,359,9,0,370,3,0,0,0,8,0,0,0,9,0,0,9,12,0,0,0,14,3,0,3,13,0,0,13,14,3,0,0,17,4,0,4,21,0,0,21,324,27,9,7,366,17,0,17,386,9,0,393,148,19,14,4,185,11,0,18,198,5,0,203,3,0,0,3,7,0,0,0,7,0,0,7,474,48,18,15,559,30,0,26,587,17,0,608
POA6083,21,0,0,0,17,0,0,21,93,16,3,0,119,0,0,0,119,4,3,128,228,33,3,0,268,4,0,4,271,8,0,284,14,0,3,0,13,0,0,0,13,0,0,13,0,0,0,8,8,0,0,0,8,0,0,8,339,52,12,12,408,4,0,4,416,18,3,433,6,0,0,0,6,0,0,0,6,3,0,5,8,0,0,0,8,0,0,0,8,0,0,8,15,0,0,0,15,0,0,0,15,3,0,18,354,52,12,12,424,4,0,4,427,16,3,446,104,15,9,8,134,0,0,0,134,0,3,136,0,0,0,0,0,0,0,0,0,0,4,4,454,63,21,17,558,4,0,4,558,20,4,588
POA6084,22,0,0,0,22,0,0,22,310,40,5,5,361,11,0,11,372,14,4,387,462,67,32,3,564,3,0,3,571,8,0,575,29,9,6,0,50,0,0,0,50,0,0,50,0,4,0,10,14,0,0,0,14,0,0,14,802,124,43,18,984,22,0,22,1008,21,3,1032,22,3,0,0,28,4,0,4,31,0,0,36,16,0,0,0,14,8,3,13,28,0,0,28,36,4,0,0,45,10,3,20,57,0,0,63,839,127,43,18,1031,29,3,35,1066,21,3,1090,295,35,34,8,377,11,3,18,391,14,0,406,0,0,0,0,0,0,0,0,0,0,0,4,1140,161,76,30,1403,47,8,54,1459,40,9,1504
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4
POA6100,37,0,0,0,38,7,0,44,281,37,4,0,318,19,0,16,338,32,0,367,466,86,9,4,558,17,4,22,580,18,0,600,61,11,14,0,89,3,0,3,94,3,0,92,4,0,0,0,5,0,0,0,5,0,0,6,813,131,19,6,973,41,8,43,1020,49,0,1072,13,0,0,0,13,8,0,8,19,0,0,19,25,5,0,0,28,3,0,7,37,3,0,37,34,5,0,0,44,13,3,15,56,3,0,55,853,138,19,6,1015,46,11,54,1076,52,0,1129,401,81,13,4,493,16,0,18,514,55,0,570,0,0,0,0,0,0,0,0,0,0,0,3,1249,221,31,12,1511,67,8,72,1589,108,4,1702
POA6101,33,3,0,7,34,9,0,43,347,51,3,0,402,22,0,23,427,21,0,450,761,83,7,4,850,31,5,34,882,20,0,903,77,10,10,0,102,0,0,0,101,4,0,105,3,0,0,0,7,0,0,0,4,0,0,4,1177,149,21,6,1358,53,6,58,1413,47,0,1464,13,9,0,3,26,10,0,10,31,0,0,31,38,8,0,0,45,7,0,11,56,0,0,53,50,12,0,3,67,20,0,16,86,0,0,86,1228,160,21,13,1425,71,9,76,1502,51,0,1553,410,53,0,9,472,47,0,49,523,56,0,578,7,4,0,0,14,0,0,0,14,0,3,14,1648,219,21,22,1906,120,8,125,2035,103,4,2141
POA6102,17,4,0,4,22,5,0,31,219,28,6,0,252,8,0,8,254,11,0,269,273,74,3,0,345,20,3,17,365,14,0,381,22,3,3,4,38,0,0,0,38,0,0,38,0,0,0,0,4,0,0,0,4,0,0,6,515,106,13,8,640,26,3,28,661,27,0,690,11,0,0,0,12,12,0,13,28,0,0,25,21,13,3,0,37,0,5,5,45,4,0,49,28,15,3,0,47,12,11,17,68,3,0,69,545,121,17,8,685,39,8,44,734,29,0,765,238,50,19,4,312,24,3,26,342,106,9,461,0,0,0,0,0,0,0,0,0,0,3,4,786,174,29,11,1002,64,11,72,1081,133,15,1230
POA6103,20,4,0,4,25,6,0,22,173,21,8,0,204,4,3,7,204,16,0,221,298,57,3,4,351,9,0,9,365,11,0,383,40,3,9,0,59,0,0,0,56,0,0,56,4,0,0,0,4,0,0,0,4,0,0,5,520,76,17,5,613,16,3,17,637,32,0,669,17,0,0,0,19,11,0,11,29,0,0,32,8,3,0,0,11,5,3,10,21,0,0,21,29,5,0,0,31,18,3,21,51,0,0,49,543,78,17,5,645,31,3,36,687,35,0,722,229,45,10,11,292,19,9,28,322,84,0,408,6,0,0,4,6,0,0,0,6,0,0,6,778,126,28,17,949,55,10,69,1017,114,0,1132
POA6104,32,0,0,0,36,7,0,40,306,35,6,0,350,17,4,17,365,35,0,403,500,61,15,0,583,6,0,12,589,12,0,602,41,3,12,0,61,0,0,0,61,4,0,60,3,0,0,9,10,0,0,0,11,0,0,11,856,103,28,9,996,25,5,34,1029,49,0,1079,19,4,0,3,21,0,3,7,29,3,0,30,47,3,0,0,53,0,0,0,52,0,5,58,63,11,0,5,79,3,3,7,80,7,5,92,920,108,28,12,1075,27,7,34,1113,52,5,1172,430,58,20,28,528,35,7,35,561,92,8,664,7,0,0,0,7,0,0,0,7,0,3,12,1356,171,50,38,1612,58,10,72,1683,146,16,1846
POA6105,36,5,0,5,39,9,0,44,366,61,3,3,430,16,0,16,446,41,3,490,507,79,6,0,595,23,0,23,617,20,0,633,40,0,5,0,47,0,0,0,47,0,0,48,5,0,0,6,12,0,0,0,12,0,0,15,916,141,12,10,1081,38,0,41,1126,59,3,1192,42,8,0,0,45,7,0,7,52,3,0,57,47,14,3,0,71,14,0,14,79,3,0,88,89,20,3,0,112,22,0,22,131,7,0,145,1008,166,13,10,1197,55,0,61,1260,71,3,1329,508,116,7,4,639,69,17,84,726,169,3,898,5,0,0,0,3,0,6,6,11,0,8,16,1518,276,22,18,1841,126,20,148,1991,243,12,2245
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,145,8,0,9,155,35,0,185,1241,233,7,4,1483,68,16,84,1563,89,0,1657,1817,344,34,12,2213,59,11,73,2283,100,0,2380,159,30,22,4,213,11,0,15,226,8,0,233,24,8,0,32,62,0,0,0,62,10,3,77,3247,612,60,51,3975,142,23,164,4139,207,3,4349,106,7,5,0,122,41,11,51,175,10,0,185,152,42,10,8,213,38,8,42,263,18,0,281,263,54,15,8,334,76,18,99,435,33,0,466,3506,660,80,61,4309,222,39,265,4574,239,3,4812,1691,386,37,74,2192,127,21,146,2340,499,19,2855,19,0,0,0,23,0,0,0,23,8,19,44,5219,1050,114,140,6520,346,65,412,6933,744,44,7715
POA6108,99,10,0,10,109,20,0,124,674,78,18,4,772,47,6,51,827,61,0,884,1073,182,17,14,1291,56,0,56,1352,75,0,1426,75,12,16,4,101,0,0,0,101,3,0,110,15,6,0,20,38,0,0,0,38,0,0,38,1841,281,48,44,2207,102,6,110,2319,141,0,2458,51,7,0,3,65,11,3,14,80,13,0,88,90,10,0,0,99,12,4,18,121,0,0,121,140,20,0,3,162,25,6,31,193,13,0,209,1978,300,48,42,2370,128,12,142,2512,151,0,2667,970,164,16,33,1183,133,5,136,1327,282,0,1605,3,0,0,5,3,0,0,0,3,5,17,28,2953,463,61,81,3566,264,19,279,3847,440,17,4297
POA6109,36,3,0,3,40,11,0,53,250,29,5,0,289,4,3,4,293,32,0,325,376,83,6,4,472,12,5,12,482,24,0,505,40,3,6,0,54,0,0,3,56,0,0,56,12,3,0,4,24,0,0,0,24,7,0,26,684,119,17,7,833,17,5,18,853,62,0,919,53,8,0,0,60,4,0,4,63,0,3,69,40,17,0,0,54,8,0,8,59,0,0,65,89,17,0,0,117,7,0,10,125,0,3,125,779,141,22,7,947,19,7,27,973,65,3,1045,611,124,12,25,776,61,4,66,839,192,3,1036,0,0,0,0,5,0,0,0,5,4,9,13,1389,264,34,33,1730,83,16,92,1822,257,14,2095
POA6110,149,9,0,10,157,19,0,174,1277,183,24,21,1504,73,11,84,1588,112,4,1703,2032,258,30,30,2351,75,4,82,2431,66,0,2503,147,14,26,0,187,11,0,11,193,4,0,199,23,5,3,34,62,0,5,5,72,6,10,84,3484,453,80,85,4104,159,20,185,4283,192,12,4486,85,17,0,5,112,22,0,22,138,8,0,144,160,16,12,0,191,21,4,27,216,11,0,224,249,40,10,5,305,43,4,44,352,22,0,368,3735,488,97,93,4413,208,25,228,4641,206,12,4860,1928,327,53,40,2348,145,27,168,2520,393,4,2919,6,0,0,5,12,5,0,5,12,3,12,33,5671,821,145,133,6773,350,53,399,7175,604,33,7813
POA6111,69,0,0,0,71,6,0,84,611,101,17,7,731,16,3,22,748,37,3,792,1107,134,11,12,1259,45,3,44,1308,35,3,1339,58,8,9,0,80,0,0,0,81,5,0,90,13,4,0,17,34,7,0,7,39,0,0,39,1786,248,33,39,2106,63,3,67,2179,80,5,2263,35,0,0,0,40,6,0,6,46,5,0,56,73,23,3,0,97,12,0,15,106,8,0,116,104,24,3,0,135,19,0,23,155,10,0,163,1894,273,41,39,2242,83,6,93,2328,91,5,2428,882,111,19,27,1046,70,4,71,1118,161,3,1279,6,3,0,0,14,0,0,0,14,4,11,24,2786,390,61,68,3296,151,14,165,3465,255,15,3732
POA6112,156,6,0,10,164,16,0,176,1764,255,27,9,2057,105,25,125,2186,116,3,2302,2967,367,48,22,3406,111,23,133,3536,109,0,3651,302,43,28,0,372,11,0,18,386,14,0,402,32,3,0,37,74,0,0,0,74,3,5,78,5057,672,109,69,5912,224,48,270,6186,239,9,6433,181,12,0,0,193,47,3,47,241,6,0,245,280,18,0,0,304,33,0,36,339,20,0,357,465,34,0,3,501,74,4,79,583,22,0,606,5521,705,114,74,6410,297,52,349,6763,263,9,7034,2820,384,103,70,3370,212,23,236,3607,395,11,4018,6,0,0,14,21,0,0,0,21,3,26,52,8344,1087,216,158,9804,508,76,586,10391,667,42,11100
POA6121,14,0,0,0,14,0,0,17,144,11,4,0,155,6,0,6,160,3,0,164,223,16,10,0,251,5,0,5,257,4,3,261,3,0,3,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,374,24,11,5,419,8,0,8,428,4,3,439,11,0,0,0,11,0,0,0,11,0,0,11,10,3,0,0,9,3,0,3,15,0,0,15,17,3,0,0,23,3,0,3,21,0,0,21,391,30,11,7,443,11,0,11,453,4,3,460,121,19,4,0,140,3,0,3,145,13,0,153,0,0,0,4,4,0,0,0,4,0,0,4,516,45,16,10,587,18,0,18,604,13,3,617
POA6122,35,0,0,0,33,3,0,40,590,60,10,4,669,33,0,33,698,48,0,752,1161,128,21,23,1333,35,5,42,1373,30,0,1401,101,9,5,0,118,5,0,5,129,3,0,132,6,0,0,10,16,0,0,0,16,4,0,22,1862,196,41,36,2137,75,5,81,2220,88,0,2304,65,3,0,0,64,11,0,13,74,3,0,83,56,6,4,3,76,7,0,7,82,3,0,84,119,14,4,3,143,13,0,15,159,9,0,166,1985,207,48,38,2277,93,3,96,2374,93,0,2473,1013,120,37,22,1198,58,0,58,1253,82,0,1342,12,0,0,3,11,0,0,0,11,0,6,17,3002,330,84,66,3483,153,3,152,3643,184,10,3830
POA6123,0,0,0,0,0,0,0,0,31,6,3,0,39,0,0,0,39,0,0,42,83,17,3,0,108,10,0,10,113,3,0,112,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,5,5,0,0,0,5,0,0,5,124,20,4,5,151,10,0,10,163,0,0,164,0,3,0,0,3,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,3,0,0,3,6,3,0,0,13,0,0,0,13,0,0,13,134,27,4,5,162,10,0,10,176,0,0,176,92,10,4,10,108,4,0,4,116,0,0,111,0,0,0,0,0,0,0,0,0,0,3,3,217,33,7,13,272,14,0,14,285,3,3,290
POA6124,3,0,0,0,4,0,0,7,29,3,0,0,35,3,0,3,41,4,0,42,55,12,0,0,63,3,0,3,67,0,0,67,4,0,0,0,6,3,0,3,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,89,19,3,0,109,6,0,6,121,4,0,122,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,93,19,3,0,115,6,0,6,121,9,0,129,52,3,9,0,67,4,0,4,70,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,152,18,10,0,177,14,0,14,193,9,0,203
POA6125,6,0,0,0,6,0,0,6,81,3,0,0,90,5,0,5,93,0,0,90,188,32,9,0,220,4,0,4,227,4,0,232,0,0,3,0,8,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,270,36,7,0,319,11,0,11,328,3,0,332,4,0,0,0,4,0,0,0,4,0,0,4,18,0,0,0,18,0,0,0,18,0,0,18,18,0,0,0,18,0,0,0,19,0,0,19,289,36,7,0,338,11,0,11,344,3,0,348,120,13,14,5,150,14,0,10,161,23,0,180,0,0,0,0,0,0,0,0,0,0,7,7,411,45,20,4,487,20,0,18,507,27,11,541
POA6126,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,6,0,0,0,6,0,0,0,6,0,0,6,0,3,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,20,3,0,0,25,0,0,0,26,0,0,26,9,0,0,0,9,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,33,0,0,0,38,0,0,38
POA6147,47,3,0,3,51,7,0,66,327,69,9,3,406,16,4,19,431,21,0,451,598,122,8,0,727,28,5,31,761,37,3,794,48,4,6,0,65,0,0,0,65,5,0,69,7,6,0,11,26,0,0,0,26,0,0,26,980,211,23,16,1224,39,11,52,1279,63,3,1348,40,13,0,0,53,7,0,7,60,0,0,67,62,11,0,0,72,9,3,8,78,4,0,83,97,26,0,0,124,13,3,20,147,4,0,146,1076,230,24,16,1350,57,14,68,1420,71,3,1493,627,135,21,17,794,53,17,78,866,148,0,1017,9,0,0,11,14,0,0,0,14,0,3,19,1711,367,44,43,2159,111,35,148,2309,219,4,2530
POA6148,119,11,6,17,133,11,0,145,587,117,14,3,722,55,14,67,792,67,0,858,1056,151,14,9,1230,31,4,33,1267,45,0,1311,59,14,15,0,78,0,0,0,78,4,0,88,6,3,0,9,20,3,0,3,18,0,0,18,1714,281,44,25,2053,85,14,103,2160,115,0,2276,39,10,0,0,53,20,0,20,71,8,0,79,99,21,4,5,132,12,5,15,147,3,0,149,141,32,4,5,180,26,5,36,213,11,0,227,1850,306,49,29,2236,115,23,136,2374,133,0,2502,730,107,26,7,871,40,7,46,919,113,0,1029,8,3,0,0,10,0,0,0,10,0,6,11,2583,420,71,37,3114,151,27,184,3299,244,6,3547
POA6149,144,9,3,11,156,21,4,182,734,86,4,0,829,29,8,43,874,37,0,916,1278,141,20,14,1449,52,3,57,1509,38,3,1545,76,8,14,0,91,0,0,0,92,8,0,99,12,3,0,11,18,3,0,3,24,0,0,24,2098,240,38,27,2397,85,15,106,2500,83,3,2589,34,3,0,0,42,5,0,5,46,0,0,46,47,9,3,0,65,4,0,4,67,3,0,72,82,13,7,0,106,14,0,14,115,3,0,120,2178,253,42,27,2505,96,15,115,2619,88,3,2710,616,70,21,5,710,46,0,46,754,63,0,818,0,0,0,3,3,0,0,0,3,0,7,9,2795,320,66,34,3219,139,15,160,3372,148,10,3527
POA6150,113,4,6,9,125,11,0,139,440,61,12,3,512,12,7,22,528,29,0,557,821,92,16,3,927,17,4,16,943,24,0,972,28,3,6,0,33,0,0,0,33,0,0,33,3,0,0,3,10,0,0,0,10,3,0,8,1281,152,33,10,1483,25,11,42,1521,50,0,1572,15,6,0,0,24,0,0,0,19,0,0,19,62,5,5,0,74,3,3,8,76,0,0,79,80,11,5,0,95,3,3,5,98,0,0,103,1361,163,41,10,1573,30,13,47,1616,52,0,1678,412,45,18,4,472,21,3,24,498,50,0,553,4,0,0,0,4,0,0,0,4,0,0,3,1778,203,53,13,2052,52,16,69,2120,109,4,2232
POA6151,72,7,0,8,82,14,0,94,485,45,0,0,535,25,8,35,572,41,0,612,838,98,4,0,936,21,0,21,959,22,3,987,45,10,0,0,56,0,0,0,56,9,0,61,6,0,0,7,17,0,0,0,17,0,0,17,1377,147,12,12,1544,43,8,60,1603,70,3,1679,21,0,0,0,21,9,0,9,26,4,0,29,30,3,0,0,34,8,3,13,45,0,0,45,47,3,0,0,53,15,3,20,65,4,0,74,1423,153,12,12,1595,61,13,74,1671,75,3,1747,542,59,9,3,611,14,8,17,634,47,3,683,6,0,0,0,6,0,0,0,6,0,0,5,1966,215,21,12,2211,75,24,95,2305,121,5,2435
