POA_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA6158,27,51,80,446,560,1001,0,0,0,30,46,83,0,0,0,867,1112,1978,0,9,9,10,17,28,18,15,35,3,0,3,10,13,23,0,0,0,8,14,21,7,11,24,59,60,121,0,0,3,4,0,3,71,118,185,43,58,98,0,0,3,1586,2029,3620,11,12,23,11,5,13,8,6,12,0,0,0,0,0,4,18,27,48,25,26,53,1481,1323,2803,22,14,34,12,12,20,1511,1350,2855,365,356,721,3539,3834,7376
POA6159,16,21,39,250,295,543,0,0,0,9,13,20,0,0,0,289,329,621,3,4,3,15,19,34,0,6,6,0,0,0,3,12,15,3,0,3,6,11,15,9,8,14,22,28,52,0,0,0,3,0,3,27,42,74,10,25,42,0,0,0,653,799,1450,3,3,5,3,4,4,3,9,14,0,0,0,0,0,0,4,3,3,4,3,3,688,645,1327,12,5,17,10,11,20,708,661,1364,232,214,452,1622,1715,3340
POA6160,55,100,158,354,417,774,0,0,0,19,28,51,0,3,3,761,874,1633,6,9,16,18,27,48,7,9,17,0,0,0,8,11,21,0,0,0,9,13,20,12,13,24,50,48,95,0,0,0,0,0,6,40,62,103,40,55,96,4,3,6,1339,1574,2912,28,23,53,18,22,43,6,16,31,0,0,0,0,3,4,10,18,29,17,19,35,1892,1813,3706,35,21,56,25,18,35,1945,1849,3800,605,585,1187,4018,4190,8211
POA6161,0,3,4,3,7,10,0,0,0,0,0,0,0,0,0,18,7,24,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,39,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28,64,0,0,0,0,0,0,41,28,64,124,107,226,184,149,334
POA6162,81,98,174,483,571,1053,0,0,0,31,39,71,0,0,0,1292,1571,2860,10,8,15,45,57,104,6,19,29,0,0,3,17,20,40,0,0,0,17,12,33,20,19,40,62,65,121,4,7,17,0,4,5,69,76,143,72,89,168,5,7,8,2145,2554,4695,7,14,16,35,25,54,19,20,35,0,3,3,11,7,12,23,29,55,35,38,74,2349,2371,4723,34,23,59,16,22,41,2402,2422,4822,597,558,1150,5309,5717,11023
POA6163,376,519,895,2522,3115,5637,0,0,0,318,397,716,19,21,38,7175,7812,14985,30,46,79,266,286,544,77,108,187,42,41,81,41,55,95,10,3,9,119,129,248,178,241,418,359,434,794,29,35,69,20,31,52,339,538,870,597,706,1298,33,31,59,12170,14021,26188,213,207,422,301,305,610,24,28,51,3,3,6,53,43,88,97,123,222,149,168,319,8511,7815,16320,101,77,176,51,88,139,8658,7978,16640,2622,2621,5240,24520,25833,50359
POA6164,504,662,1166,3021,3649,6673,0,0,0,458,517,970,17,19,37,7330,7847,15175,45,58,102,263,275,534,63,84,150,33,39,72,61,70,129,22,43,69,181,189,372,483,518,1003,474,478,950,17,34,52,43,49,94,403,612,1014,954,1051,2010,31,48,76,13910,15576,29486,589,539,1133,354,341,701,11,13,31,6,7,7,152,108,262,121,144,265,277,259,535,10237,9067,19305,86,53,140,44,55,94,10363,9181,19542,2407,2215,4623,28431,28780,57214
POA6165,0,0,0,13,6,19,0,0,0,0,0,0,0,0,0,7,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,31,0,0,0,0,0,0,18,9,27,5,6,10,41,35,84
POA6166,20,55,79,546,615,1162,0,0,0,52,50,104,3,3,9,1985,2103,4088,0,0,4,58,83,142,3,5,5,0,0,0,12,10,23,0,3,3,25,33,59,34,45,73,75,85,165,9,3,7,0,0,0,74,78,149,94,118,212,3,7,6,2975,3239,6217,13,10,17,18,24,40,0,4,4,0,0,0,10,0,12,14,21,41,24,23,45,1255,1080,2340,3,3,4,3,9,18,1269,1095,2362,389,356,740,4708,4797,9509
POA6167,134,214,343,1628,1882,3513,0,0,0,206,197,402,0,0,3,2460,2499,4958,31,29,59,94,88,184,109,152,261,53,52,108,28,36,64,10,7,14,93,84,176,141,196,339,194,220,410,50,61,112,46,49,99,165,221,388,453,512,965,18,21,41,5791,6308,12100,227,195,423,139,122,263,6,4,5,0,0,3,138,102,242,56,70,128,197,173,371,4753,4300,9052,40,45,84,18,36,55,4809,4378,9189,2402,1351,3754,13704,12743,26444
POA6168,129,199,335,2027,2425,4448,0,0,0,131,187,323,0,0,0,2196,2371,4566,34,46,76,94,98,197,67,96,165,34,36,73,48,63,114,0,0,0,71,72,142,66,95,164,296,298,594,44,49,88,17,24,41,220,346,565,317,372,686,19,16,40,5687,6594,12289,62,52,116,92,64,157,4,7,11,0,0,0,23,13,35,51,91,143,69,106,173,4282,3704,7980,44,31,81,21,38,54,4349,3770,8116,1582,1252,2829,11984,12047,24027
POA6169,139,249,388,3086,3395,6479,0,0,0,286,312,595,0,3,3,2909,3192,6102,59,91,154,84,90,171,86,108,191,90,89,178,85,95,174,3,0,4,92,104,197,151,178,329,399,389,789,58,73,130,21,33,57,331,470,799,568,573,1140,25,22,47,8334,9220,17552,50,57,99,71,65,134,3,15,23,0,0,3,17,10,23,62,106,170,76,115,198,6717,6002,12715,63,55,115,35,41,73,6812,6098,12909,1773,1595,3374,17268,17405,34667
POA6170,69,106,177,592,724,1313,0,0,0,98,86,185,0,0,0,1188,1296,2479,11,11,19,40,46,84,50,48,99,19,29,47,11,15,27,7,5,13,80,91,170,126,136,265,79,90,173,8,11,17,23,23,49,83,98,179,316,352,665,24,20,43,2751,3083,5825,280,269,550,113,128,242,7,3,11,0,0,0,139,116,254,24,37,54,158,149,310,2167,1866,4033,23,19,44,9,7,20,2199,1899,4095,653,531,1177,6224,6169,12393
POA6171,93,156,252,2174,2538,4718,0,0,0,229,257,487,0,0,0,2555,2896,5447,40,47,82,47,52,96,110,142,253,77,100,176,61,76,135,18,20,38,94,114,205,184,210,391,337,351,682,28,35,58,36,35,76,307,414,719,633,734,1367,25,36,65,6958,8055,15012,145,123,271,103,111,220,6,3,13,5,5,6,62,55,115,30,44,72,94,101,193,6245,5934,12178,70,51,119,15,32,49,6330,6019,12347,1770,1587,3351,15495,16151,31653
POA6172,46,83,133,1170,1379,2546,0,0,0,74,100,177,0,0,0,1121,1255,2377,18,30,45,46,54,98,48,62,112,30,29,59,63,62,127,0,3,6,51,49,107,83,76,165,115,137,254,15,16,30,6,15,25,117,143,257,284,279,561,5,4,13,3252,3694,6950,27,23,52,35,28,65,0,4,6,3,0,3,7,4,13,21,26,48,28,34,64,2604,2459,5065,18,21,36,5,18,26,2632,2495,5132,730,653,1388,6757,7022,13777
POA6173,28,63,93,1148,1280,2427,0,0,0,90,114,200,0,0,0,1022,1063,2087,8,13,18,9,29,35,35,39,70,13,23,40,21,25,46,0,0,0,28,36,64,32,38,72,119,105,222,11,11,19,3,7,15,123,130,256,215,189,406,8,10,18,2886,3104,5987,12,9,20,22,21,45,3,0,4,0,0,0,0,0,0,13,14,28,13,14,28,2566,2313,4871,19,10,26,11,9,18,2589,2326,4916,536,441,977,6092,5983,12073
POA6174,9,20,23,272,294,567,0,0,0,19,28,47,0,0,0,341,399,737,0,0,4,4,6,11,9,7,10,7,3,7,11,7,10,0,0,0,7,7,12,17,11,36,34,25,57,0,3,4,0,3,3,39,44,76,83,111,196,4,4,5,842,949,1791,6,8,10,6,10,12,0,0,0,0,0,0,0,0,0,3,8,12,3,8,12,795,708,1504,6,0,11,9,6,13,810,720,1524,212,198,410,1880,1904,3785
POA6175,6,9,17,347,373,718,0,0,0,52,45,100,0,0,0,294,329,624,6,5,8,4,5,10,13,19,28,12,9,16,6,3,7,0,0,0,4,10,13,12,13,20,32,41,69,3,3,5,0,0,3,23,45,68,70,76,142,4,5,13,879,970,1854,3,0,0,3,3,5,0,0,0,0,0,0,0,0,0,4,9,12,4,9,12,773,678,1449,11,6,16,4,6,9,786,698,1481,195,185,377,1876,1875,3752
POA6176,4,4,9,121,144,265,0,0,0,9,7,18,0,0,0,100,96,196,0,0,0,3,5,9,3,0,3,9,8,13,4,11,12,0,0,0,0,5,8,10,16,21,12,5,14,0,0,4,0,3,0,25,20,47,22,25,46,0,3,3,309,350,661,5,6,11,3,4,7,0,0,0,0,0,0,3,3,4,3,10,14,6,8,13,256,246,502,3,0,3,0,0,0,260,249,508,83,75,166,680,696,1371
POA6180,23,45,64,412,510,921,0,0,0,87,89,177,0,0,0,459,508,961,10,6,18,3,5,13,18,22,38,21,25,45,9,21,32,0,0,0,14,18,33,45,48,88,45,38,80,14,6,16,0,4,6,39,60,99,122,132,254,8,8,13,1310,1485,2788,16,12,36,9,6,15,0,0,0,0,0,0,0,4,5,7,14,21,5,19,21,1036,958,1987,12,7,21,0,3,3,1045,967,2013,261,214,472,2671,2738,5408
POA6181,0,0,0,65,59,122,0,0,0,4,3,10,0,0,0,29,45,72,4,0,3,0,0,0,0,3,4,0,7,9,0,4,4,0,0,0,3,0,3,0,0,0,6,3,8,0,0,0,0,0,5,7,3,10,9,8,16,0,0,0,132,132,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,77,156,0,0,0,0,0,0,83,77,156,29,26,58,250,237,485
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,7
POA6207,5,4,7,108,118,227,0,0,0,8,11,18,3,3,5,94,82,173,3,0,3,0,0,0,0,3,5,3,3,6,0,0,0,0,0,0,5,3,7,3,0,4,11,14,27,0,0,0,0,0,0,9,16,31,22,18,37,0,0,0,266,280,543,4,3,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,198,166,366,0,0,0,3,0,3,204,169,370,66,48,108,545,499,1047
POA6208,34,51,86,1239,1405,2646,0,0,0,90,123,218,4,3,4,1011,1152,2166,5,12,16,11,10,17,63,84,156,11,13,29,16,25,41,3,0,3,40,39,80,31,29,60,116,110,225,5,9,19,4,12,19,162,218,383,142,169,313,0,5,5,2959,3433,6391,7,0,7,14,11,23,3,3,7,7,0,3,0,3,7,11,26,33,18,28,41,2096,1854,3949,19,13,35,11,21,30,2121,1889,4016,677,590,1266,5830,6006,11838
POA6209,8,9,19,246,231,476,0,0,0,14,29,37,0,0,0,180,190,373,0,3,3,6,0,7,13,12,23,0,3,0,3,10,6,0,0,0,6,18,28,3,0,5,20,17,34,3,0,5,3,7,8,25,29,52,17,23,36,0,0,0,537,574,1105,3,4,4,0,0,0,3,3,3,0,0,0,0,0,0,3,3,4,3,3,4,361,266,627,0,3,3,4,5,11,364,277,641,104,74,180,1011,942,1954
POA6210,301,499,801,6730,8235,14963,0,0,0,641,723,1365,4,3,4,5792,6736,12525,63,98,160,91,113,202,202,302,501,147,145,289,129,184,309,12,11,21,148,198,342,282,354,633,820,897,1718,80,118,198,31,64,95,780,1150,1927,1013,1237,2257,34,53,82,16997,20606,37598,172,166,335,116,138,248,14,22,36,4,5,11,68,58,126,84,163,247,158,228,383,11729,10479,22208,134,83,214,42,99,138,11904,10657,22566,3268,3066,6339,32932,35379,68316
POA6211,24,53,77,784,785,1572,0,0,0,58,37,96,0,0,0,690,734,1426,10,14,24,13,6,20,33,37,66,13,10,32,11,18,28,0,0,0,20,19,31,13,13,33,76,61,132,3,0,5,0,8,13,80,102,185,111,107,211,0,3,5,1918,1959,3885,3,9,9,7,4,11,3,0,9,0,0,0,0,0,0,13,17,25,8,17,30,1250,1131,2383,10,5,15,4,10,18,1261,1151,2415,356,306,660,3585,3500,7088
POA6213,3,3,8,74,86,155,0,0,0,7,7,10,0,0,0,52,52,99,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,0,10,3,3,4,5,4,12,0,0,0,0,0,0,3,6,12,16,11,27,0,0,0,170,170,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,118,243,0,3,7,0,0,0,131,116,244,69,48,124,378,343,717
POA6214,0,0,0,68,64,132,0,0,0,3,5,6,0,0,0,59,60,117,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,5,4,9,0,0,0,0,0,0,13,16,31,9,7,18,0,0,0,166,159,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,103,235,3,5,5,0,0,0,134,106,239,36,15,51,332,284,613
POA6215,10,20,34,362,416,777,0,0,0,19,29,46,0,0,0,524,534,1059,0,3,3,0,0,7,6,7,11,8,7,15,5,3,10,0,0,0,5,5,12,6,11,16,40,42,84,5,4,13,7,3,7,59,71,124,42,56,94,0,0,0,1096,1194,2291,0,0,0,6,3,11,0,0,0,0,0,0,5,4,9,9,11,24,14,18,32,662,567,1223,3,3,7,3,4,5,669,570,1236,279,271,553,2071,2076,4148
POA6218,0,0,0,38,39,75,0,0,0,5,4,11,0,0,0,34,37,74,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,0,0,0,3,4,7,4,4,9,14,4,15,0,0,0,109,107,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,66,135,0,0,0,0,0,0,70,63,136,18,20,41,198,194,395
POA6220,8,15,25,408,426,828,0,0,0,32,25,53,0,0,0,764,719,1482,15,18,32,8,10,14,18,17,33,8,9,24,0,3,4,0,0,0,7,11,23,0,4,9,42,38,83,7,4,9,11,18,31,56,77,133,71,87,160,0,0,3,1452,1464,2917,0,3,3,7,3,8,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,619,543,1164,6,3,7,0,3,6,627,552,1179,269,261,537,2368,2302,4675
POA6221,0,0,0,20,30,46,0,0,0,3,5,7,0,0,0,41,36,77,0,0,0,0,0,0,0,0,0,3,3,7,3,0,5,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,0,0,0,4,9,11,12,8,22,0,0,0,96,96,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,49,111,0,0,0,0,0,0,58,48,108,63,52,117,222,205,425
POA6223,0,0,0,20,12,33,0,0,0,3,3,4,0,0,0,28,38,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,8,11,0,0,0,62,66,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,58,0,0,0,0,0,0,34,22,58,15,18,32,112,103,217
POA6224,0,3,5,113,122,236,0,0,0,3,7,12,0,0,0,153,146,299,0,3,4,0,0,4,0,4,3,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,13,6,18,0,0,0,3,0,4,7,10,18,27,21,53,0,0,0,328,324,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,154,366,3,0,3,0,3,3,214,159,379,56,52,112,605,546,1151
POA6225,22,30,54,828,917,1740,0,0,0,66,70,136,0,0,0,931,971,1900,26,33,58,3,3,8,20,26,46,8,6,14,5,13,18,4,0,3,22,18,40,10,13,22,53,50,102,18,24,45,6,6,16,175,190,360,120,122,242,3,7,5,2290,2467,4758,7,4,14,3,5,12,0,0,0,0,0,0,4,0,0,16,24,46,20,28,46,1735,1498,3236,12,4,20,9,9,18,1762,1511,3273,505,450,960,4602,4502,9105
POA6226,0,4,4,89,95,182,0,0,0,4,7,7,0,0,0,116,118,230,0,0,0,3,0,3,0,0,0,3,9,10,0,0,0,0,0,0,3,0,8,3,4,9,11,14,25,3,0,3,0,0,0,10,12,19,22,18,44,0,0,0,257,273,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,108,239,7,3,9,0,0,0,142,105,246,31,26,56,425,414,845
POA6227,0,0,3,85,92,175,0,0,0,3,3,9,0,0,0,91,91,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,3,11,20,14,30,0,0,5,0,0,3,3,9,14,24,19,40,5,8,10,235,243,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,122,117,238,0,0,0,0,0,4,126,124,242,38,38,79,398,403,800
POA6228,0,0,0,26,21,47,0,0,0,0,0,0,0,0,0,25,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,3,7,9,0,0,0,59,60,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,39,0,0,0,0,0,0,24,13,39,12,6,20,93,81,176
POA6229,0,0,0,22,28,49,0,0,0,0,0,3,0,0,0,15,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,7,10,10,10,13,0,0,0,52,58,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,53,0,0,0,0,0,0,43,10,53,17,13,27,110,85,193
POA6230,190,287,481,3369,4122,7497,0,0,0,416,404,819,0,0,0,4209,4778,8988,58,88,142,90,98,187,124,170,295,136,151,287,72,93,172,3,7,12,105,114,218,182,223,407,350,381,730,48,77,121,53,81,139,437,667,1102,677,770,1444,45,47,88,10374,12273,22646,150,114,263,139,139,272,12,19,31,3,3,9,39,34,74,62,99,163,102,144,243,7613,6926,14538,84,61,139,35,47,78,7728,7030,14755,2439,2002,4440,21129,22007,43134
POA6232,48,56,105,907,1092,1992,0,0,0,121,142,258,0,0,0,991,1097,2089,12,27,42,12,10,20,33,40,72,28,27,55,15,19,33,0,0,0,27,21,47,43,57,104,62,75,135,11,6,17,10,9,20,131,180,313,176,187,367,5,5,11,2581,2994,5578,16,18,36,41,40,81,0,0,0,0,0,0,13,10,25,9,24,30,23,35,55,2090,1903,3990,19,10,29,9,7,16,2120,1925,4040,520,471,993,5345,5537,10886
POA6233,51,79,133,1599,1828,3423,0,0,0,164,175,340,0,0,0,1803,2006,3813,25,23,50,14,22,35,65,91,156,47,52,100,20,27,47,0,0,0,39,40,73,61,73,137,169,181,353,13,13,27,36,26,62,242,294,540,304,355,661,14,28,44,4632,5234,9861,28,31,58,45,36,76,3,9,10,0,0,0,4,5,13,27,44,71,35,47,80,3572,3176,6752,35,31,63,9,10,22,3614,3219,6837,943,844,1783,9350,9495,18844
POA6236,5,3,7,191,239,433,0,0,0,17,13,27,0,0,0,298,276,572,0,0,0,5,0,4,0,0,3,4,3,6,4,3,7,0,0,0,3,5,9,12,12,20,18,23,42,0,0,0,3,6,11,37,34,72,21,30,48,0,3,6,614,655,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,319,276,590,0,0,0,0,0,0,319,277,590,100,77,178,1040,1020,2052
POA6237,6,4,5,289,307,601,0,0,0,12,14,25,0,0,0,251,263,517,0,0,0,3,4,4,4,4,8,3,11,11,10,9,17,0,0,0,5,5,11,0,0,0,24,39,65,0,5,9,4,0,9,53,55,107,34,36,69,3,0,5,687,760,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,409,376,786,5,3,11,0,0,0,415,385,804,113,109,220,1225,1258,2482
POA6239,18,19,34,391,465,856,0,0,0,22,20,43,0,0,0,419,432,846,13,16,25,4,0,3,30,43,68,3,0,3,7,8,15,0,0,0,9,10,20,12,10,20,34,42,77,6,0,10,7,11,21,88,85,174,51,72,124,0,0,0,1093,1222,2313,3,6,9,14,8,25,0,0,0,3,3,5,0,0,0,10,12,26,12,11,27,760,699,1454,8,3,12,3,3,3,769,704,1474,257,265,517,2164,2240,4408
POA6240,0,0,0,6,9,16,0,0,0,0,0,3,0,0,0,11,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,5,14,0,0,3,0,0,0,29,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,27,22,49,0,0,0,0,0,0,27,19,46,7,11,15,55,61,116
POA6243,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,10,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,4,3,0,0,0,22,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14,0,0,4,0,0,0,15,8,20,3,0,4,33,27,56
POA6244,3,10,11,167,196,357,0,0,0,9,18,28,0,0,0,124,122,242,5,4,6,0,0,0,0,7,10,0,4,4,3,7,7,0,0,0,9,8,9,0,3,0,12,11,22,0,0,3,11,11,21,28,33,66,22,24,48,0,0,0,389,437,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,3,4,11,240,202,448,0,0,0,7,3,10,247,211,454,78,76,151,721,734,1457
POA6251,0,0,3,31,32,63,0,0,0,0,3,4,0,0,0,55,43,101,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,11,6,6,19,12,5,13,0,0,0,112,94,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,7,8,57,48,108,0,0,0,0,0,0,61,48,108,26,25,53,205,177,385
POA6252,0,0,3,8,14,19,0,0,0,3,0,3,0,0,0,17,11,19,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,35,34,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,56,0,0,0,0,0,0,27,25,56,10,18,24,74,73,152
POA6253,8,6,18,54,64,114,0,0,0,6,0,6,0,0,0,37,38,78,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,10,0,0,0,3,4,8,10,6,18,3,7,8,0,0,0,121,133,251,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,4,3,6,4,3,10,124,130,249,3,0,5,0,0,4,129,131,261,28,37,72,290,320,618
POA6254,0,0,0,62,59,129,0,0,0,0,0,0,0,0,0,40,57,95,0,0,0,0,0,0,4,5,10,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,5,0,0,0,0,0,3,12,6,20,9,4,14,0,0,0,131,147,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,5,6,92,72,157,0,0,0,0,0,0,92,72,157,23,29,52,247,250,502
POA6255,19,31,53,404,458,861,0,0,0,24,21,47,0,0,0,256,317,570,14,11,25,7,12,19,8,10,16,8,4,10,10,9,21,0,0,0,3,3,8,3,7,10,40,42,77,0,0,0,4,5,10,52,75,133,40,50,91,0,6,9,879,1024,1906,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,18,20,0,18,20,764,712,1472,6,7,15,0,9,7,776,722,1496,217,224,438,1892,2022,3916
POA6256,0,0,0,46,42,92,0,0,0,0,3,5,0,0,0,16,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,17,24,4,3,9,0,0,0,90,97,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,65,148,0,0,3,0,0,0,88,64,152,23,18,42,199,180,381
POA6258,18,31,50,520,563,1083,0,0,0,64,64,128,0,0,0,613,729,1346,6,0,4,40,34,76,17,30,49,11,8,23,3,4,6,0,0,0,8,10,23,18,15,38,29,29,62,0,9,9,30,48,75,99,122,221,92,89,176,0,3,3,1554,1762,3316,5,7,8,27,9,35,0,3,4,0,0,0,0,0,0,6,12,20,6,12,20,1292,1085,2376,10,7,12,3,10,9,1306,1096,2402,349,387,735,3263,3305,6568
POA6260,3,5,13,123,115,233,0,0,0,6,3,10,0,0,0,207,187,391,0,0,0,3,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,25,0,0,0,0,0,0,21,34,55,15,7,22,4,3,5,396,362,756,0,0,0,3,4,8,0,0,0,0,0,0,3,0,3,3,5,6,3,4,11,250,220,471,0,3,3,0,0,3,253,221,471,97,74,173,758,677,1431
