POA_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,19,87,0,27,12,3,0,3,0,155,4,36,3,7,3,0,0,0,0,47,123,799,38,155,207,79,9,51,20,1482,0,4,0,3,4,5,0,0,3,22,47,84,27,83,103,31,11,12,5,404,108,103,45,296,217,74,8,32,10,893,107,89,179,497,405,171,31,76,13,1575,20,11,8,35,58,43,3,12,0,183,17,16,12,59,79,44,4,21,0,245,7,17,3,18,22,5,0,5,0,79,13,23,7,38,43,28,7,10,8,189,490,1412,329,1247,1188,493,73,245,69,5557,0,3,0,0,0,0,0,0,0,14,4,40,3,5,3,0,0,0,3,59,77,218,20,33,47,25,18,20,7,469,5,13,0,0,4,0,0,3,0,23,42,124,12,33,18,3,4,3,0,238,11,53,0,4,4,0,0,0,0,80,336,1188,131,223,299,127,87,97,31,2519,0,3,0,3,4,7,0,3,3,32
POA6070,3,46,0,3,4,0,0,0,0,53,0,8,0,0,0,0,0,0,0,11,30,142,3,25,30,9,0,3,0,242,0,0,0,0,0,0,0,0,0,0,6,22,3,5,10,7,0,3,0,51,5,12,3,20,8,3,0,0,0,55,7,11,12,29,11,7,0,0,0,66,0,0,0,3,0,3,0,0,0,11,0,8,0,6,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,0,5,11,67,310,22,89,75,28,0,10,5,608,0,0,0,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,39,29,80,0,0,11,0,0,0,0,121,3,3,0,0,3,0,0,0,0,10,12,66,0,3,5,0,0,0,0,87,4,14,0,0,0,0,0,0,0,18,75,263,21,30,35,15,4,9,7,454,0,0,0,0,0,0,0,0,0,0
POA6071,8,29,0,3,4,0,0,0,0,46,0,9,0,0,0,0,0,0,0,5,23,115,5,19,17,8,0,3,3,201,0,0,0,0,0,0,0,0,0,0,4,30,0,14,5,5,0,3,0,63,3,5,3,13,14,0,0,3,0,45,7,9,10,31,22,9,0,4,0,96,0,0,0,4,6,0,0,0,0,15,0,0,0,8,10,0,0,0,0,32,0,4,0,0,0,0,0,0,0,8,0,3,0,4,4,4,0,0,0,13,59,247,24,102,90,29,9,15,3,572,0,5,0,0,0,0,0,0,0,5,6,23,0,0,3,0,0,0,0,30,20,43,3,3,3,0,0,0,0,75,0,0,0,0,0,0,0,0,0,3,11,34,0,3,6,0,0,0,0,59,4,12,0,3,0,0,0,0,0,16,51,193,14,33,26,9,0,5,9,341,0,0,0,0,0,0,0,0,0,3
POA6072,0,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,30,0,4,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,15,0,5,3,4,4,0,0,0,0,19,3,3,9,9,9,3,0,0,0,30,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,6,12,49,10,22,23,7,0,3,5,136,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,9,4,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,5,35,0,6,0,0,0,3,0,58,0,0,0,0,0,0,0,0,0,0
POA6073,0,18,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,0,8,9,83,0,8,13,7,0,3,3,130,0,0,0,0,0,0,0,0,0,0,3,13,4,8,10,0,0,4,0,42,9,9,0,13,13,4,0,0,0,44,12,5,15,18,21,13,4,7,0,85,0,0,3,0,0,3,0,0,0,7,0,0,0,8,6,4,0,3,0,24,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,3,0,0,3,11,43,143,30,67,69,29,10,19,8,410,0,3,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,19,6,20,3,0,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,3,3,27,3,0,0,0,0,0,0,31,3,3,0,0,0,0,0,0,0,11,31,136,5,15,18,9,4,4,6,229,0,0,0,0,0,0,0,0,0,0
POA6074,0,6,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,31,3,3,0,4,0,4,0,41,0,0,0,0,0,0,0,0,0,0,3,8,0,0,11,0,0,0,0,18,0,4,3,6,3,0,0,0,0,22,0,0,7,12,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,51,9,24,29,6,5,3,4,140,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,5,10,42,4,4,0,4,0,4,0,74,0,0,0,0,0,0,0,0,0,0
POA6076,19,110,0,13,19,3,0,3,4,169,3,24,0,3,7,0,0,0,0,39,92,680,28,60,132,43,4,14,6,1064,0,0,0,0,0,0,0,0,0,3,34,119,13,54,70,17,3,13,4,326,31,49,24,91,99,29,0,6,7,337,43,39,61,175,151,56,10,25,4,566,5,0,4,12,25,11,0,3,0,64,7,11,10,30,50,18,4,9,0,144,0,13,3,11,11,3,0,0,0,42,5,15,6,16,30,10,3,12,7,100,288,1231,154,490,620,187,26,85,31,3107,4,13,0,0,0,0,0,0,0,16,17,87,3,0,6,0,0,0,0,116,88,212,11,14,33,5,0,0,3,368,7,15,0,0,0,0,0,0,0,27,39,170,5,16,22,7,3,3,3,268,6,41,0,7,12,0,0,0,0,68,332,1134,70,92,176,63,25,36,16,1950,0,0,0,0,0,0,0,0,0,3
POA6077,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,0,7,14,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,4,4,3,3,5,0,0,0,0,16,7,0,3,7,5,0,0,0,0,22,4,3,4,8,14,0,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,23,50,13,29,54,7,0,3,0,171,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,43,3,10,15,4,0,0,3,87,0,0,0,0,0,0,0,0,0,0
POA6078,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,11,0,0,5,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,0,0,0,0,18,0,4,0,0,10,3,0,0,0,13,3,0,5,3,6,4,0,0,0,25,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,11,29,7,16,32,11,0,0,0,106,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,24,7,0,3,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,4,23,0,3,3,0,0,0,0,31,0,6,0,0,0,0,0,0,0,14,21,155,3,21,30,0,0,6,0,243,0,0,0,0,0,0,0,0,0,0,8,29,3,12,25,5,0,3,0,86,8,13,4,16,18,5,3,0,5,69,7,7,27,49,36,13,3,8,3,154,7,0,0,3,8,0,0,0,0,18,3,0,3,5,7,4,0,0,0,33,0,3,0,4,5,4,0,0,0,16,0,3,0,3,6,3,0,3,3,24,63,291,45,114,141,32,10,23,9,731,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,21,8,41,0,0,0,0,0,0,0,51,0,3,0,0,0,0,0,0,0,3,9,33,0,8,3,0,0,0,0,49,3,6,0,4,0,0,0,0,0,14,78,226,11,26,38,4,5,13,3,400,0,0,0,0,0,0,0,0,0,0
POA6082,0,8,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,8,13,74,3,8,14,3,0,5,0,116,0,0,0,0,0,0,0,0,0,0,3,18,0,10,11,0,0,3,0,43,9,11,4,23,13,4,0,3,0,62,8,4,23,34,38,11,3,4,0,124,0,0,0,3,0,0,0,3,0,9,0,0,3,11,9,0,0,0,0,26,0,0,0,0,3,0,0,0,0,3,3,0,0,3,3,0,0,0,0,15,39,145,40,87,90,26,6,15,8,452,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,11,3,14,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0,7,3,14,0,0,0,0,0,0,0,23,0,3,0,3,0,0,0,0,0,10,24,125,6,11,19,6,5,7,0,205,0,0,0,0,0,0,0,0,0,0
POA6083,0,11,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,22,82,3,3,12,7,0,5,4,142,0,0,0,0,0,0,0,0,0,0,8,13,6,10,14,5,0,0,0,58,8,13,13,13,16,6,0,0,5,81,9,7,8,34,29,6,3,5,0,113,0,0,0,3,5,0,0,3,0,14,0,3,0,3,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,5,3,4,3,0,0,0,0,27,58,163,48,83,95,30,9,16,10,510,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,12,11,23,0,4,3,0,0,0,3,45,4,0,0,0,0,0,0,0,0,6,4,15,0,4,3,0,0,0,0,26,0,3,0,0,0,0,0,0,0,4,43,124,14,5,15,6,0,10,5,221,0,0,0,0,0,0,0,0,0,0
POA6084,3,16,0,0,3,0,0,0,0,26,3,3,0,0,3,0,0,0,0,9,20,155,7,20,25,9,0,4,6,249,0,0,0,0,0,0,0,0,0,3,16,29,3,18,25,0,3,6,0,106,17,19,9,40,34,11,4,14,0,141,23,15,45,75,102,24,10,23,3,318,0,5,7,4,16,8,0,10,0,51,7,3,5,15,22,8,0,9,0,69,3,4,0,5,7,0,0,0,0,16,6,5,3,6,17,5,0,6,3,66,116,280,90,180,259,61,20,66,17,1086,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,15,12,16,0,0,3,0,0,0,0,38,0,3,0,0,0,0,0,0,0,3,8,17,0,0,7,0,0,0,0,33,8,3,0,0,3,0,0,0,0,15,48,224,14,29,31,9,4,9,3,366,0,0,0,0,0,0,0,0,0,3
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,14,77,0,4,17,3,0,0,0,121,8,13,0,0,3,0,0,0,0,28,127,584,35,115,143,55,3,57,12,1141,0,0,0,0,0,3,0,0,0,3,18,61,12,28,43,7,0,12,3,174,32,41,21,78,77,26,3,17,3,298,19,35,42,91,77,39,0,21,3,327,8,4,0,3,15,12,0,3,0,36,6,3,7,14,16,4,0,0,0,65,5,8,0,3,8,9,0,0,0,34,0,11,0,13,12,4,3,6,7,53,294,1053,135,393,444,170,10,131,34,2669,4,14,0,0,3,0,0,0,0,22,11,108,0,4,8,0,0,0,0,137,104,315,26,50,58,28,6,30,3,630,3,14,0,0,0,3,0,0,0,26,33,132,3,10,18,3,3,3,0,206,8,21,3,3,6,0,0,0,0,48,314,1152,118,175,226,109,41,135,30,2314,0,3,0,0,0,3,0,0,0,13
POA6101,15,103,3,11,17,3,0,3,0,149,3,27,0,3,4,0,0,0,0,40,132,770,48,129,179,50,3,54,13,1382,0,0,0,0,0,0,0,0,0,0,23,45,20,36,31,10,4,4,0,169,39,39,32,69,90,28,0,14,3,314,32,29,69,94,86,36,15,15,3,380,3,0,0,11,9,10,0,0,0,37,5,6,4,18,38,9,0,8,3,91,6,11,3,5,9,0,0,0,4,36,3,16,5,8,6,4,0,7,9,58,319,1280,195,411,505,159,22,119,33,3042,9,9,0,0,0,0,0,0,0,13,18,128,4,0,3,0,0,0,0,163,99,306,21,41,52,20,14,28,4,581,4,15,0,4,3,0,3,0,0,25,29,157,6,14,16,4,3,3,0,230,11,36,0,4,8,0,0,0,0,69,322,1337,154,194,248,100,32,119,22,2523,0,0,0,6,0,0,0,4,0,3
POA6102,5,39,0,6,13,3,0,6,0,72,4,13,0,3,3,0,0,0,0,16,51,377,24,107,90,54,11,56,9,776,0,0,0,0,0,0,0,0,0,0,9,21,3,26,14,9,0,9,0,102,19,17,12,59,30,18,3,20,5,176,6,6,27,69,51,27,0,13,3,209,0,3,0,4,10,6,0,0,0,21,0,3,5,11,10,5,0,5,0,45,0,6,3,3,0,5,0,3,0,25,0,9,0,14,7,6,0,8,3,40,116,616,88,310,249,131,23,140,22,1702,0,6,0,0,0,0,0,0,0,6,7,73,3,0,6,0,0,3,0,89,40,182,21,29,30,25,24,42,0,402,4,7,0,0,0,3,0,0,0,15,13,70,0,11,9,3,0,7,0,116,3,21,0,4,3,0,0,0,0,32,114,659,125,157,138,112,59,150,17,1534,0,0,3,0,0,0,0,0,0,9
POA6103,10,44,0,3,5,0,0,3,0,65,0,6,0,0,6,0,0,0,0,15,65,348,26,84,94,48,3,29,10,706,0,0,0,0,0,0,0,0,0,3,7,25,8,7,29,8,0,5,0,88,16,14,19,61,37,11,11,15,0,187,21,22,36,73,60,19,4,29,0,263,3,0,0,3,9,3,0,0,0,23,5,3,0,3,11,3,0,6,0,42,3,0,0,3,0,3,0,0,0,15,3,4,0,7,4,6,0,3,3,33,156,576,102,260,273,113,24,90,17,1616,3,10,0,0,0,0,0,0,0,7,3,47,0,3,0,0,0,0,0,55,48,175,18,21,34,12,14,13,8,337,3,4,0,0,0,0,0,0,0,7,13,72,0,3,12,3,0,3,0,107,4,17,3,3,5,0,0,3,0,35,155,640,94,123,140,75,41,69,15,1356,0,0,0,0,0,0,3,0,0,11
POA6104,13,41,0,13,8,0,0,0,0,74,3,9,0,0,0,0,0,0,0,18,75,348,17,78,111,35,8,37,5,703,0,0,0,0,3,0,0,0,0,3,13,38,14,21,23,13,3,4,0,139,24,20,16,56,68,23,4,16,5,241,27,33,51,111,97,40,11,25,3,408,5,0,4,9,6,6,0,4,0,30,9,8,3,21,20,13,0,9,0,79,3,5,3,5,9,6,0,3,3,32,8,6,5,20,13,10,3,6,6,67,211,621,122,352,374,157,24,109,22,1992,0,3,0,0,0,0,0,0,0,3,5,31,0,0,0,0,0,0,0,36,63,169,9,17,32,10,8,11,3,314,3,5,0,5,3,0,0,0,0,17,25,63,3,13,8,0,0,0,0,110,6,19,3,0,0,0,0,0,0,30,157,612,98,115,156,68,33,64,18,1311,0,0,0,0,3,0,0,0,0,8
POA6105,3,34,0,5,6,3,0,3,0,61,3,8,0,0,3,0,0,0,0,17,49,321,27,83,92,34,3,28,7,653,0,0,0,4,0,0,0,0,0,3,14,29,4,22,37,11,0,9,0,126,29,22,10,66,62,16,5,17,0,231,27,22,46,123,75,37,20,30,0,387,0,3,3,5,10,9,0,3,0,37,9,3,0,21,22,8,3,6,0,77,4,8,0,11,8,0,0,0,0,37,3,3,0,16,15,7,5,7,3,64,157,532,104,381,365,141,36,119,16,1848,0,3,0,0,3,0,0,0,0,4,6,23,3,0,4,0,0,0,0,31,32,140,18,25,38,20,8,22,3,309,0,0,0,0,3,0,0,0,0,6,7,59,4,11,8,7,3,3,0,95,4,12,3,0,3,0,0,0,0,25,137,561,122,129,144,71,50,73,7,1289,0,0,7,7,0,0,0,0,0,9
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,14,101,3,24,30,9,0,3,0,186,3,29,0,4,4,0,0,0,0,49,135,1139,101,344,353,167,15,134,30,2410,0,0,3,7,4,0,0,0,0,22,32,90,25,70,83,19,7,19,3,348,62,81,54,223,114,62,5,48,4,654,68,56,137,315,224,107,20,84,6,1017,8,4,4,27,29,29,7,15,4,122,13,8,8,63,65,27,0,13,4,213,3,14,8,14,16,9,4,11,3,87,5,21,11,46,34,16,7,13,18,175,404,1845,375,1216,1078,495,73,384,86,5966,3,12,0,0,6,0,0,3,0,23,14,113,3,0,8,3,3,5,0,151,141,529,76,121,187,96,58,89,25,1321,4,17,0,4,7,7,0,0,0,49,28,152,20,27,38,11,7,10,4,303,16,39,4,3,10,8,3,0,0,72,373,1966,393,513,563,291,191,343,64,4699,3,0,10,4,4,0,3,7,0,35
