POA_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
POA6070,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,21,27,29,0,0,4,0,0,0,0,62,4,3,0,0,0,0,0,0,0,3,4,21,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,6,47,118,18,11,13,6,4,3,5,218,0,0,0,0,0,0,0,0,0,0,17,14,5,3,3,3,4,0,3,48,7,15,7,5,6,0,3,0,0,47,37,12,92,9,14,5,14,19,5,194,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,8,6,4,0,0,0,0,0,0,0,8,0,4,6,0,0,0,0,0,0,11,151,247,127,30,36,21,28,27,13,669,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,12,5,47,0,0,9,0,0,0,0,58,0,5,0,0,0,0,0,0,0,5
POA6071,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,15,16,21,3,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,19,3,3,0,3,0,0,0,0,0,8,24,77,13,10,12,0,0,0,3,143,0,0,0,0,0,0,0,0,0,3,19,14,11,8,0,7,0,0,0,57,14,7,7,0,5,0,4,0,0,40,35,8,128,8,6,8,24,25,4,249,0,0,0,3,0,3,0,0,0,4,0,3,3,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,113,164,168,41,32,20,32,30,6,606,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,18,6,24,0,3,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
POA6072,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,0,13,3,0,3,0,0,0,0,0,0,14,6,4,45,0,3,4,0,10,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,27,26,49,10,10,7,7,12,3,137,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA6073,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,10,4,14,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,55,6,5,3,0,0,7,3,99,0,0,0,0,0,0,0,0,0,0,9,8,8,0,0,0,0,0,0,29,8,6,7,3,4,3,0,3,0,32,41,14,120,7,9,11,33,12,0,246,0,0,0,0,0,0,0,3,0,5,5,0,0,3,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,18,94,115,138,18,20,17,45,28,8,482,0,3,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,6,4,9,3,0,4,0,0,0,0,13,0,3,0,0,0,0,0,0,0,4
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,17,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,11,3,0,4,0,0,0,3,0,0,16,7,8,58,4,0,7,5,8,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,29,32,65,12,9,4,13,9,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
POA6076,0,3,0,0,0,0,0,0,0,3,13,49,0,0,4,0,0,0,0,74,57,90,4,6,11,3,0,3,3,180,8,5,0,0,0,0,0,0,0,17,24,65,0,7,3,4,3,0,0,103,4,12,0,3,4,0,0,0,0,30,238,448,42,34,48,25,20,18,5,884,0,0,0,0,0,0,0,0,0,0,77,70,46,21,23,6,11,14,4,274,64,55,56,21,10,14,14,17,0,251,225,93,849,55,67,55,111,106,27,1595,3,5,4,5,3,9,7,3,0,40,16,8,6,12,10,7,8,7,0,75,3,13,7,3,5,0,0,4,0,37,19,5,9,6,4,10,9,7,6,74,748,920,1034,172,194,139,194,176,53,3630,0,7,0,0,0,0,0,0,0,12,3,39,0,0,4,0,0,0,0,41,33,116,0,8,17,4,0,0,0,189,3,11,0,0,0,0,0,0,0,15
POA6077,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,15,0,0,3,5,0,0,3,27,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,0,14,3,0,3,0,0,0,0,0,0,15,22,8,60,5,8,9,16,6,0,125,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,3,0,0,0,14,48,37,73,12,8,14,20,12,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,7,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,0,0,12,16,3,51,0,3,5,11,11,3,104,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,19,57,5,3,5,11,17,0,164,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,10,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,8,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,56,66,11,4,11,7,0,6,0,160,0,0,0,0,0,0,0,0,0,0,12,11,9,6,7,4,4,0,0,51,7,6,12,5,4,9,3,0,0,52,44,19,257,20,21,12,52,34,12,477,0,3,0,3,0,0,0,3,0,11,0,0,3,0,0,0,3,0,0,17,0,0,3,0,0,0,0,0,0,6,3,0,3,0,0,0,8,3,0,18,142,145,308,53,45,27,68,56,10,842,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,3,29,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,3
POA6082,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,12,56,3,5,8,0,5,3,0,87,0,0,0,0,0,0,0,0,0,0,6,6,10,7,0,0,0,4,0,38,5,11,11,0,3,0,3,3,0,40,25,8,179,12,9,8,32,27,6,310,0,0,3,0,0,0,3,0,0,8,3,0,3,3,0,0,6,0,0,16,0,0,3,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,12,65,99,214,29,15,17,48,44,7,541,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,7
POA6083,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,11,9,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,23,43,7,5,3,0,0,3,0,80,0,0,0,0,0,0,0,0,0,0,8,8,7,3,3,0,0,5,0,38,14,7,4,4,0,0,0,6,0,41,49,20,191,19,13,12,33,28,14,376,0,0,3,0,3,0,3,6,0,15,3,0,3,3,0,0,3,3,0,15,5,0,0,0,0,0,0,0,0,6,3,3,7,0,3,0,4,5,4,25,121,98,225,37,23,16,48,53,18,638,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,17,0,4,4,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0
POA6084,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,8,3,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,28,66,6,10,7,0,0,3,0,121,0,0,0,0,0,0,0,0,0,0,17,14,17,4,3,0,8,6,0,65,14,12,21,10,6,0,4,7,0,81,90,37,448,22,30,36,115,87,13,876,3,0,0,3,0,0,0,6,0,20,6,5,9,0,3,3,3,4,0,34,0,0,6,0,0,0,0,0,0,7,9,3,9,3,3,3,17,3,8,46,173,157,513,55,55,46,151,122,26,1293,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,7,6,11,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,8,0,0,0,0,0,0,0,12,7,60,0,0,0,0,0,0,0,76,59,165,22,18,34,15,5,20,0,335,0,13,0,0,0,0,0,0,0,17,17,52,0,6,6,0,3,0,0,87,6,7,3,0,3,0,0,0,0,22,189,571,87,61,84,57,39,72,14,1165,0,3,0,0,0,0,0,0,0,9,35,49,42,21,15,7,15,5,5,199,52,54,74,35,25,17,23,34,4,324,111,34,392,38,29,45,60,63,8,779,0,3,7,8,4,14,0,9,0,42,9,6,14,0,0,3,4,4,0,52,6,15,14,3,3,0,0,3,0,47,4,10,9,3,3,3,3,5,8,54,498,1039,678,199,200,159,168,221,43,3215,0,9,0,0,0,0,0,0,0,12,9,51,0,4,3,0,0,0,0,63,47,154,11,32,26,14,0,8,0,293,0,5,0,0,0,0,0,0,0,7
POA6101,0,4,0,0,0,0,0,0,0,3,17,71,3,0,0,0,0,0,0,92,61,148,10,16,23,6,14,13,0,289,0,3,0,0,0,0,3,0,0,8,14,55,3,3,0,4,3,3,0,79,4,10,0,0,6,0,0,0,0,30,184,566,107,65,65,45,24,68,13,1139,0,0,0,0,0,0,0,4,0,6,24,56,52,11,17,7,11,16,0,196,37,57,74,26,23,20,19,28,3,270,77,40,487,42,30,45,63,78,6,872,5,0,4,8,4,3,4,3,3,43,9,11,8,6,7,7,5,8,0,52,5,13,11,6,4,0,4,5,0,45,9,9,12,6,3,3,3,11,12,68,445,1036,776,194,179,144,159,237,43,3203,5,10,0,0,0,0,0,0,0,16,3,62,0,0,3,0,0,0,0,68,38,160,8,22,32,17,0,15,3,290,4,8,0,4,0,0,0,0,0,16
POA6102,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,41,32,105,16,15,12,15,24,23,0,240,0,4,0,0,0,3,0,0,0,9,7,33,0,4,0,3,0,0,0,45,0,9,0,0,0,0,0,0,0,14,61,286,100,47,54,55,50,91,6,753,0,0,3,0,0,0,0,0,0,6,14,13,37,15,4,5,11,8,0,120,25,20,49,36,13,21,17,34,0,213,36,13,243,26,23,15,63,61,7,487,3,0,8,3,0,3,3,8,0,29,3,5,9,9,3,0,4,3,0,32,5,3,7,3,3,0,3,3,0,29,3,4,11,8,0,5,9,12,5,60,197,533,486,161,108,137,174,258,30,2077,0,6,0,0,0,0,0,0,0,5,3,35,3,0,3,0,0,0,0,43,9,80,7,12,23,5,3,15,0,162,3,3,0,0,0,0,0,0,0,7
POA6103,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,34,27,95,20,15,16,5,8,8,3,200,0,0,0,0,0,0,0,0,0,3,9,30,0,5,3,3,0,0,0,44,3,7,0,3,0,0,0,3,0,18,90,289,65,41,48,24,40,40,14,647,0,0,0,0,0,0,4,0,0,6,19,17,30,11,9,9,14,3,3,117,29,38,55,27,21,20,18,26,4,231,56,20,328,34,24,27,67,41,5,613,0,3,0,0,3,0,4,5,0,16,3,0,11,3,4,0,8,6,0,30,3,0,4,0,3,3,4,4,0,21,8,3,10,0,6,0,3,17,3,49,256,535,512,142,140,99,155,149,38,2036,0,5,0,0,0,0,0,0,0,10,0,20,0,3,0,0,0,0,0,22,17,76,0,6,22,3,3,3,0,140,0,4,0,0,0,0,0,0,0,7
POA6104,0,3,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,23,37,70,8,11,12,3,8,8,0,156,3,4,0,3,0,0,0,0,0,12,13,19,3,0,0,0,0,0,0,35,3,3,0,0,0,0,0,0,0,7,81,263,79,36,48,28,28,27,15,606,0,0,0,0,0,0,0,0,0,5,34,34,29,15,17,9,25,13,3,160,36,29,58,27,26,12,28,21,9,236,65,37,554,66,38,27,113,89,19,1003,0,0,13,10,3,0,3,5,0,37,9,5,14,5,6,10,15,6,0,69,0,9,3,0,0,0,11,5,3,32,10,3,11,10,10,3,10,7,12,80,291,506,772,179,145,88,236,180,55,2454,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,13,26,92,0,10,16,11,0,3,3,157,0,3,0,0,3,0,0,0,0,8
POA6105,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,21,21,75,14,14,17,12,6,6,0,173,0,0,0,0,0,0,0,0,0,3,0,22,3,3,0,0,3,0,0,37,0,3,3,0,0,0,0,0,0,7,87,241,93,47,59,30,47,37,6,636,0,0,7,0,0,0,0,0,0,7,24,17,37,8,10,8,16,12,3,138,25,29,57,20,12,13,28,20,5,215,60,23,525,43,49,36,94,98,18,947,4,0,5,9,3,3,0,8,0,37,10,7,16,7,10,4,10,8,0,66,6,3,17,3,0,0,3,3,0,39,3,6,13,3,4,3,10,5,8,53,241,452,790,156,162,106,215,211,40,2374,0,3,0,0,3,0,0,0,0,3,3,12,0,0,0,0,0,0,0,17,11,65,6,15,28,5,4,11,0,137,0,0,0,0,0,0,0,0,0,3
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,0,7,0,0,0,0,0,0,0,6,7,78,0,0,5,3,3,3,0,94,93,293,53,46,75,50,56,48,16,732,7,3,0,7,3,3,0,0,0,21,10,54,13,6,10,8,7,7,4,121,12,5,0,0,0,3,3,0,0,24,240,834,295,169,205,125,176,214,30,2289,0,0,5,0,0,0,3,0,0,14,69,59,127,43,41,24,72,33,0,463,91,73,211,104,53,41,103,100,7,783,193,82,1342,140,125,75,303,250,54,2564,5,3,20,18,6,8,14,19,0,98,33,13,40,11,7,5,25,29,4,165,9,15,18,7,6,4,24,11,5,108,6,16,53,12,12,6,35,45,26,205,770,1539,2180,553,554,363,824,771,159,7705,3,12,0,0,6,0,0,3,0,17,10,35,0,0,3,0,0,3,0,54,45,238,22,78,108,43,3,35,12,588,0,14,0,3,3,5,0,0,0,24
POA6108,0,3,0,0,0,0,0,0,0,3,7,31,0,0,3,0,0,0,0,38,29,61,20,15,15,9,20,10,4,173,0,6,0,0,0,0,0,0,0,10,7,30,6,0,8,3,4,0,0,54,7,3,0,5,3,0,0,0,0,16,89,323,83,47,70,43,60,45,3,753,3,0,0,0,0,0,0,0,0,10,42,49,45,16,20,6,22,18,3,219,39,47,102,26,28,15,45,25,3,339,116,64,908,70,87,76,195,147,31,1693,5,0,12,5,9,12,9,10,0,65,11,4,16,13,5,6,30,18,0,107,7,13,15,3,3,0,4,12,0,57,5,10,19,11,9,11,19,21,9,113,350,637,1232,202,252,179,413,315,56,3639,0,8,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,3,0,11,9,67,6,11,22,9,0,8,0,133,4,5,0,0,0,0,0,0,0,9
POA6109,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,10,9,25,4,6,11,4,9,9,0,79,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,13,0,4,3,0,0,0,0,0,0,8,29,88,54,19,24,19,28,12,0,274,0,0,0,0,0,0,0,0,0,3,17,15,30,7,3,8,25,10,0,109,17,11,49,14,10,7,36,18,4,172,41,18,431,35,29,25,112,98,10,792,3,0,8,7,0,3,11,14,3,42,3,0,12,6,6,3,16,7,0,46,3,3,8,0,3,3,5,3,0,24,5,0,19,3,7,0,7,10,3,66,123,188,626,93,90,73,246,182,26,1644,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,8,23,3,12,10,8,3,0,0,56,0,3,0,0,0,0,0,0,0,3
POA6110,0,0,0,0,0,0,0,0,0,3,3,35,0,0,3,0,3,3,0,51,66,154,17,14,38,22,25,16,3,351,3,7,0,0,0,0,0,0,0,13,13,33,0,3,10,0,4,0,0,59,4,8,3,0,0,0,0,3,0,20,155,479,131,85,95,54,81,56,22,1155,0,4,3,0,0,3,3,0,0,8,49,61,84,34,28,13,31,21,3,328,80,69,127,46,46,38,83,36,9,522,237,96,1599,121,103,113,362,268,60,2949,3,8,22,19,6,20,9,40,3,132,11,8,25,24,17,11,23,27,3,152,9,15,22,9,9,6,12,6,0,83,12,9,46,12,12,11,46,30,19,193,651,972,2082,361,372,284,680,506,121,6024,0,9,0,0,0,0,0,0,0,9,3,32,0,0,3,0,0,0,0,42,29,126,4,23,41,15,0,11,3,258,3,12,0,0,0,0,0,0,0,16
