POA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
POA6061,0,3,12,178,3,9,10,10,0,225,0,4,10,61,26,28,50,51,15,242,0,0,0,15,0,0,0,0,0,26,0,0,4,52,4,6,0,0,0,67,0,0,5,7,6,6,0,0,0,23,13,28,29,128,29,29,23,5,3,289,0,0,0,0,0,3,5,3,0,10,0,3,6,47,13,10,6,5,0,96,0,12,70,209,65,41,24,19,4,443,0,4,3,34,0,0,0,0,0,40,0,0,0,4,0,4,5,12,10,40,11,55,59,244,58,56,26,3,3,511,0,0,0,16,0,0,6,0,0,23,3,17,34,157,16,4,0,0,0,235,0,3,0,5,0,0,0,0,0,10,10,55,64,145,59,16,6,0,0,343,0,0,0,26,3,24,21,10,4,81,0,0,0,23,13,11,26,15,3,91,0,3,8,30,13,12,12,0,0,78,0,8,21,69,14,11,9,0,0,128
POA6062,0,3,11,115,6,11,13,4,0,161,0,12,9,41,35,85,155,133,46,511,0,0,4,5,0,0,0,0,0,19,0,3,5,25,5,0,0,0,0,47,0,0,0,13,0,3,0,0,0,21,3,4,23,104,29,36,44,23,4,279,0,0,0,0,0,6,5,3,0,16,0,3,6,19,16,12,7,7,0,72,0,3,8,18,17,43,17,12,0,115,0,4,3,22,0,0,0,0,0,33,0,0,0,3,7,6,17,20,10,66,4,42,60,158,70,82,29,4,0,456,0,0,3,17,4,5,8,3,0,43,0,3,24,48,4,0,3,0,0,83,0,0,0,3,3,0,0,0,0,7,11,43,48,119,47,15,0,0,0,283,0,4,3,20,6,15,10,7,8,73,0,0,0,16,13,25,28,20,5,109,0,5,10,25,24,27,10,5,0,114,0,10,31,59,41,43,30,12,0,230
POA6063,0,0,0,16,4,3,7,0,0,32,0,0,0,5,6,13,7,6,0,41,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,4,3,10,32,15,33,14,0,0,104,0,0,0,0,0,0,3,0,0,5,0,0,4,12,4,5,5,0,0,40,0,0,9,51,26,25,26,8,0,132,0,0,0,6,3,0,0,0,0,11,0,0,0,3,0,7,3,4,0,17,0,22,24,49,45,23,6,0,0,171,0,0,0,0,0,3,6,0,0,7,0,3,6,16,7,8,0,0,0,37,0,0,4,3,0,0,0,0,0,8,3,17,27,58,36,9,0,0,0,155,0,0,0,9,4,8,0,3,3,21,0,0,4,4,19,17,6,4,0,54,0,0,4,10,10,11,3,0,4,37,0,0,14,29,17,8,3,0,0,74
POA6064,0,4,3,31,3,6,8,0,3,63,0,0,3,12,16,31,46,30,26,171,0,0,4,3,0,0,0,0,0,6,0,0,3,7,4,0,0,0,0,14,0,0,0,8,4,4,3,0,0,15,4,20,19,37,24,21,30,3,3,159,0,0,0,0,0,9,4,6,0,15,0,3,0,11,13,8,17,8,5,63,0,30,64,184,107,70,40,19,8,516,0,0,0,3,0,0,0,0,0,4,0,0,3,3,3,9,7,0,3,32,4,46,47,133,74,68,21,0,3,394,0,0,0,3,0,3,4,0,0,14,3,4,10,32,4,5,5,0,0,57,0,0,0,4,0,3,0,0,0,10,0,39,38,85,37,12,11,0,0,221,0,4,3,13,0,18,11,3,3,52,0,0,3,13,26,24,23,18,3,99,0,5,3,9,16,11,7,5,0,51,0,3,11,33,6,8,10,0,0,84
POA6065,0,33,16,124,29,21,23,10,0,260,0,3,3,27,23,35,54,35,8,181,0,0,0,4,0,0,0,0,0,9,0,3,5,11,9,0,0,0,0,23,0,0,0,6,5,9,3,0,0,23,3,14,36,88,35,30,15,0,0,230,0,0,0,3,0,3,0,0,0,10,0,9,12,39,15,19,12,0,0,104,0,0,3,25,22,10,9,7,3,78,0,0,0,11,0,0,0,0,0,12,0,3,4,14,17,8,31,19,8,96,11,92,119,417,181,147,48,18,6,1029,0,7,9,31,12,9,10,7,0,78,0,5,6,20,5,7,3,0,0,45,0,0,0,8,8,3,0,0,0,18,0,29,44,100,50,14,5,0,0,245,0,0,3,23,3,25,13,4,0,74,3,41,53,127,90,64,46,32,4,475,0,12,25,42,24,21,7,3,0,134,3,125,168,366,198,67,33,6,0,966
POA6066,0,8,0,20,0,11,7,0,0,42,0,0,0,6,11,21,14,10,3,57,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,0,0,0,0,5,0,0,3,0,3,4,0,0,0,11,3,8,7,29,23,31,26,8,4,137,0,0,0,0,0,3,0,0,0,5,0,4,4,12,6,11,5,4,0,44,0,0,14,33,22,21,14,5,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,0,19,6,31,40,84,66,38,14,7,3,285,0,0,0,0,0,3,3,0,0,8,0,3,3,3,4,4,0,0,0,17,0,0,0,4,5,0,0,0,0,4,3,27,31,43,29,3,7,0,0,140,0,0,0,6,3,11,3,0,0,31,0,5,3,9,12,19,15,3,4,71,0,3,5,8,7,15,5,3,0,44,0,8,10,27,30,15,4,0,0,101
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,6,7,51,16,5,3,3,0,97,0,0,0,4,10,20,20,8,0,52,0,3,3,3,0,0,0,0,0,11,0,4,3,14,3,0,0,0,0,22,0,0,0,0,3,0,0,0,0,3,0,13,5,32,21,8,6,4,0,90,0,0,3,0,3,3,6,3,0,21,0,6,5,43,14,6,3,0,0,71,0,3,4,15,14,7,3,0,0,50,0,0,0,0,0,0,0,0,0,3,0,3,0,11,4,3,11,8,0,40,9,116,134,431,191,109,42,12,0,1053,0,3,0,4,4,3,6,3,0,23,0,0,0,9,5,0,0,0,0,24,0,0,0,3,0,0,0,0,0,7,3,41,27,84,34,4,3,0,0,192,0,0,0,14,3,3,4,3,0,32,0,17,34,72,57,35,26,16,7,264,0,15,10,35,15,12,8,4,0,105,8,74,80,182,114,36,18,3,0,526
POA6070,0,0,0,9,0,0,3,0,0,17,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,8,0,0,0,14,7,12,5,4,0,45,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,7,0,3,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,6,3,15,10,7,3,0,0,36
POA6071,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,17,0,3,0,4,3,17,8,0,0,39,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,6,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,14
POA6072,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6073,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,3,10,5,7,0,0,24,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,13
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA6076,0,3,0,27,23,13,17,11,3,106,0,0,0,5,6,27,48,31,14,131,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,3,3,5,6,4,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,20,0,0,0,0,0,5,3,3,3,13,0,0,0,0,0,0,0,0,0,0,0,3,3,11,11,7,26,15,0,79,0,14,19,58,77,68,28,3,0,275,0,3,8,6,9,3,5,3,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,3,0,0,0,14,0,9,6,13,33,27,31,27,3,145,0,6,0,11,6,9,3,4,0,32,0,6,15,32,32,25,23,10,3,140
POA6077,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,10,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,7,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9
POA6078,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,3,3,0,3,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,8,4,0,21,0,3,3,15,17,20,9,0,0,64,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,4,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,0,0,23
POA6082,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,3,19,12,16,8,0,0,59,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10
POA6083,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,9,20,12,4,0,0,53,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,3,3,3,3,3,0,0,0,22
POA6084,0,0,3,4,3,0,0,0,0,13,0,0,0,0,0,4,8,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,11,0,4,9,48,24,34,16,6,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,5,10,15,12,3,0,53,0,0,10,0,3,8,0,0,0,22,0,3,9,21,15,6,0,0,0,53
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,0,5,85,10,8,0,0,0,106,0,0,0,33,10,9,4,32,10,95,0,0,0,8,3,0,0,0,0,15,0,3,11,83,11,0,0,0,0,111,0,0,0,3,0,0,0,0,0,3,0,4,36,82,16,19,13,0,0,164,0,0,0,0,0,0,3,0,0,4,0,0,7,24,0,4,0,0,0,31,0,0,0,4,12,9,0,0,0,20,0,3,22,63,3,0,0,0,0,93,0,0,0,5,0,3,12,3,5,28,0,5,11,86,49,40,12,4,0,214,0,0,0,10,3,3,0,0,0,21,0,6,6,20,0,7,0,0,0,36,0,0,0,3,3,0,0,0,0,8,0,11,9,40,0,4,0,0,0,62,0,0,0,8,3,4,4,3,3,25,0,0,0,28,18,10,12,3,0,67,0,0,6,30,11,6,4,0,0,67,0,0,11,34,7,8,3,0,0,68
POA6101,0,0,6,109,3,8,10,0,3,140,0,3,0,23,4,14,16,27,10,97,0,0,0,10,0,0,0,0,0,9,0,0,18,72,3,6,0,0,0,102,0,0,0,3,0,0,0,0,0,5,0,0,28,65,14,6,3,7,0,119,0,0,0,0,0,0,0,0,0,4,0,3,6,20,7,0,0,0,0,40,0,0,7,13,3,10,7,4,0,41,0,0,21,43,0,0,0,0,0,70,0,0,0,6,3,3,12,4,0,21,0,10,22,108,57,45,20,0,0,259,0,0,0,7,0,0,0,3,0,9,0,10,10,36,0,0,3,0,0,64,0,0,0,0,0,0,0,0,0,3,5,12,12,41,8,3,0,0,0,89,0,0,3,11,3,0,3,0,0,19,0,3,3,18,18,12,12,9,3,74,0,0,0,19,9,3,7,4,0,40,0,0,9,32,14,8,3,0,0,63
POA6102,0,0,0,31,3,4,4,4,0,46,0,0,0,5,0,13,13,18,14,71,0,0,3,3,0,0,0,0,0,13,0,0,18,71,6,6,0,0,0,100,0,0,0,5,5,0,3,0,0,14,0,6,176,134,15,10,9,8,3,367,0,0,0,0,0,0,0,0,0,0,0,3,16,24,8,3,0,0,0,50,0,0,10,18,4,6,4,7,0,47,0,0,10,18,0,0,0,0,0,32,0,0,0,3,0,4,5,4,3,22,0,4,21,52,21,16,12,8,0,124,0,0,0,0,0,0,0,0,0,4,0,4,43,80,4,3,0,0,0,127,0,0,3,4,0,0,0,0,0,12,3,8,22,56,9,4,3,0,0,106,0,0,0,8,0,3,3,0,3,16,0,0,0,4,8,3,12,7,0,34,0,0,15,39,10,3,3,3,3,75,0,0,19,12,3,3,7,4,0,51
POA6103,0,0,7,67,3,3,0,0,0,76,0,0,0,10,5,3,8,13,4,42,0,0,0,4,3,0,0,3,0,14,0,0,9,78,4,0,0,0,0,97,0,0,0,0,0,0,0,0,0,3,4,4,21,72,9,8,3,3,0,120,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,18,0,0,0,11,11,6,0,4,3,36,0,0,3,11,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,8,0,8,20,85,26,26,12,0,0,182,0,0,0,7,0,0,0,0,0,4,0,9,13,52,0,0,0,0,0,78,0,0,0,3,0,0,0,0,0,4,3,12,9,33,16,3,0,0,0,73,0,0,0,5,3,4,0,3,3,15,0,0,0,9,4,3,3,3,0,32,0,3,5,30,3,9,3,0,0,46,0,0,7,20,3,7,0,0,0,39
POA6104,0,0,5,87,3,7,6,11,3,128,0,0,0,18,3,4,9,14,3,56,0,0,0,6,0,0,0,0,0,7,0,0,3,30,0,0,0,0,0,38,0,0,0,7,0,3,3,3,0,10,0,3,13,42,13,10,5,3,0,92,0,0,0,3,0,3,3,0,0,11,0,0,3,22,3,3,0,0,0,30,0,0,0,13,5,14,4,3,3,43,0,0,5,22,0,0,0,0,0,33,0,0,0,3,3,4,11,3,0,23,3,18,37,119,61,48,19,0,0,313,0,0,3,10,0,0,0,0,0,18,0,7,15,41,3,3,0,0,0,73,0,7,0,3,0,0,0,0,0,8,3,16,17,66,12,7,4,0,0,133,0,0,0,7,0,4,3,3,5,23,0,0,0,12,14,13,14,6,0,59,3,5,4,34,11,16,9,0,0,80,0,0,5,21,12,9,0,0,3,60
