POA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
POA6070,11,0,0,0,13,0,0,0,13,0,0,15,48,4,0,0,54,0,0,0,56,3,0,63,3,4,0,0,11,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,72,9,0,0,77,0,0,0,79,9,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,9,0,0,78,0,0,0,85,9,0,87,46,5,0,0,60,0,0,0,56,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,117,15,0,0,137,0,0,0,142,9,0,148,35,4,0,0,41,0,0,0,41,0,0,42,82,7,0,0,93,0,0,0,93,0,0,91,0,3,3,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,121,13,3,0,143,0,0,0
POA6071,6,0,0,0,8,0,0,0,8,0,0,8,35,6,0,3,48,0,0,0,53,0,0,53,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,56,13,0,3,64,0,0,0,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13,0,3,66,0,0,0,71,0,0,71,38,3,0,3,43,4,0,4,48,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,93,15,0,3,111,6,0,6,117,0,3,119,25,3,0,0,32,0,0,0,30,4,0,30,82,6,3,0,91,0,0,0,94,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,14,3,0,122,0,0,0
POA6072,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,10,0,0,15,10,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,21,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,14,4,3,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,20,0,0,0
POA6073,9,0,0,0,9,0,0,0,9,3,0,11,28,0,0,0,29,0,0,0,29,0,0,27,4,0,0,0,8,3,0,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,43,3,0,3,43,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,38,0,0,0,45,3,0,3,48,0,0,48,37,4,0,4,40,4,0,4,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,79,4,0,4,85,4,0,4,94,0,0,94,9,0,0,0,9,0,0,0,14,0,0,14,54,10,0,0,67,0,0,0,67,0,0,67,6,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,71,12,0,0,78,0,0,0
POA6074,3,0,0,0,4,0,0,0,4,0,0,4,14,4,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,16,4,0,0,22,0,0,0,22,0,0,22,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,35,0,0,0,35,0,0,35,3,0,0,0,8,3,0,3,4,0,0,4,16,3,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,30,3,0,3
POA6076,68,11,3,0,74,0,0,3,78,4,0,86,264,25,4,0,292,3,0,3,294,7,0,305,47,4,3,0,56,5,0,5,65,0,0,65,3,3,0,0,10,0,0,0,10,0,0,5,381,41,11,0,434,6,0,5,446,11,0,454,13,3,0,0,16,0,0,0,16,0,0,16,8,0,3,0,12,0,0,3,16,0,0,16,18,3,3,0,28,0,0,3,27,0,0,27,401,45,18,3,467,8,3,10,474,11,0,485,240,14,5,0,268,9,0,8,276,19,0,296,3,0,0,0,3,0,0,0,3,0,3,9,642,58,24,6,732,13,3,19,751,34,3,791,142,25,7,0,177,3,0,9,186,9,0,194,463,58,7,3,535,3,0,9,544,7,0,547,17,4,0,0,23,0,0,0,23,0,0,23,0,0,0,6,11,0,0,0,11,3,0,9,622,93,19,9,742,11,5,12
POA6077,7,0,0,0,7,0,0,0,7,0,0,7,17,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,18,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,18,0,0,0,18,0,0,19,5,0,0,0,5,3,0,3,10,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,24,3,0,3,30,7,0,31,5,0,0,0,6,0,0,0,6,0,0,6,22,3,0,0,28,0,0,0,26,0,0,29,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,40,0,0,0
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,22,0,0,0,19,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,24,0,0,0,24,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,25,0,0,0,27,0,0,24,10,0,0,0,10,0,0,0,10,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,31,3,0,39,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,21,0,0,0,24,0,0,21,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,24,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,13,0,0,0,13,0,0,0,13,0,0,13,59,8,5,0,67,0,0,0,67,0,0,67,5,0,3,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,73,8,7,0,95,0,0,0,95,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,8,7,0,93,0,0,0,93,0,0,93,63,3,4,0,72,0,0,0,75,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,142,7,11,0,166,0,0,0,166,3,0,175,37,5,0,0,42,0,0,0,41,3,0,47,109,10,0,4,115,0,0,0,118,3,0,120,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,149,15,0,3,172,3,0,3
POA6082,14,3,0,0,15,0,0,0,15,0,0,15,37,3,0,0,37,0,0,0,40,0,0,40,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,3,0,0,0,3,0,0,3,60,5,0,3,71,0,0,0,67,0,0,67,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,62,3,0,3,71,4,0,4,72,0,0,72,56,10,3,0,68,9,0,9,72,0,0,70,3,0,0,0,3,0,0,0,3,0,0,3,119,10,5,4,137,9,0,9,147,0,0,151,13,7,0,3,22,0,0,0,22,0,0,22,62,4,0,0,75,0,0,0,77,0,0,78,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,83,9,3,3,106,0,0,0
POA6083,9,3,0,0,14,0,0,0,14,0,0,14,34,0,0,0,38,0,0,0,35,0,0,35,10,0,0,0,13,0,0,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,57,7,0,0,60,0,0,0,64,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,55,7,0,0,63,0,0,0,63,0,0,65,23,0,3,0,36,0,0,0,36,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,81,10,10,3,100,0,0,0,96,3,0,100,19,0,0,0,19,0,0,0,19,0,0,17,64,10,5,0,82,0,0,0,80,0,0,80,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,82,17,7,3,102,0,0,0
POA6084,46,3,0,0,45,4,0,4,51,0,0,50,89,7,0,0,102,0,0,0,102,0,0,104,14,5,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,151,17,0,0,167,4,0,4,176,3,0,177,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,7,3,0,3,10,0,0,10,152,19,0,0,180,8,0,8,185,3,0,184,124,8,5,4,140,4,0,4,149,3,0,154,0,0,0,0,0,0,0,0,0,0,0,0,276,28,7,4,319,7,0,7,332,6,0,338,58,11,0,0,70,8,0,8,73,4,0,80,135,16,12,0,164,0,0,0,165,4,0,167,5,3,3,0,16,0,0,0,16,0,0,16,0,0,0,5,6,0,0,0,6,0,0,6,203,29,18,9,251,7,0,7
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,68,3,0,0,73,3,0,6,76,4,0,81,155,23,3,3,181,0,0,0,179,7,0,185,47,8,14,0,69,3,0,3,78,3,0,80,0,0,0,0,3,0,0,0,3,0,0,3,271,34,13,3,324,12,0,14,340,14,0,355,6,0,0,0,6,0,0,0,3,0,0,3,11,3,0,0,13,3,0,3,12,0,0,12,17,3,0,0,15,0,0,0,22,0,0,22,288,36,13,3,340,16,0,13,357,14,0,370,206,35,3,4,248,7,0,8,254,27,3,285,0,0,0,0,0,0,0,0,0,0,0,0,493,68,16,9,590,24,0,26,618,38,0,656,60,7,0,0,64,6,0,6,73,10,0,85,143,27,3,0,174,11,0,10,186,4,0,188,4,3,0,0,7,0,0,0,7,0,0,7,5,0,0,0,4,0,0,0,4,0,0,4,213,39,4,0,251,17,0,15
POA6101,93,15,0,0,107,4,0,6,110,4,0,114,270,26,0,3,304,8,0,4,309,9,0,320,68,12,10,0,87,0,0,0,90,4,0,87,4,0,0,0,3,0,0,0,3,0,0,3,425,59,14,5,498,13,3,11,514,12,0,529,3,4,0,0,7,4,0,4,9,0,0,9,16,0,0,0,15,0,0,0,21,0,0,17,22,8,0,0,24,7,0,7,31,0,0,32,450,65,14,8,529,16,3,20,546,17,0,557,230,24,0,6,265,25,0,23,291,21,0,306,3,3,0,0,4,0,0,0,4,0,3,4,675,93,12,15,800,37,0,37,836,31,3,873,72,10,0,0,88,5,0,5,88,10,0,99,236,22,0,0,256,14,0,16,268,8,0,277,6,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,310,32,3,0,350,17,0,16
POA6102,53,10,5,0,71,0,0,0,74,8,0,75,98,24,0,0,121,3,0,3,124,4,0,126,19,3,3,0,19,0,0,0,19,0,0,19,0,0,0,0,4,0,0,0,4,0,0,3,170,35,7,0,211,3,0,3,214,9,0,227,5,0,0,0,6,5,0,5,10,0,0,10,6,5,0,0,14,0,0,0,10,0,0,10,12,3,0,0,20,5,0,9,27,0,0,27,179,42,10,0,228,9,0,10,243,9,0,254,144,31,9,4,182,8,0,11,198,33,3,230,0,0,0,0,0,0,0,0,0,0,3,3,325,65,18,5,415,19,3,22,436,47,5,483,53,5,0,0,62,3,0,3,62,3,0,70,85,26,0,0,114,7,0,7,118,0,0,117,0,0,0,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,137,32,3,4,176,9,0,9
POA6103,31,12,0,0,41,0,0,0,40,6,0,47,107,28,0,0,136,0,0,0,142,6,0,149,41,3,4,0,47,0,0,0,51,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,182,35,9,3,228,6,0,6,232,12,0,244,7,0,0,0,10,0,0,0,8,0,0,8,7,0,0,0,11,0,0,0,12,0,0,12,11,0,0,0,14,3,0,3,17,0,0,22,197,39,9,3,245,5,0,5,249,12,0,265,131,26,7,7,165,19,3,18,185,31,0,213,6,0,0,3,7,0,0,0,7,0,0,7,324,65,14,12,413,21,3,23,442,45,0,487,58,4,3,0,61,0,0,0,63,0,0,70,92,12,0,0,109,3,0,3,117,3,0,115,4,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,4,155,21,3,0,180,4,0,4
POA6104,72,6,5,0,86,4,4,4,91,8,0,101,174,27,0,0,201,3,0,3,205,4,0,214,35,3,8,0,53,0,0,0,53,0,0,53,0,0,0,3,5,0,0,0,8,0,0,8,288,36,13,7,337,10,4,10,354,20,0,366,7,0,0,0,4,0,0,0,5,0,0,5,11,4,0,0,10,0,0,0,14,0,0,14,10,3,0,0,16,0,0,0,17,0,0,17,297,37,13,7,358,12,3,11,369,20,0,390,217,23,5,12,260,14,3,16,271,29,4,303,0,0,0,0,0,0,0,0,0,0,0,0,515,61,20,17,617,25,5,30,645,47,4,694,80,5,0,0,85,4,0,4,92,9,0,93,142,11,10,0,158,0,0,0,158,3,0,160,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,3,0,0,0,3,0,0,3,224,15,6,4,249,4,0,4
POA6105,84,19,0,0,103,8,0,8,110,4,0,113,156,16,0,3,183,11,0,11,189,3,0,192,36,0,4,0,39,0,0,0,39,0,0,39,7,0,0,3,8,0,0,0,8,0,0,8,280,42,4,6,331,19,0,19,348,13,0,361,7,3,0,0,12,3,0,3,16,3,0,12,22,0,3,0,24,0,0,0,25,0,0,30,31,3,3,0,33,3,0,3,43,5,0,46,310,43,12,6,370,21,0,21,393,17,0,406,236,38,4,3,283,27,3,28,315,66,0,383,4,0,0,0,4,0,4,4,4,0,0,6,547,88,14,7,653,46,3,55,706,79,0,795,85,13,3,0,99,4,0,3,104,16,0,119,160,25,0,0,185,3,0,3,189,3,0,190,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,243,40,3,3,287,7,0,5
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,308,61,0,0,372,13,5,18,394,22,0,415,598,111,14,4,723,11,0,11,737,23,0,760,120,16,10,0,151,6,0,5,154,3,0,160,11,4,0,9,15,0,0,0,15,3,0,20,1032,193,21,14,1263,35,7,41,1299,48,0,1345,38,0,0,0,43,3,4,6,55,7,0,55,44,15,6,8,76,9,3,14,87,9,0,89,87,24,7,8,119,16,4,20,138,12,0,149,1120,211,32,19,1377,48,12,57,1438,60,0,1497,821,176,16,34,1042,49,7,57,1104,165,8,1270,8,0,0,3,7,0,0,0,7,0,6,16,1947,387,48,52,2431,104,16,114,2549,223,12,2783,309,62,0,0,374,21,6,25,402,28,0,436,523,87,3,9,623,12,6,13,639,27,0,662,21,0,7,0,32,3,0,3,32,0,0,32,8,4,0,3,11,0,0,0,11,0,0,16,867,151,13,14,1042,34,10,48
POA6108,109,20,4,0,131,9,0,6,141,7,0,148,276,34,5,3,320,9,0,9,330,18,0,348,54,8,8,4,72,0,0,0,72,0,0,74,3,0,0,10,13,0,0,0,13,0,0,13,444,61,18,15,540,21,0,18,556,23,0,581,13,3,0,0,17,4,0,8,23,3,0,26,25,0,0,0,27,3,0,0,28,0,0,28,41,3,0,0,39,8,3,5,51,3,0,53,482,66,18,15,577,23,4,30,604,26,0,628,372,61,7,10,448,39,3,48,495,62,0,561,0,0,0,0,0,0,0,0,0,3,7,11,853,125,29,25,1030,67,10,72,1100,94,7,1199,140,21,3,3,164,7,0,10,172,19,0,190,316,49,4,0,370,15,0,15,387,16,0,401,9,0,3,0,15,0,0,0,15,3,0,19,7,3,0,0,12,0,0,0,12,0,0,12,474,63,8,5,549,24,0,30
POA6109,59,9,0,0,69,3,0,4,71,9,0,81,98,17,0,0,118,0,3,6,122,0,0,126,28,3,3,0,33,0,0,3,35,0,0,35,3,0,0,0,10,0,0,0,10,3,0,12,187,33,3,0,227,8,3,12,231,15,0,247,14,0,0,0,20,0,0,0,16,0,0,16,11,5,0,0,20,6,0,6,23,0,0,23,22,10,0,0,37,6,0,5,43,0,0,43,214,38,3,0,257,12,5,12,275,15,0,288,271,49,3,8,325,31,0,31,358,48,3,410,0,0,0,0,3,0,0,0,3,0,4,5,483,88,9,13,583,44,3,49,630,64,11,708,49,3,3,0,63,0,0,0,63,12,0,73,103,17,0,0,127,3,0,3,131,8,0,135,5,0,0,0,9,0,0,0,9,0,0,9,4,0,0,0,8,0,0,0,8,0,0,4,164,24,3,3,201,3,0,3
POA6110,242,48,0,3,290,14,3,12,304,21,0,328,558,70,7,0,640,13,0,13,652,16,0,665,109,5,15,0,120,3,0,3,125,0,0,130,9,0,0,11,14,0,0,0,13,0,3,15,915,120,21,16,1070,25,3,33,1100,32,3,1141,29,6,0,3,41,0,0,0,38,0,0,46,57,3,3,0,62,7,0,9,69,3,0,72,81,10,3,3,100,14,0,15,110,5,0,120,991,130,29,15,1172,37,4,43,1215,40,3,1252,781,127,21,14,939,76,13,85,1030,108,5,1140,0,0,0,0,0,3,0,3,3,0,8,11,1776,263,48,28,2109,113,15,130,2244,152,14,2404,329,57,6,5,392,21,3,26,419,34,0,449,628,56,14,12,703,19,4,23,731,22,0,752,17,4,4,0,29,0,0,0,29,0,0,29,5,0,0,7,15,0,0,0,16,3,3,20,983,112,25,24,1140,44,7,50
