POA_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA6147,0,11,30,0,0,18,55,0,6,0,0,0,0,14,4,58,19,0,0,3,87,3,31,10,0,0,0,46,9,13,24,3,0,0,44,23,22,44,0,3,0,91,201,7,130,0,14,0,352,350,7,144,3,18,0,524,70,0,36,0,7,0,114,3,0,11,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,20,0,3,3,53,674,167,480,11,50,25,1396
POA6148,0,4,43,9,0,19,75,0,7,0,0,0,0,8,7,46,14,3,0,3,75,8,10,19,3,0,0,48,3,10,26,3,0,0,42,14,3,17,0,0,0,37,156,0,82,0,7,0,251,306,0,185,0,9,0,510,173,0,67,0,3,0,241,61,0,14,0,0,0,79,26,0,15,0,0,0,42,6,0,0,0,0,0,8,4,0,0,0,0,0,3,5,0,3,0,4,0,12,0,3,21,6,3,3,38,773,92,518,34,34,30,1474
POA6149,0,0,22,3,0,10,35,0,0,0,3,0,0,8,0,13,9,11,3,0,43,0,0,14,4,3,0,23,8,0,7,0,0,0,13,3,0,16,0,0,0,19,23,0,34,3,0,0,55,177,0,94,0,0,0,274,247,0,81,0,7,0,333,91,0,27,0,0,0,113,19,0,8,0,0,0,27,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,3,3,27,577,21,320,26,19,17,977
POA6150,0,0,26,0,3,12,38,0,3,0,0,0,0,8,0,9,11,3,0,0,24,8,3,13,0,0,0,21,3,0,0,0,0,0,9,0,0,15,0,0,0,15,15,0,11,0,0,0,30,77,0,42,0,0,0,125,127,0,42,0,3,0,176,97,0,26,0,3,0,128,30,0,11,0,0,0,49,9,0,7,0,0,0,8,4,0,0,0,0,0,4,4,0,3,0,0,0,5,6,0,11,4,0,0,31,389,18,230,6,14,10,670
POA6151,4,18,55,0,4,23,104,0,10,3,10,0,0,21,5,58,16,3,0,0,77,11,27,32,6,0,0,78,15,7,28,0,0,0,52,45,10,20,0,5,0,79,330,8,123,0,11,0,472,519,11,198,0,14,3,751,311,0,102,0,4,0,419,169,0,35,0,0,0,205,77,0,23,0,0,0,96,62,0,13,0,3,0,77,28,0,0,0,3,0,28,42,0,12,0,0,0,55,22,9,25,3,3,3,62,1645,160,680,25,46,27,2583
POA6152,5,23,88,0,8,46,168,0,36,4,8,0,0,47,5,220,32,0,4,4,260,12,97,59,15,10,0,193,11,38,30,0,0,0,79,45,45,55,9,7,0,160,352,16,174,3,13,0,555,690,16,271,0,23,4,1002,355,7,131,0,12,0,504,150,0,48,0,0,3,197,81,0,18,0,0,0,98,40,0,11,0,0,0,47,31,0,8,0,0,0,40,24,0,10,0,0,0,31,15,30,37,13,9,10,109,1802,530,962,51,82,62,3490
POA6153,0,3,64,0,7,15,88,0,6,3,0,0,0,10,0,56,10,3,0,0,78,6,31,18,5,3,0,64,6,5,15,0,0,0,29,22,8,26,0,0,0,63,120,9,56,3,7,3,194,289,0,142,0,7,0,444,279,0,115,0,6,0,398,148,0,54,0,0,0,205,102,0,17,0,0,0,119,78,0,14,0,0,0,86,41,0,9,0,0,0,54,83,0,15,0,0,0,101,20,5,5,0,7,0,37,1192,125,569,12,37,21,1966
POA6154,0,0,22,0,0,9,38,0,0,3,0,0,0,3,4,6,7,0,0,0,24,3,4,8,0,0,0,15,0,0,4,0,0,0,11,8,0,11,0,3,0,23,49,0,27,0,0,0,82,130,0,77,0,0,0,207,101,0,48,0,0,0,147,51,0,20,0,0,0,68,24,0,10,0,0,0,33,17,0,7,0,0,0,21,3,0,0,0,0,0,6,8,0,0,0,0,0,8,0,0,15,0,0,0,18,392,16,265,8,8,11,704
POA6155,7,5,79,0,0,27,116,0,16,3,0,0,0,26,4,30,31,3,0,0,64,5,6,27,0,3,0,42,4,3,29,0,0,0,40,10,3,32,0,0,0,50,55,3,76,0,0,0,133,721,7,273,0,18,0,1019,708,3,210,0,14,0,928,181,0,42,0,8,0,226,18,0,10,0,0,0,33,4,0,6,0,0,0,6,3,0,3,0,0,0,7,3,0,7,0,0,0,6,16,6,33,5,8,3,71,1729,78,857,13,56,37,2770
POA6156,3,25,28,3,0,22,78,0,19,3,0,0,0,24,0,162,9,5,0,0,176,8,60,15,0,0,0,89,5,26,13,4,0,0,54,18,15,16,0,10,0,58,86,13,55,5,8,0,166,256,13,121,0,15,3,404,141,0,71,0,0,0,212,78,0,17,0,3,0,98,30,0,10,0,0,0,43,13,0,10,0,0,0,22,11,0,3,0,0,0,13,19,0,4,0,0,0,30,10,21,10,0,3,5,49,682,358,387,15,47,39,1529
POA6157,9,7,27,0,0,23,71,0,20,0,0,0,0,23,0,114,18,0,0,0,130,0,28,23,9,0,0,64,28,14,20,0,0,0,65,26,14,19,0,4,0,67,106,11,77,0,4,0,194,340,3,144,0,0,0,487,144,0,71,0,4,0,217,64,0,21,0,0,0,86,27,0,8,0,0,0,34,7,0,4,0,0,0,18,4,0,0,0,0,0,4,7,0,3,0,0,0,16,9,17,17,0,0,0,44,783,231,443,11,17,26,1511
POA6158,0,10,11,0,0,6,29,0,6,0,0,0,0,10,0,25,3,0,0,0,32,0,8,4,0,0,0,17,3,3,3,0,0,0,11,17,0,9,0,4,0,36,52,3,31,0,6,3,85,78,0,35,0,3,0,118,87,0,19,0,0,0,110,35,0,17,0,0,0,53,35,0,10,0,0,0,43,16,0,6,0,0,0,26,6,0,3,0,0,0,9,17,0,3,0,0,0,17,4,0,5,4,0,0,11,354,55,159,3,18,12,603
POA6159,0,15,8,0,0,5,26,0,11,0,0,0,0,11,0,53,0,0,0,0,59,0,18,0,0,0,0,16,0,0,0,0,0,0,6,5,0,7,0,0,0,11,10,3,12,0,0,0,34,24,0,13,0,0,0,39,40,0,16,0,0,0,64,50,0,9,0,0,0,60,31,0,9,0,0,0,42,24,0,9,0,0,0,32,18,0,4,0,0,0,26,21,0,3,0,0,0,26,0,8,3,0,0,0,13,229,116,107,0,5,3,467
POA6160,0,28,21,3,0,13,62,0,33,3,0,0,0,35,0,170,9,4,0,0,177,3,52,7,6,0,0,73,10,6,9,0,3,0,35,35,3,20,3,3,0,66,121,5,46,3,5,0,180,162,4,71,0,3,0,246,164,0,75,0,6,0,234,108,0,52,0,0,0,157,40,0,12,0,0,0,59,14,0,5,0,0,0,21,8,0,3,0,0,0,7,15,0,3,0,0,0,17,10,15,13,0,0,7,51,691,319,348,21,30,26,1428
POA6161,0,0,0,0,3,0,8,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,16,3,23
POA6162,0,23,22,0,0,16,66,0,29,3,0,0,3,34,0,171,6,3,0,3,182,8,47,11,0,3,0,73,3,24,23,0,3,0,56,12,16,22,0,11,0,68,42,13,48,0,23,0,131,130,3,93,0,7,0,233,119,0,82,0,6,0,209,86,0,41,0,0,0,127,40,0,12,0,0,0,53,15,0,0,0,0,0,11,8,0,8,0,0,0,15,7,0,4,0,0,0,13,8,21,8,0,0,3,46,482,349,386,9,63,33,1320
POA6163,3,54,91,7,8,54,204,3,59,13,11,3,0,81,5,349,43,33,5,8,447,24,205,62,62,12,3,363,36,62,65,12,3,5,175,93,63,125,15,26,3,322,466,57,307,7,26,3,866,1119,22,561,5,48,7,1758,479,6,193,0,11,0,690,110,0,47,0,3,0,157,25,0,10,0,0,0,44,34,0,5,0,0,0,38,20,0,0,0,0,0,20,6,0,3,0,3,0,14,21,63,51,5,9,4,162,2445,946,1571,142,162,82,5346
POA6164,3,23,71,3,4,29,132,0,27,0,3,0,0,35,3,171,14,0,4,3,194,14,85,36,3,3,0,144,4,42,30,0,3,0,79,36,26,49,3,7,0,119,247,33,108,0,11,3,407,1356,24,395,3,27,6,1807,930,4,236,0,21,0,1192,138,3,39,0,3,0,180,19,0,12,0,0,0,33,7,0,5,0,0,0,11,3,0,0,0,0,0,3,11,0,3,0,0,0,13,34,19,32,3,12,11,114,2804,457,1037,22,93,55,4463
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9
POA6166,0,0,20,0,0,11,29,0,0,0,0,0,0,0,0,9,3,0,0,0,10,3,3,3,0,21,0,30,0,3,12,0,3,0,16,5,0,8,0,0,0,17,14,4,26,0,5,0,51,99,0,40,0,0,0,135,91,0,35,0,3,0,127,36,0,10,0,5,0,50,16,0,3,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,8,0,4,0,24,277,16,171,0,41,10,517
POA6167,0,21,29,4,6,10,77,0,26,0,0,0,0,31,3,152,21,11,4,0,191,5,101,26,20,3,3,161,18,41,47,13,0,0,122,160,31,96,0,4,0,292,457,16,218,3,22,0,719,529,0,188,0,16,3,731,59,0,31,3,0,0,94,12,0,10,0,0,0,17,3,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,24,0,3,7,66,1262,409,695,54,56,27,2506
POA6168,3,11,31,10,3,30,80,0,14,3,6,0,3,25,9,117,37,3,8,3,173,16,94,52,23,18,3,200,31,29,60,3,11,0,134,220,28,151,0,60,4,462,596,16,275,0,47,5,934,535,5,231,0,11,5,788,76,0,20,0,3,0,102,11,0,10,0,0,0,24,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,22,17,31,3,14,0,85,1531,329,897,45,176,50,3027
POA6169,0,21,43,0,7,23,97,0,20,3,0,0,0,26,0,142,24,0,3,0,176,15,86,33,10,3,0,141,27,24,62,8,8,0,120,121,30,119,0,48,0,332,575,25,310,0,25,0,938,820,5,344,0,19,3,1193,99,0,33,0,3,0,145,11,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,13,27,22,25,6,5,0,80,1711,377,1005,21,126,34,3275
POA6170,0,3,6,0,0,5,13,0,3,0,0,0,0,5,0,18,0,3,0,0,21,0,20,8,0,0,0,24,0,11,3,0,4,0,23,5,12,15,0,11,0,46,145,13,45,0,3,0,209,404,0,93,0,8,0,506,33,0,8,0,0,0,44,4,0,3,0,0,0,9,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,3,0,20,606,79,183,5,37,9,922
POA6171,0,0,29,0,6,13,52,0,3,0,0,0,0,3,3,0,5,0,5,0,17,8,3,14,0,17,0,37,8,0,12,0,21,0,40,7,3,13,0,80,0,105,211,0,68,0,24,0,303,1120,0,235,0,25,6,1382,218,0,73,0,8,0,299,19,0,10,0,0,0,27,4,0,3,0,0,0,10,5,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,7,12,3,14,0,6,4,45,1620,14,481,5,192,24,2331
POA6172,0,0,10,0,0,3,19,0,3,0,4,0,0,5,3,19,3,0,0,0,25,3,18,11,0,3,0,32,0,9,10,0,0,0,24,3,7,13,0,34,0,56,88,8,56,0,6,0,153,419,0,134,0,8,3,568,60,0,22,0,3,0,91,8,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,4,3,0,31,595,76,276,11,60,9,1017
POA6173,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,3,3,7,11,0,35,0,50,40,0,16,0,13,0,70,340,0,79,0,6,0,426,130,0,30,0,0,0,160,30,0,4,0,0,0,37,9,0,0,0,0,0,9,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,4,0,3,0,18,559,10,164,0,65,0,793
POA6174,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,5,3,4,9,0,3,0,12,56,0,29,0,0,0,90,104,0,28,0,0,0,130,13,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,187,5,73,0,4,3,277
POA6175,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,5,0,0,0,5,6,0,3,0,0,0,9,30,0,13,0,0,0,51,98,0,25,0,0,0,118,24,0,8,0,0,0,32,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,167,0,68,0,3,0,238
POA6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,9,0,4,0,0,0,11,27,0,13,0,0,0,34,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,23,0,5,0,72
POA6180,0,0,3,0,0,0,4,0,3,0,0,0,0,5,0,3,0,4,0,0,7,0,21,3,14,0,0,33,0,9,9,4,0,0,18,0,7,4,10,0,0,20,30,3,16,0,3,0,55,140,0,68,0,4,0,217,9,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,187,49,116,24,12,7,393
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,7,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,8,0,3,0,9,4,0,3,0,0,0,7,0,0,3,0,0,0,6,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,7,0,26,0,17,3,53
POA6208,0,6,16,0,3,15,39,0,0,0,0,0,0,0,0,20,12,3,10,0,41,11,29,18,12,8,0,82,18,3,22,0,9,0,52,36,6,36,0,4,0,90,190,4,75,0,4,0,276,224,0,73,0,6,0,307,18,0,8,0,0,0,30,10,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,4,0,3,0,22,517,75,276,14,55,16,948
POA6209,0,0,5,0,0,5,17,0,0,0,0,0,0,0,0,0,6,0,0,0,11,3,0,3,0,7,0,17,3,0,3,0,0,0,4,15,0,13,0,9,0,40,8,0,3,0,0,0,15,9,0,13,0,0,0,26,9,0,0,0,0,0,13,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,51,0,63,0,26,8,145
POA6210,6,22,102,5,10,56,210,4,38,6,15,4,3,64,13,258,70,17,12,8,375,55,199,130,55,13,3,457,76,76,129,23,11,3,330,440,63,303,16,35,8,857,1490,33,627,11,52,11,2227,1552,5,529,19,40,7,2145,298,0,94,7,9,3,411,67,0,12,0,7,0,83,26,0,5,0,0,0,29,3,0,4,0,0,0,6,0,0,0,0,0,0,0,9,0,3,0,3,0,17,37,37,59,9,19,7,173,4091,725,2074,177,214,115,7390
POA6211,0,0,8,0,3,11,28,0,0,0,0,0,0,3,0,0,5,0,0,0,7,0,12,12,7,3,0,34,9,4,9,0,5,0,28,15,4,11,0,0,0,33,67,0,22,0,3,0,91,116,0,45,0,5,0,169,41,0,13,0,0,0,59,7,0,3,0,0,0,17,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10,0,0,0,13,272,15,144,8,22,16,477
POA6213,0,0,5,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,11,0,0,4,0,0,0,6,6,0,8,0,0,0,18,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,30,0,7,0,58
POA6214,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,10,0,0,0,7,0,0,3,0,0,0,4,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,31,0,0,3,45
POA6215,0,0,15,0,6,16,33,0,5,0,0,0,0,3,0,12,11,0,0,0,21,0,3,11,0,3,0,16,22,3,14,0,4,0,38,21,3,22,0,3,0,48,35,0,21,0,0,0,61,32,0,17,0,0,0,51,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,16,117,26,125,3,24,18,303
POA6218,0,0,3,0,0,3,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,5,3,0,3,0,0,0,8,7,0,0,0,0,0,15,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,15,0,0,8,50
POA6220,0,10,12,0,8,15,40,0,4,0,3,0,0,9,0,37,10,0,3,0,55,3,20,3,0,0,0,28,3,3,18,0,9,0,39,16,8,36,0,8,0,71,41,0,51,0,7,0,104,15,3,30,0,3,0,54,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,81,85,176,9,40,16,413
POA6221,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,3,0,26
POA6223,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7,0,7,3,17
POA6224,0,0,9,0,0,3,14,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,4,4,0,0,0,10,0,0,3,3,4,0,9,5,3,8,0,0,0,9,9,0,7,0,3,0,18,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,14,21,37,6,9,10,91
POA6225,0,9,19,0,7,17,58,0,4,0,0,0,0,7,0,58,10,0,4,0,77,25,41,30,3,0,3,103,41,22,48,0,6,0,117,96,7,66,0,6,0,174,71,8,48,0,3,0,124,35,0,17,0,4,0,52,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,11,0,4,0,30,270,163,246,6,35,26,749
POA6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,24
POA6227,0,0,3,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,5,0,0,0,13,7,0,11,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,31,0,0,6,43
POA6228,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,3,0,21
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,0,16,3,32
