region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA6156,18,31,49,163,187,350,3,0,3,3,0,3,5,8,13,2676,2222,4898,161,190,351,33,0,33,32,4,36,101,20,121,67,13,80,74,44,118,3336,2719,6055,52,56,108,0,0,0,0,0,0,24,28,52,3,12,15,4,0,4,83,96,179,0,0,0,0,0,0,12,10,22,0,9,9,0,4,4,12,23,35,25,19,44,120,138,258,12,6,18,7,0,7,0,0,0,19,6,25,112,214,326,377,541,918,54,42,96,4018,3660,7678
POA6157,23,32,55,186,170,356,3,0,3,0,3,3,12,8,20,2175,2067,4242,126,146,272,29,0,29,47,5,52,98,18,116,56,8,64,68,61,129,2823,2518,5341,37,45,82,0,0,0,0,0,0,23,35,58,4,0,4,4,0,4,68,80,148,3,0,3,0,0,0,5,7,12,3,15,18,0,3,3,11,25,36,28,10,38,107,115,222,9,12,21,0,0,0,3,3,6,12,15,27,122,156,278,283,482,765,44,48,92,3391,3334,6725
POA6158,41,39,80,82,70,152,0,0,0,3,0,3,3,0,3,1132,984,2116,45,84,129,8,0,8,24,8,32,57,15,72,26,9,35,46,55,101,1467,1264,2731,28,25,53,0,0,0,0,0,0,14,7,21,3,8,11,11,3,14,56,43,99,0,0,0,0,0,0,3,7,10,4,3,7,3,0,3,10,10,20,15,4,19,81,57,138,5,5,10,0,0,0,0,0,0,5,5,10,91,140,231,168,260,428,12,15,27,1824,1741,3565
POA6159,63,70,133,21,16,37,3,0,3,0,0,0,0,0,0,406,341,747,22,31,53,4,0,4,9,0,9,29,18,47,12,4,16,20,19,39,589,499,1088,6,5,11,0,0,0,0,0,0,3,3,6,3,3,6,5,0,5,17,11,28,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,5,4,9,25,18,43,0,0,0,0,0,0,0,0,0,0,0,0,59,57,116,51,76,127,12,0,12,736,650,1386
POA6160,111,130,241,82,75,157,0,0,0,0,0,0,0,5,5,1048,924,1972,69,69,138,15,0,15,23,3,26,81,53,134,47,10,57,185,243,428,1661,1512,3173,37,28,65,0,0,0,0,0,0,15,22,37,5,10,15,20,7,27,77,67,144,0,0,0,0,0,0,0,11,11,5,0,5,3,3,6,8,14,22,27,9,36,112,90,202,10,9,19,4,4,8,0,0,0,14,13,27,92,108,200,225,291,516,20,19,39,2124,2033,4157
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,3,0,0,0,0,0,0,5,8,13,3,3,6,28,16,44,41,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,46,37,83
POA6162,65,57,122,93,91,184,3,0,3,0,0,0,9,4,13,1465,1293,2758,92,113,205,27,0,27,43,11,54,95,67,162,29,9,38,102,136,238,2023,1781,3804,68,61,129,0,0,0,0,0,0,26,38,64,4,5,9,19,7,26,117,111,228,0,0,0,0,0,0,4,3,7,4,7,11,7,6,13,15,16,31,26,13,39,158,140,298,13,9,22,3,3,6,8,0,8,24,12,36,110,158,268,245,328,573,34,28,62,2594,2447,5041
POA6163,188,199,387,397,376,773,9,0,9,3,3,6,26,16,42,7972,6558,14530,616,587,1203,175,0,175,95,13,108,186,38,224,181,43,224,175,176,351,10023,8009,18032,234,192,426,0,0,0,0,0,0,142,155,297,27,33,60,13,6,19,416,386,802,0,0,0,0,0,0,5,19,24,13,30,43,7,5,12,25,54,79,72,35,107,513,475,988,65,74,139,3,10,13,5,3,8,73,87,160,203,384,587,1033,1476,2509,200,148,348,12045,10579,22624
POA6164,396,473,869,244,137,381,3,0,3,3,3,6,26,7,33,9273,7151,16424,650,618,1268,240,6,246,124,10,134,94,9,103,229,35,264,193,117,310,11475,8566,20041,307,263,570,0,0,0,0,0,0,284,272,556,32,78,110,19,3,22,642,616,1258,0,0,0,0,0,0,12,7,19,7,25,32,5,5,10,24,37,61,108,46,154,774,699,1473,106,124,230,0,0,0,4,0,4,110,124,234,208,442,650,1107,1666,2773,164,143,307,13838,11640,25478
POA6165,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24,3,3,6,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,22,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,25,25,50
POA6166,27,25,52,50,31,81,3,0,3,0,0,0,8,0,8,1544,1246,2790,140,121,261,68,0,68,15,0,15,18,0,18,32,10,42,34,22,56,1939,1455,3394,18,12,30,0,0,0,0,0,0,32,41,73,0,6,6,3,0,3,53,59,112,0,0,0,0,0,0,3,3,6,0,8,8,0,0,0,3,11,14,24,4,28,80,74,154,10,6,16,3,0,3,0,0,0,13,6,19,54,117,171,188,243,431,34,31,65,2308,1926,4234
POA6167,136,176,312,127,74,201,0,0,0,0,0,0,4,3,7,3412,2571,5983,362,243,605,104,7,111,62,0,62,14,3,17,92,14,106,52,65,117,4365,3156,7521,68,111,179,0,0,0,0,0,0,47,75,122,12,16,28,8,0,8,135,202,337,0,0,0,0,0,0,4,6,10,13,9,22,3,0,3,20,15,35,36,13,49,191,230,421,37,52,89,3,0,3,0,0,0,40,52,92,49,129,178,490,606,1096,101,73,174,5236,4246,9482
POA6168,146,144,290,160,90,250,4,0,4,0,3,3,12,3,15,3299,2543,5842,373,267,640,93,3,96,58,7,65,58,21,79,274,52,326,231,137,368,4708,3270,7978,57,78,135,0,0,0,0,0,0,37,48,85,10,18,28,9,3,12,113,147,260,0,0,0,0,0,0,5,7,12,3,8,11,6,0,6,14,15,29,54,18,72,181,180,361,36,31,67,4,6,10,3,0,3,43,37,80,78,141,219,568,649,1217,84,83,167,5662,4360,10022
POA6169,195,210,405,245,125,370,4,0,4,0,0,0,17,4,21,5278,4287,9565,597,460,1057,147,3,150,88,6,94,72,21,93,172,40,212,91,146,237,6906,5302,12208,90,80,170,0,0,0,0,0,0,94,115,209,29,32,61,9,6,15,222,233,455,3,0,3,3,0,3,10,5,15,7,13,20,7,0,7,30,18,48,78,26,104,330,277,607,54,70,124,5,0,5,4,3,7,63,73,136,104,245,349,966,1017,1983,151,121,272,8520,7035,15555
POA6170,97,133,230,47,21,68,0,0,0,0,3,3,4,0,4,1101,824,1925,112,94,206,27,0,27,19,0,19,5,0,5,38,6,44,10,21,31,1460,1102,2562,29,34,63,3,0,3,0,0,0,16,16,32,3,3,6,3,0,3,54,53,107,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,7,6,13,61,62,123,9,19,28,3,0,3,0,0,0,12,19,31,17,38,55,183,198,381,28,20,48,1761,1439,3200
POA6171,108,133,241,115,19,134,0,0,0,0,0,0,4,3,7,2891,2272,5163,237,208,445,74,3,77,50,6,56,8,7,15,125,22,147,60,37,97,3672,2710,6382,52,26,78,0,0,0,0,0,0,80,75,155,11,20,31,8,3,11,151,124,275,0,0,0,0,0,0,3,3,6,3,4,7,3,0,3,9,7,16,60,16,76,220,147,367,33,41,74,3,0,3,4,0,4,40,41,81,89,181,270,445,482,927,48,32,80,4514,3593,8107
POA6172,71,79,150,96,52,148,0,0,0,0,0,0,3,0,3,2181,1805,3986,221,129,350,43,0,43,52,3,55,24,4,28,102,13,115,67,60,127,2860,2145,5005,43,28,71,0,0,0,0,0,0,35,38,73,8,13,21,0,0,0,86,79,165,0,0,0,0,0,0,3,3,6,5,3,8,3,0,3,11,6,17,38,15,53,135,100,235,15,24,39,0,4,4,0,0,0,15,28,43,43,92,135,398,443,841,55,43,98,3506,2851,6357
POA6173,62,53,115,92,22,114,3,0,3,0,0,0,0,0,0,1816,1518,3334,178,129,307,42,3,45,31,0,31,4,4,8,93,15,108,51,40,91,2372,1784,4156,33,18,51,0,0,0,0,0,0,65,55,120,7,10,17,4,0,4,109,83,192,0,0,0,0,0,0,3,3,6,0,7,7,0,0,0,3,10,13,38,5,43,150,98,248,18,23,41,0,0,0,4,0,4,22,23,45,43,98,141,284,317,601,21,19,40,2892,2339,5231
POA6174,7,12,19,21,0,21,0,0,0,0,0,0,0,0,0,353,274,627,43,16,59,11,0,11,5,0,5,4,0,4,14,3,17,6,12,18,464,317,781,9,5,14,0,0,0,0,0,0,8,10,18,0,0,0,0,0,0,17,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,24,18,42,5,6,11,0,0,0,0,0,0,5,6,11,5,19,24,72,68,140,7,9,16,577,437,1014
POA6175,13,16,29,27,9,36,3,0,3,0,0,0,3,0,3,488,420,908,57,42,99,10,0,10,3,0,3,4,0,4,19,3,22,8,12,20,635,502,1137,4,5,9,0,0,0,0,0,0,18,11,29,0,3,3,0,0,0,22,19,41,0,0,0,0,0,0,3,0,3,3,0,3,0,5,5,6,5,11,11,3,14,39,27,66,5,8,13,0,0,0,0,0,0,5,8,13,18,32,50,97,72,169,11,11,22,805,652,1457
POA6176,3,3,6,0,3,3,0,0,0,0,0,0,0,0,0,114,94,208,11,8,19,9,0,9,3,0,3,0,0,0,0,0,0,5,3,8,145,111,256,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,4,0,4,0,0,0,0,0,0,4,0,4,14,22,36,21,18,39,4,6,10,196,157,353
POA6180,21,22,43,37,12,49,0,0,0,3,0,3,0,3,3,494,459,953,64,46,110,21,0,21,8,0,8,3,0,3,25,9,34,16,7,23,692,558,1250,6,10,16,0,0,0,0,0,0,8,7,15,0,4,4,0,0,0,14,21,35,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,8,0,8,11,5,16,33,26,59,4,4,8,0,3,3,0,0,0,4,7,11,16,30,46,128,122,250,9,5,14,882,748,1630
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,80,171,11,5,16,5,0,5,3,0,3,0,0,0,6,0,6,0,0,0,116,85,201,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,27,20,47,3,0,3,152,120,272
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,194,120,314,13,11,24,12,4,16,6,0,6,0,0,0,7,3,10,9,8,17,249,146,395,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,4,10,0,0,0,3,0,3,0,0,0,3,0,3,21,25,46,33,36,69,3,3,6,315,214,529
POA6208,16,10,26,64,6,70,0,0,0,3,0,3,3,3,6,1227,984,2211,141,80,221,47,0,47,20,0,20,7,7,14,40,10,50,53,52,105,1621,1152,2773,0,3,3,0,0,0,0,0,0,15,23,38,4,0,4,0,0,0,19,26,45,0,0,0,0,0,0,8,3,11,3,0,3,0,0,0,11,3,14,22,4,26,52,33,85,8,9,17,3,0,3,0,0,0,11,9,20,102,106,208,302,287,589,45,35,80,2133,1622,3755
POA6209,8,4,12,15,0,15,0,0,0,0,0,0,0,0,0,247,210,457,30,21,51,18,0,18,3,0,3,0,0,0,8,3,11,13,8,21,342,246,588,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,6,12,0,5,5,0,0,0,0,0,0,0,5,5,12,26,38,45,50,95,12,5,17,417,338,755
POA6210,242,246,488,364,149,513,3,4,7,0,0,0,19,17,36,7629,6673,14302,958,678,1636,243,4,247,103,13,116,96,38,134,342,72,414,251,272,523,10250,8166,18416,115,85,200,0,0,0,0,0,0,130,117,247,23,34,57,14,3,17,282,239,521,0,0,0,0,0,0,19,3,22,13,16,29,10,3,13,42,22,64,157,47,204,481,308,789,69,48,117,16,4,20,5,3,8,90,55,145,259,500,759,1638,1681,3319,217,162,379,12935,10872,23807
POA6211,12,17,29,37,14,51,3,0,3,0,0,0,0,0,0,702,631,1333,77,51,128,30,3,33,9,0,9,8,0,8,32,7,39,25,17,42,935,740,1675,3,6,9,0,0,0,0,0,0,15,8,23,0,3,3,0,0,0,18,17,35,0,0,0,0,0,0,4,0,4,3,0,3,3,0,3,10,0,10,22,3,25,50,20,70,9,6,15,3,0,3,3,0,3,15,6,21,40,78,118,201,173,374,26,11,37,1267,1028,2295
POA6213,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,109,75,184,15,12,27,3,0,3,0,0,0,4,0,4,4,3,7,10,13,23,148,107,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,3,3,0,3,3,18,14,32,23,23,46,4,3,7,197,150,347
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,81,9,4,13,0,0,0,0,0,0,0,0,0,5,0,5,5,4,9,61,47,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,16,7,23,4,3,7,93,72,165
POA6215,0,3,3,26,6,32,0,0,0,0,0,0,0,0,0,563,402,965,57,31,88,21,4,25,3,3,6,3,3,6,15,3,18,31,37,68,719,492,1211,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,13,6,19,3,0,3,0,0,0,0,0,0,3,0,3,31,40,71,108,91,199,8,12,20,882,641,1523
POA6218,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,48,39,87,10,5,15,3,0,3,0,0,0,0,3,3,3,0,3,0,0,0,67,47,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,8,16,3,3,6,85,61,146
POA6220,0,0,0,21,5,26,0,0,0,0,0,0,0,0,0,739,535,1274,111,74,185,23,3,26,14,3,17,6,3,9,12,6,18,38,31,69,964,660,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,10,3,13,0,0,0,0,0,0,3,0,3,3,0,3,82,74,156,112,121,233,20,21,41,1191,879,2070
POA6221,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,64,51,115,6,0,6,0,0,0,4,0,4,4,0,4,5,3,8,5,4,9,91,61,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,20,39,10,13,23,0,3,3,123,97,220
POA6224,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,160,138,298,25,12,37,13,0,13,3,0,3,3,0,3,4,0,4,13,13,26,227,166,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,0,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31,26,38,64,13,12,25,289,231,520
POA6225,0,0,0,312,17,329,3,0,3,0,0,0,5,0,5,1428,1081,2509,247,114,361,22,0,22,9,4,13,14,4,18,17,6,23,45,60,105,2102,1286,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,3,0,3,0,0,0,16,6,22,25,0,25,41,6,47,0,0,0,0,0,0,4,0,4,4,0,4,28,40,68,345,243,588,40,30,70,2560,1605,4165
POA6226,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,130,104,234,16,5,21,3,0,3,3,0,3,0,0,0,3,3,6,0,4,4,161,116,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,6,13,19,24,20,44,0,3,3,194,152,346
POA6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,83,176,11,12,23,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,111,95,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,20,40,0,0,0,135,119,254
POA6229,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,80,54,134,10,7,17,8,3,11,5,3,8,0,0,0,0,0,0,7,3,10,115,70,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,3,0,3,15,19,34,13,8,21,0,3,3,150,100,250
POA6230,6,0,6,378,116,494,3,0,3,0,3,3,23,28,51,7053,5705,12758,847,652,1499,122,8,130,73,17,90,138,61,199,102,22,124,258,270,528,9003,6882,15885,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,7,0,7,0,0,0,0,0,0,76,5,81,7,12,19,3,0,3,86,17,103,104,49,153,197,66,263,4,0,4,6,4,10,13,0,13,23,4,27,152,337,489,944,1225,2169,153,127,280,10472,8641,19113
POA6232,4,0,4,142,34,176,3,0,3,0,0,0,3,3,6,1667,1418,3085,235,123,358,33,0,33,19,3,22,15,0,15,31,10,41,12,23,35,2164,1614,3778,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,17,5,22,7,3,10,0,0,0,24,8,32,27,4,31,51,18,69,0,0,0,0,0,0,0,0,0,0,0,0,14,66,80,261,329,590,37,37,74,2527,2064,4591
POA6233,0,0,0,206,37,243,0,0,0,0,0,0,0,0,0,2790,2414,5204,302,195,497,42,0,42,24,6,30,17,5,22,54,12,66,43,38,81,3478,2707,6185,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,57,6,63,11,4,15,3,0,3,71,10,81,46,15,61,122,25,147,3,0,3,0,3,3,5,0,5,8,3,11,60,142,202,482,520,1002,53,41,94,4203,3438,7641
POA6236,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,355,280,635,30,22,52,13,0,13,6,0,6,3,0,3,6,5,11,11,7,18,434,314,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,9,0,9,14,0,14,0,0,0,3,0,3,0,0,0,3,0,3,44,61,105,59,72,131,7,6,13,561,453,1014
POA6237,0,0,0,13,3,16,0,0,0,0,0,0,0,0,0,442,380,822,32,32,64,25,0,25,3,0,3,3,3,6,12,3,15,24,12,36,554,433,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,6,0,6,3,3,6,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,59,62,121,69,72,141,9,4,13,700,574,1274
POA6239,0,0,0,19,3,22,0,0,0,0,0,0,0,0,0,627,524,1151,74,47,121,19,0,19,7,3,10,4,3,7,21,5,26,39,27,66,810,612,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,16,0,16,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,66,78,144,102,130,232,24,10,34,1025,830,1855
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,27,67,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,7,0,7,50,31,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,35,10,8,18,3,0,3,85,52,137
POA6244,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,174,133,307,18,13,31,10,0,10,6,0,6,3,0,3,11,0,11,28,28,56,254,177,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,9,3,12,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,101,83,184,36,51,87,14,4,18,414,321,735
POA6251,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,71,42,113,4,3,7,3,0,3,0,0,0,0,0,0,3,3,6,10,4,14,95,52,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,18,22,40,4,13,17,0,3,3,120,93,213
POA6253,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,73,65,138,3,4,7,4,0,4,0,0,0,0,0,0,3,0,3,6,4,10,93,73,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,53,15,17,32,0,0,0,133,118,251
POA6254,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,92,73,165,13,5,18,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,113,87,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,18,32,16,15,31,0,0,0,146,120,266
POA6255,0,0,0,22,5,27,0,0,0,0,0,0,0,0,0,496,445,941,32,46,78,28,0,28,3,0,3,4,0,4,20,3,23,40,46,86,645,545,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,5,0,5,5,4,9,0,0,0,3,0,3,3,0,3,6,0,6,60,66,126,99,127,226,17,7,24,832,749,1581
POA6256,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,23,27,50,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,3,6,35,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,17,8,25,4,3,7,0,0,0,59,47,106
POA6258,3,0,3,21,3,24,3,0,3,0,0,0,0,0,0,1029,857,1886,109,87,196,35,3,38,12,0,12,6,0,6,24,3,27,65,79,144,1307,1032,2339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,19,15,4,19,0,0,0,0,0,0,3,0,3,3,0,3,108,91,199,137,197,334,27,23,50,1597,1347,2944
