POA_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA6368,34,29,62,26,8,32,0,7,6,3,0,3,0,0,0,31,18,50,0,6,9,0,0,0,91.2,62.1,80.6,85.3,51.7,66.1,0,0,0,0,0,0,0,6,9,0,7,4,0,0,3,0,0,0,0,0,0,0,0,3,34,30,63,3,3,5,25,21,47,4,9,17
POA6369,283,276,559,163,67,230,16,61,79,7,13,26,6,5,10,189,148,342,72,100,177,3.2,3.4,2.9,66.8,53.6,61.2,65.7,51.1,59.9,3,0,0,0,3,3,9,32,46,3,15,25,43,19,62,0,3,8,0,5,8,45,32,79,279,267,543,33,34,66,183,171,348,105,116,220
POA6370,178,171,357,94,34,128,19,55,74,11,7,19,12,3,17,133,102,232,42,66,109,9,2.9,7.3,74.7,59.6,65,69.7,56.1,61.9,0,0,0,0,3,3,6,17,21,5,19,31,38,22,53,3,9,9,4,4,3,46,28,69,189,191,377,22,18,44,139,136,279,56,56,112
POA6372,58,48,101,16,7,27,6,10,17,3,3,7,0,0,0,28,20,53,9,16,31,0,0,0,48.3,41.7,52.5,43.1,41.7,50.5,0,0,0,0,0,0,0,0,3,3,5,6,9,3,14,0,0,3,0,0,3,8,6,20,46,41,86,4,7,11,39,32,68,15,10,17
POA6373,37,29,66,31,4,37,0,8,14,3,3,3,0,3,3,36,20,56,3,9,7,0,15,5.4,97.3,69,84.8,91.9,51.7,81.8,0,0,0,0,4,4,0,4,3,0,0,0,8,4,14,0,0,0,0,0,0,8,3,10,39,39,80,0,0,3,34,30,63,3,5,13
POA6375,417,386,806,204,85,293,31,94,125,15,22,32,8,7,19,261,203,465,110,153,262,3.1,3.4,4.1,62.6,52.6,57.7,60,52.1,55.8,0,0,0,3,5,5,18,45,69,5,31,45,88,41,126,0,9,7,3,9,10,93,58,149,388,346,733,61,72,131,264,242,507,161,153,312
POA6383,400,418,818,139,66,208,34,72,104,20,22,42,16,5,25,217,158,375,133,216,346,7.4,3.2,6.7,54.3,37.8,45.8,48.3,38.3,43.3,0,3,6,4,7,13,19,32,45,14,31,47,71,37,112,0,3,5,3,9,10,79,53,132,351,374,725,55,61,114,256,261,511,133,147,285
POA6384,16,8,27,7,4,13,6,4,6,0,0,0,0,0,0,12,11,18,0,0,8,0,0,0,75,137.5,66.7,81.3,100,70.4,0,0,0,0,0,0,0,3,3,0,0,0,6,0,5,0,0,0,3,0,4,9,3,14,20,16,30,3,0,5,13,8,24,7,3,9
POA6385,6,6,21,3,0,4,4,6,4,0,0,0,0,0,0,3,5,8,5,3,6,0,0,0,50,83.3,38.1,116.7,100,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,11,8,16,0,0,0,7,8,14,0,0,3
POA6386,46,30,80,17,7,24,10,10,18,0,0,0,0,0,0,29,18,48,16,9,26,0,0,0,63,60,60,58.7,56.7,52.5,0,0,0,0,0,0,4,5,3,3,0,8,12,11,19,0,0,0,0,0,0,12,7,18,39,29,74,3,3,8,31,27,59,9,10,19
POA6390,745,665,1407,388,150,541,48,157,207,55,34,89,26,27,54,519,365,886,151,247,403,5,7.4,6.1,69.7,54.9,63,65.9,51.3,59.5,15,10,20,3,14,16,53,67,123,42,62,103,223,65,291,3,6,12,15,15,26,239,92,328,682,618,1300,168,151,321,384,350,729,392,367,761
POA6391,416,378,801,239,98,334,43,109,149,19,20,37,5,6,11,306,231,542,73,105,177,1.6,2.6,2,73.6,61.1,67.7,72.4,60.1,64.9,0,3,6,0,12,16,21,55,74,36,31,60,86,38,129,6,3,13,7,10,14,103,57,156,402,366,767,63,60,120,288,264,555,141,126,272
POA6392,188,185,367,101,40,144,28,58,83,9,3,14,8,3,15,142,111,252,33,62,94,5.6,2.7,6,75.5,60,68.7,73.4,54.6,65.7,3,0,5,0,5,5,10,24,28,5,17,26,32,23,57,3,3,9,4,3,10,37,28,72,187,168,350,35,46,74,134,121,258,62,69,132
POA6393,55,37,98,31,9,34,6,18,18,3,3,4,5,0,5,38,27,61,15,10,25,13.2,0,8.2,69.1,73,62.2,72.7,81.1,57.1,0,3,3,0,0,0,0,0,3,3,0,4,6,5,16,0,0,0,3,3,3,10,6,21,56,37,96,8,5,14,43,27,65,16,13,34
POA6394,196,172,364,115,56,170,20,44,62,7,6,18,5,0,3,140,107,245,44,46,88,3.6,0,1.2,71.4,62.2,67.3,72.4,61.6,68.7,0,4,3,0,3,3,17,30,45,10,18,23,44,18,57,0,0,0,9,6,13,49,26,71,189,166,356,26,24,56,155,142,302,48,42,86
POA6395,642,653,1295,327,155,481,73,161,234,35,28,70,15,8,20,451,356,804,121,222,342,3.3,2.2,2.5,70.2,54.5,62.1,67.8,52.7,60.6,3,6,12,3,8,10,46,101,148,30,58,84,118,75,188,7,7,13,13,11,24,131,89,222,634,670,1303,78,74,149,480,488,965,182,201,384
POA6396,158,143,299,87,46,137,8,37,48,5,3,13,7,4,9,104,92,201,29,29,59,6.7,4.3,4.5,65.8,64.3,67.2,63.3,60.1,66.2,0,0,0,0,3,3,4,19,21,12,16,29,25,22,46,0,7,11,5,3,8,31,33,61,143,138,283,17,12,32,99,80,179,59,62,117
POA6397,39,36,72,13,7,21,0,13,10,0,0,0,3,3,5,20,24,40,11,14,27,15,12.5,12.5,51.3,66.7,55.6,33.3,55.6,43.1,0,0,0,0,0,0,0,7,7,0,3,3,9,3,11,0,0,3,0,3,5,8,9,15,38,34,78,3,3,7,33,27,62,10,6,17
POA6398,257,218,475,73,28,100,28,59,82,13,13,25,7,3,11,122,100,216,110,101,215,5.7,3,5.1,47.5,45.9,45.5,44.4,45.9,43.6,4,4,11,5,3,6,19,28,38,14,22,38,72,19,88,0,4,4,5,7,13,76,32,105,215,203,416,36,32,70,160,153,313,88,73,165
POA6401,3451,3157,6613,1213,666,1881,296,702,1002,86,82,171,171,121,288,1771,1569,3340,1354,1283,2633,9.7,7.7,8.6,51.3,49.7,50.5,46.2,45.9,46.2,48,39,85,24,32,55,154,268,429,154,212,369,709,359,1068,44,89,127,38,92,130,792,534,1323,2835,2945,5779,490,523,1013,1850,1914,3763,1250,1346,2587
POA6403,72,67,147,35,17,50,5,18,23,3,0,3,3,0,5,46,36,83,24,25,47,6.5,0,6,63.9,53.7,56.5,59.7,52.2,51.7,0,3,3,0,3,3,3,5,7,0,3,8,20,9,34,0,0,0,0,0,0,25,10,33,67,65,140,8,13,21,47,50,101,29,25,59
POA6405,137,111,244,68,25,92,14,35,46,8,5,12,3,4,5,90,73,162,38,39,77,3.3,5.5,3.1,65.7,65.8,66.4,65.7,58.6,61.5,0,0,0,0,0,0,3,11,9,4,8,12,30,10,41,0,0,3,3,3,10,38,17,54,134,117,255,22,22,35,110,87,197,43,39,80
POA6407,532,403,935,234,76,313,32,98,126,15,12,33,20,14,29,302,197,499,171,157,330,6.6,7.1,5.8,56.8,48.9,53.4,52.8,46.2,50.5,0,3,8,0,0,4,21,41,65,21,19,41,129,43,170,3,12,16,9,6,18,140,64,205,470,371,838,105,77,183,273,226,501,274,197,470
POA6409,160,147,308,76,37,109,14,38,47,9,4,7,4,4,9,103,75,182,33,49,86,3.9,5.3,4.9,64.4,51,59.1,61.9,53.7,52.9,0,0,0,0,7,8,7,22,27,4,7,15,24,3,26,0,3,7,0,9,5,28,20,41,172,146,319,9,15,28,109,94,205,63,56,119
POA6410,419,432,856,155,63,224,44,101,141,17,9,29,18,7,21,232,189,415,144,198,346,7.8,3.7,5.1,55.4,43.8,48.5,51.6,40,46,3,0,6,0,4,5,10,36,48,19,32,49,86,50,135,3,3,5,4,9,15,93,58,152,427,427,855,31,41,70,294,303,594,142,140,286
POA6411,55,55,108,25,12,44,3,13,22,0,0,0,0,0,0,30,31,61,15,17,38,0,0,0,54.5,56.4,56.5,50.9,45.5,61.1,0,0,0,0,0,0,4,6,10,5,3,8,8,6,13,0,0,0,0,6,7,15,6,21,53,52,108,0,0,3,45,38,77,14,17,28
POA6412,28,16,41,13,11,20,0,3,6,0,3,3,0,0,0,16,16,29,4,4,7,0,0,0,57.1,100,70.7,46.4,106.3,70.7,0,0,0,0,0,0,0,6,9,0,0,0,11,3,9,0,0,0,0,0,0,11,3,9,20,22,41,0,0,0,17,17,31,0,3,3
POA6413,29,15,45,8,5,14,0,4,5,3,0,3,0,0,0,15,11,27,10,3,17,0,0,0,51.7,73.3,60,37.9,60,48.9,0,0,0,0,0,0,0,3,3,0,3,3,6,0,6,0,0,0,0,0,0,6,0,6,23,20,45,3,0,3,17,12,32,11,3,12
POA6414,33,21,51,19,8,25,3,8,15,0,0,0,0,0,0,24,12,35,3,6,9,0,0,0,72.7,57.1,68.6,66.7,76.2,78.4,0,0,0,0,0,0,4,3,9,0,0,3,4,0,4,0,0,0,0,0,3,9,3,10,34,26,53,0,0,3,16,17,32,9,12,23
POA6415,1290,1137,2421,570,285,857,118,255,371,53,48,109,52,26,79,788,615,1412,400,434,828,6.6,4.2,5.6,61.1,54.1,58.3,57.4,51.7,55.2,14,3,17,8,22,34,57,103,159,45,90,140,305,118,424,16,33,43,17,26,36,333,177,506,1162,1057,2219,276,231,513,764,705,1474,597,498,1090
POA6418,289,275,557,132,71,201,20,52,81,10,5,13,9,9,13,176,137,315,90,117,205,5.1,6.6,4.1,60.9,49.8,56.6,56.1,46.5,53,0,0,0,0,8,8,19,37,53,18,27,37,62,29,91,3,9,7,3,4,4,67,32,101,274,266,543,45,45,90,207,185,388,101,110,216
POA6419,25,20,40,13,5,22,0,4,4,0,0,0,0,0,0,18,17,30,8,6,13,0,0,0,72,85,75,52,45,65,0,0,0,0,0,0,0,4,3,0,4,4,6,4,6,0,0,0,0,0,0,6,4,6,26,24,47,4,4,7,14,13,30,9,9,23
POA6420,43,43,91,32,11,38,0,11,17,0,3,3,0,0,0,33,25,57,7,8,13,0,0,0,76.7,58.1,62.6,74.4,58.1,63.7,0,0,0,0,0,0,3,5,5,0,3,3,4,3,8,0,0,0,0,0,0,4,4,12,39,35,76,9,4,12,39,28,65,8,11,14
POA6421,57,61,112,31,17,43,4,15,16,3,3,5,0,0,0,32,33,62,12,16,30,0,0,0,56.1,54.1,55.4,66.7,57.4,57.1,0,0,0,0,0,0,0,9,9,3,6,3,4,0,7,0,0,3,0,6,3,8,3,12,59,64,128,0,3,3,43,52,95,11,16,26
POA6422,23,21,42,17,3,21,0,5,5,0,0,0,0,0,0,16,11,31,3,3,9,0,0,0,69.6,52.4,73.8,73.9,38.1,61.9,0,0,0,0,0,0,4,5,14,0,0,3,4,3,6,0,0,0,0,0,0,4,0,8,17,14,37,9,3,13,17,12,32,7,6,12
POA6423,116,71,185,67,26,99,11,10,24,5,6,9,4,0,4,93,44,135,10,21,34,4.3,0,3,80.2,62,73,71.6,59.2,71.4,0,0,0,0,3,3,10,3,13,3,10,13,35,7,39,0,0,0,4,0,3,38,8,45,87,53,139,26,11,41,54,33,89,54,31,86
POA6424,41,31,68,23,9,30,3,7,11,3,0,3,0,0,3,26,19,46,5,8,8,0,0,6.5,63.4,61.3,67.6,70.7,51.6,64.7,0,0,0,0,0,0,0,0,3,0,0,3,6,0,3,0,0,0,0,0,0,6,0,3,25,22,51,4,6,12,25,16,43,10,5,17
POA6425,42,38,80,28,3,33,3,14,13,0,0,0,0,0,0,26,21,45,6,9,13,0,0,0,61.9,55.3,56.3,73.8,44.7,57.5,0,0,0,0,3,3,0,11,13,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,35,32,66,3,0,3,31,23,56,4,4,7
POA6426,413,294,711,195,69,261,27,59,86,30,12,42,18,18,34,274,152,424,87,106,193,6.6,11.8,8,66.3,51.7,59.6,61,47.6,54.7,3,3,3,0,3,3,10,21,37,8,19,27,89,28,112,0,5,6,4,5,12,98,38,133,340,263,605,77,57,132,255,179,438,138,114,251
POA6427,77,11,94,48,9,51,3,0,3,3,0,7,0,0,0,51,7,61,3,3,4,0,0,0,66.2,63.6,64.9,70.1,81.8,64.9,0,0,0,0,0,0,3,0,5,3,3,3,23,4,23,3,0,0,3,0,3,29,3,28,40,9,46,11,3,19,15,0,17,38,9,48
POA6428,19,17,42,14,4,21,0,8,11,0,0,0,0,0,0,17,12,34,0,6,7,0,0,0,89.5,70.6,81,73.7,70.6,76.2,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,3,4,6,8,26,25,51,3,3,6,21,19,38,8,5,13
POA6429,421,364,790,160,88,248,23,49,72,13,14,26,31,17,47,231,170,400,147,149,294,13.4,10,11.8,54.9,46.7,50.6,46.6,41.5,43.8,0,7,6,3,3,7,8,19,28,22,27,54,90,40,132,0,7,9,4,10,9,95,55,148,372,315,691,83,87,165,245,183,420,178,193,375
POA6430,9070,8353,17423,5469,2814,8278,625,1958,2587,367,319,683,319,329,647,6775,5422,12201,1364,2190,3557,4.7,6.1,5.3,74.7,64.9,70,71.2,60.9,66.3,248,189,435,80,163,241,719,1112,1833,519,683,1197,2798,964,3766,88,162,247,113,203,320,2996,1334,4330,8146,7680,15822,2080,1974,4057,4486,4129,8612,5108,4949,10061
POA6431,483,350,833,178,70,247,24,21,52,26,17,39,38,41,73,263,151,413,143,157,294,14.4,27.2,17.7,54.5,43.1,49.6,47.2,30.9,40.6,7,4,9,7,0,8,24,18,48,20,5,24,91,22,115,4,3,7,15,15,23,111,38,145,429,331,764,102,71,168,300,260,567,196,111,306
POA6432,2964,2576,5534,1522,714,2238,225,546,766,122,85,213,146,123,273,2020,1468,3490,557,804,1355,7.2,8.4,7.8,68.2,57,63.1,63.1,52.2,58.1,26,15,42,7,18,22,75,131,202,81,176,256,881,308,1190,31,62,92,38,63,102,955,433,1384,2573,2356,4932,529,496,1023,1623,1439,3057,1312,1214,2519
POA6434,109,41,157,77,15,91,3,4,7,0,0,0,0,0,0,85,15,106,16,24,37,0,0,0,78,36.6,67.5,73.4,46.3,62.4,0,0,0,0,0,0,14,7,18,7,0,7,30,10,39,0,0,0,5,0,5,34,10,40,77,40,116,38,5,40,48,27,72,59,19,78
POA6436,47,43,91,15,14,24,3,3,5,0,0,3,3,0,4,22,18,40,17,17,31,13.6,0,10,46.8,41.9,44,38.3,39.5,35.2,0,0,3,0,0,0,3,3,10,3,3,3,0,0,3,0,0,0,0,0,0,3,0,0,37,38,73,3,11,14,21,24,45,16,17,36
POA6437,316,153,465,167,53,224,16,19,35,14,7,19,0,4,4,195,84,283,6,40,46,0,4.8,1.4,61.7,54.9,60.9,62.3,51.6,59.8,6,0,3,0,3,6,14,19,37,12,8,18,86,16,99,0,3,5,3,0,5,91,21,109,137,101,243,109,71,179,56,43,96,175,106,280
POA6438,450,261,714,220,98,314,31,24,54,23,8,29,10,10,17,281,136,414,67,71,133,3.6,7.4,4.1,62.4,52.1,58,60.9,49.8,55.6,4,5,13,0,10,13,26,18,41,23,19,42,98,20,115,3,6,8,3,4,7,107,30,132,306,178,481,86,66,152,168,87,253,210,141,353
POA6440,720,290,1009,389,102,491,34,28,62,43,4,49,28,19,54,497,155,646,77,88,163,5.6,12.3,8.4,69,53.4,64,64.7,46.2,59.7,10,6,15,5,3,12,32,23,60,32,17,51,197,28,222,4,0,3,18,13,36,216,49,260,498,232,722,131,81,213,238,133,374,363,160,524
POA6442,1025,889,1913,523,232,753,42,174,219,51,36,91,55,38,91,675,475,1156,190,314,507,8.1,8,7.9,65.9,53.4,60.4,60.1,49.7,55.6,11,4,18,3,13,17,38,53,87,33,64,92,318,100,420,6,15,24,14,18,39,337,141,479,899,822,1725,208,217,433,570,483,1060,452,469,923
POA6443,431,304,734,179,91,272,25,37,65,19,8,29,26,10,35,253,150,399,97,105,205,10.3,6.7,8.8,58.7,49.3,54.4,51.7,44.7,49.9,3,3,6,3,3,8,18,20,39,19,14,28,100,26,121,3,10,8,7,7,13,106,37,146,288,229,514,103,72,176,192,153,349,182,139,319
POA6445,83,67,152,40,11,56,11,18,33,7,3,13,0,0,0,60,40,99,8,19,26,0,0,0,72.3,59.7,65.1,69.9,47.8,67.1,0,0,0,0,0,0,0,3,6,5,3,8,18,8,29,0,0,0,0,3,4,20,13,32,76,64,137,7,11,23,65,52,115,21,16,39
POA6446,56,43,99,39,13,45,4,16,15,3,3,7,0,0,0,40,29,68,7,9,13,0,0,0,71.4,67.4,68.7,82.1,74.4,67.7,0,0,0,0,0,0,0,10,9,3,5,6,14,3,18,0,3,3,0,0,0,20,7,22,54,50,100,3,3,6,43,39,81,9,13,23
POA6447,85,64,148,58,29,80,3,15,19,3,0,3,0,0,0,61,42,104,3,9,15,0,0,0,71.8,65.6,70.3,75.3,68.8,68.9,0,0,0,0,3,3,4,10,20,5,8,8,24,5,27,0,0,0,0,0,3,20,8,34,78,61,139,7,3,6,53,33,88,24,27,48
POA6448,190,178,365,77,36,112,13,38,46,3,4,15,12,6,12,103,90,191,69,71,141,11.7,6.7,6.3,54.2,50.6,52.3,48.9,43.8,47.4,3,0,4,0,4,6,9,13,23,3,18,23,36,17,59,3,3,5,3,3,4,43,28,66,170,156,319,38,49,81,110,91,199,87,97,184
POA6450,5298,5333,10633,2460,1118,3585,530,1423,1956,247,204,452,169,119,288,3414,2873,6282,1234,1888,3118,5,4.1,4.6,64.4,53.9,59.1,61.1,51.5,56.4,46,50,97,41,106,144,281,504,787,254,446,701,1341,619,1966,67,142,210,87,142,225,1497,905,2403,4890,4930,9826,897,920,1820,3228,3220,6450,2219,2319,4537
POA6452,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,299,307,599,124,47,175,22,81,106,10,11,22,8,10,23,167,144,313,94,127,221,4.8,6.9,7.3,55.9,46.9,52.3,52.2,45.3,50.6,4,3,6,3,4,8,14,29,45,7,21,30,63,32,87,0,4,5,0,3,5,64,40,99,288,281,570,35,45,81,226,214,434,79,97,175
POA6461,208,208,412,113,36,146,19,46,65,7,4,15,7,4,9,142,92,241,51,97,148,4.9,4.3,3.7,68.3,44.2,58.5,66.8,41.3,54.9,0,0,7,0,3,3,11,18,26,6,23,34,35,13,57,7,6,12,0,0,3,44,28,72,208,206,414,33,26,63,139,138,273,79,81,164
POA6462,49,45,94,30,10,38,4,16,24,0,0,0,0,0,4,35,31,60,15,15,28,0,0,6.7,71.4,68.9,63.8,69.4,57.8,66,0,0,0,0,0,0,0,10,11,3,3,7,7,3,16,0,0,0,0,0,3,6,9,17,53,52,101,10,11,21,39,32,71,19,18,36
POA6463,8,6,20,6,3,10,0,3,3,0,0,0,0,0,0,6,3,8,3,5,9,0,0,0,75,50,40,75,100,65,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,4,3,5,11,7,18,0,0,0,6,7,12,0,0,0
POA6465,13,9,25,5,3,11,0,6,4,0,0,0,0,0,0,8,8,14,4,3,7,0,0,0,61.5,88.9,56,38.5,100,60,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,12,15,29,0,0,0,9,10,21,5,3,5
POA6466,31,27,56,19,10,30,0,8,12,0,0,0,3,0,4,24,19,42,3,8,10,12.5,0,9.5,77.4,70.4,75,61.3,66.7,75,0,0,0,0,3,3,0,0,0,0,3,3,11,0,11,0,0,0,0,0,0,11,0,12,29,22,53,3,0,3,18,19,41,9,6,16
POA6467,10,10,26,5,4,11,0,0,4,0,0,0,0,0,0,9,4,14,3,6,5,0,0,0,90,40,53.8,50,40,57.7,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,17,17,26,0,0,0,15,9,21,0,0,0
POA6468,115,85,198,61,31,92,6,21,27,3,0,3,3,3,7,81,52,124,20,23,47,3.7,5.8,5.6,70.4,61.2,62.6,60.9,61.2,61.6,0,3,3,0,3,3,3,12,16,7,4,13,17,3,16,0,0,0,0,3,5,20,8,23,107,79,189,15,12,29,82,59,134,41,32,69
POA6470,8,3,13,5,0,5,0,0,0,0,0,0,0,0,0,5,3,10,0,3,0,0,0,0,62.5,100,76.9,62.5,0,38.5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,15,0,0,0,7,4,7,3,0,4
POA6472,72,62,133,51,28,76,0,23,26,0,3,10,3,0,5,58,51,113,8,4,12,5.2,0,4.4,80.6,82.3,85,70.8,87.1,84.2,0,0,0,0,0,0,8,9,17,0,7,9,17,7,18,3,3,6,0,3,3,20,8,29,76,63,136,14,11,26,63,48,111,26,24,48
POA6473,16,20,35,14,4,13,0,3,3,0,0,0,0,0,0,14,7,24,9,9,9,0,0,0,87.5,35,68.6,87.5,35,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,4,21,23,39,3,0,3,19,13,34,4,4,7
POA6475,167,156,321,84,35,124,8,39,51,4,7,13,3,4,5,106,83,187,49,58,107,2.8,4.8,2.7,63.5,53.2,58.3,57.5,51.9,58.6,0,0,0,0,7,7,6,10,15,3,7,9,40,21,56,3,0,3,3,3,6,44,22,67,175,156,326,22,18,42,130,116,246,53,53,99
POA6476,20,18,45,15,13,23,0,0,3,0,0,0,0,0,3,18,13,31,7,8,10,0,0,9.7,90,72.2,68.9,75,72.2,57.8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,7,5,8,27,21,44,0,8,9,23,14,38,5,8,10
POA6477,125,94,222,65,27,94,6,24,35,9,3,6,0,0,4,84,53,136,28,34,61,0,0,2.9,67.2,56.4,61.3,64,57.4,60.8,0,0,0,0,3,3,7,6,11,3,10,10,15,7,23,0,5,5,4,4,5,16,19,39,111,93,198,24,15,32,77,68,143,42,34,78
POA6479,229,203,430,143,58,194,17,51,68,4,8,10,5,3,8,166,113,279,40,79,118,3,2.7,2.9,72.5,55.7,64.9,71.6,57.6,63.3,3,0,3,0,0,3,4,29,36,7,17,20,58,21,79,0,4,4,0,3,7,61,27,88,216,187,401,38,41,83,167,140,312,69,73,141
POA6480,17,18,40,12,5,16,0,3,6,3,0,3,0,0,0,14,12,23,6,6,13,0,0,0,82.4,66.7,57.5,88.2,44.4,62.5,0,0,0,0,0,0,0,3,4,0,0,3,4,0,4,0,0,0,0,0,0,8,0,8,17,18,38,0,0,3,19,12,29,7,7,14
POA6484,75,24,96,43,7,52,4,5,8,3,0,3,4,3,11,56,14,67,5,0,5,7.1,21.4,16.4,74.7,58.3,69.8,66.7,50,65.6,0,0,0,0,0,0,3,3,3,5,0,8,22,4,19,0,0,0,0,0,3,18,5,24,52,14,62,13,0,10,30,11,41,27,9,38
POA6485,219,198,421,74,35,114,19,40,61,9,3,6,9,12,19,111,89,205,75,84,162,8.1,13.5,9.3,50.7,44.9,48.7,46.6,39.4,43,0,0,0,0,4,4,8,20,27,6,15,21,44,22,63,0,4,4,5,4,10,52,25,81,193,176,364,21,27,49,138,111,253,69,79,154
POA6487,31,12,44,18,5,20,3,3,4,3,0,3,0,0,0,22,11,30,0,6,7,0,0,0,71,91.7,68.2,77.4,66.7,61.4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3,20,10,32,5,3,9,18,10,31,5,3,9
POA6488,87,78,159,36,12,45,6,18,26,6,3,4,3,0,3,52,30,78,21,37,61,5.8,0,3.8,59.8,38.5,49.1,55.2,42.3,47.2,0,3,3,0,3,3,3,0,7,3,4,7,20,5,24,3,3,6,0,3,3,18,15,28,70,57,130,9,14,25,46,46,91,31,33,59
POA6489,49,38,92,15,8,23,3,3,4,0,4,6,0,0,0,18,15,40,21,15,41,0,0,0,36.7,39.5,43.5,36.7,39.5,35.9,0,0,0,0,0,0,4,3,5,0,3,7,8,0,14,0,0,0,0,0,0,8,5,14,42,35,77,6,4,8,31,25,53,20,11,30
POA6490,105,96,206,48,25,74,14,24,31,4,0,4,4,0,4,64,57,117,35,38,71,6.3,0,3.4,61,59.4,56.8,62.9,51,52.9,0,0,3,0,3,3,5,7,14,4,10,16,14,16,28,0,0,0,3,3,3,19,16,38,93,81,178,26,30,52,70,62,131,42,37,76
POA6501,418,384,800,184,103,289,46,92,136,17,20,36,18,15,33,271,217,488,110,134,240,6.6,6.9,6.8,64.8,56.5,61,59.1,56,57.6,0,0,0,0,4,5,17,23,42,21,38,57,118,45,162,0,0,6,6,18,24,124,68,192,413,395,806,29,27,54,284,270,558,145,134,276
POA6502,483,476,956,180,93,274,58,100,160,22,14,36,22,16,33,282,228,507,174,207,381,7.8,7,6.5,58.4,47.9,53,53.8,43.5,49.2,9,3,8,0,8,8,23,34,56,18,45,69,142,55,192,5,14,14,5,8,16,153,75,227,466,463,924,78,88,167,305,307,605,227,212,440
POA6503,924,848,1773,434,212,644,106,217,329,41,28,66,26,29,49,600,491,1085,219,281,502,4.3,5.9,4.5,64.9,57.9,61.2,62.9,53.9,58.6,10,12,17,5,9,14,51,88,140,45,64,113,254,93,344,4,12,17,20,20,42,281,125,408,838,785,1622,173,153,324,572,544,1112,377,348,727
