POA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6069,0,0,0,15,11,354,24,27,0,0,0,3,3,5,23,435,53,0,0,0,3,0,0,0,0,0,55,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,27,29,65,0,3,0,3,0,0,0,0,32,98,3761,952,1835,356,392,268,150,111,80,199,8108,811,695,1822,265,324,203,161,130,77,84,4582,71,50,85,22,13,21,12,26,30,29,363,12,11,10,3,4,3,0,0,0,0,44,890,759,1921,286,337,231,179,160,111,112,4980,9,0,10,0,0,0,0,0,0,49,69,4664,1710,3761,645,727,500,327,271,188,359,13157
POA6070,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,85,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,19,662,95,99,21,17,13,0,8,8,23,937,68,18,34,0,0,0,3,0,0,3,133,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,73,20,32,0,0,0,3,0,0,3,145,0,0,0,0,0,0,0,0,0,6,8,738,117,133,17,19,13,3,8,8,31,1087
POA6071,0,0,0,0,0,60,3,3,0,0,0,0,0,0,0,70,15,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,530,87,80,11,3,6,0,8,3,16,739,60,25,22,0,7,6,3,0,0,0,115,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,57,25,22,0,7,6,3,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,585,106,101,11,8,13,3,4,3,16,856
POA6072,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,122,19,6,0,0,7,0,0,0,5,168,13,7,0,3,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,3,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,133,27,10,3,3,7,0,0,4,12,191
POA6073,0,0,0,0,0,95,3,0,0,0,0,0,0,0,5,103,33,0,0,0,0,0,0,0,0,3,42,7,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,43,539,44,54,7,14,4,4,4,0,19,686,49,8,16,0,8,0,0,4,0,3,94,4,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,58,8,14,0,5,0,0,7,3,3,108,0,0,0,0,0,0,0,0,0,0,3,598,54,71,10,23,7,3,9,3,24,793
POA6074,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,169,7,7,0,0,0,0,0,0,3,197,24,0,4,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,195,7,8,0,0,0,0,0,0,6,223
POA6076,0,0,0,0,6,747,22,11,0,0,3,0,0,0,19,799,196,6,3,0,0,0,0,0,0,3,209,49,3,0,0,0,0,0,0,0,0,53,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,0,0,65,3,0,0,0,0,0,0,0,0,0,3,262,5,3,0,0,0,0,0,0,8,277,4047,458,464,81,71,61,26,35,11,86,5344,544,95,152,36,35,38,38,32,13,21,1001,44,3,3,0,0,0,8,5,0,3,70,10,0,0,0,0,0,0,0,0,0,12,601,94,154,36,34,44,46,39,20,27,1091,11,0,0,0,0,0,0,0,0,0,13,4659,554,616,111,111,104,76,68,27,117,6448
POA6077,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,223,18,25,0,4,0,0,0,0,9,278,51,3,9,0,0,0,3,0,0,4,78,26,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,3,83,5,14,0,0,0,3,0,0,4,110,0,0,0,0,0,0,0,0,0,0,0,306,22,37,0,4,0,3,0,0,13,395
POA6078,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,162,26,31,0,0,0,0,3,0,7,221,36,10,9,0,0,0,0,0,0,4,63,4,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,40,10,12,0,0,0,0,3,0,3,68,0,0,0,0,0,0,0,0,0,0,0,203,32,42,0,0,0,0,4,0,15,292
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
POA6081,0,0,0,0,0,63,3,0,0,0,0,0,0,0,0,68,16,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,708,71,73,13,14,18,4,4,0,24,919,63,11,30,7,12,3,0,6,0,3,131,6,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,61,12,30,7,12,3,0,7,0,0,139,0,0,0,0,0,0,0,0,0,5,5,775,84,97,17,23,19,6,12,3,30,1060
POA6082,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,45,15,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,13,457,55,68,13,6,4,0,3,4,5,618,35,9,16,0,8,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,35,9,19,0,4,0,0,0,0,3,84,0,0,0,0,0,0,0,0,0,0,0,490,63,88,15,10,5,0,5,4,14,704
POA6083,0,0,0,0,0,43,0,0,0,0,0,0,0,0,3,42,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,490,61,34,5,8,12,3,0,0,27,638,62,15,21,3,12,0,3,8,0,3,121,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,62,15,21,3,12,0,3,7,0,5,127,0,0,0,0,0,0,0,0,0,0,0,549,70,57,10,12,13,11,8,0,34,760
POA6084,0,0,0,0,0,74,6,0,0,0,3,0,0,0,0,89,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,1098,233,243,14,47,19,13,7,3,46,1728,88,32,43,11,12,11,16,4,8,7,219,4,0,5,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,96,31,43,8,7,10,16,4,8,8,241,3,0,0,0,0,0,0,0,0,0,6,1202,272,292,25,53,28,25,12,7,59,1973
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6100,0,0,0,0,3,212,3,0,0,0,0,0,0,0,4,223,33,0,0,0,0,0,0,0,0,3,35,27,0,0,0,0,0,0,0,0,0,27,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,77,1381,204,325,113,145,75,81,63,51,61,2490,644,265,709,175,240,303,345,267,191,66,3204,74,24,70,13,21,35,59,53,45,54,452,5,0,0,3,0,0,3,0,0,0,15,723,284,781,197,269,333,399,322,232,127,3668,4,0,3,0,0,0,0,0,0,0,7,2108,490,1109,310,412,414,481,388,283,187,6169
POA6101,0,0,0,0,0,203,3,3,0,0,0,0,0,0,24,233,60,0,0,0,0,0,0,0,0,7,65,27,3,0,0,0,0,0,0,0,4,27,17,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,3,38,4,0,0,0,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,100,4,0,0,0,0,0,0,0,13,113,1472,243,390,125,162,113,78,69,26,93,2777,625,324,760,162,225,229,254,266,115,81,3043,76,28,62,26,35,34,35,78,40,49,461,5,0,3,0,7,0,3,0,0,3,29,709,353,823,192,262,261,298,344,159,129,3529,4,0,3,0,0,0,0,0,0,5,19,2187,604,1217,312,426,377,371,410,180,229,6321
POA6102,0,0,0,4,5,267,11,3,0,3,0,0,0,0,41,326,128,0,0,0,0,0,0,0,0,39,168,36,0,0,0,0,0,0,0,0,24,65,21,0,0,0,0,0,0,0,0,11,34,0,0,0,0,0,0,0,0,0,4,4,63,0,0,0,0,0,0,0,0,35,100,3,0,0,0,0,0,0,0,0,3,6,192,0,0,0,0,0,0,0,0,79,267,1014,131,207,60,59,65,59,72,64,118,1844,637,331,811,215,291,387,475,584,440,145,4320,119,47,90,29,39,55,68,104,101,67,725,8,3,6,0,5,3,3,3,0,5,37,758,389,908,239,341,446,547,692,542,222,5083,10,0,0,0,0,0,0,0,0,36,53,1783,515,1115,299,401,511,600,766,599,376,6975
POA6103,0,0,0,0,0,152,0,0,3,0,0,0,0,0,7,168,23,0,0,0,0,0,0,0,0,0,29,15,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,5,54,791,126,226,71,110,78,65,35,18,38,1566,482,240,621,148,189,193,179,156,82,59,2358,89,27,55,18,24,47,35,35,32,33,400,0,0,6,0,0,0,4,0,0,3,16,571,268,677,169,214,243,222,199,115,94,2775,0,0,0,0,0,0,0,0,0,0,0,1361,401,911,240,322,317,289,231,134,137,4336
POA6104,0,0,0,4,4,225,6,0,0,0,0,0,0,0,15,244,71,3,3,0,0,0,0,0,0,14,92,26,0,0,0,0,0,0,0,0,3,26,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,3,3,107,3,3,0,0,0,0,0,0,20,133,1443,184,272,107,132,90,59,53,36,85,2465,624,297,635,132,177,166,165,124,73,53,2454,93,34,78,13,20,28,27,52,26,29,402,6,5,4,0,3,4,0,0,0,0,18,725,328,723,148,202,198,197,183,96,82,2876,0,0,3,0,0,0,0,0,0,25,30,2170,510,995,255,337,292,254,238,133,186,5364
POA6105,0,0,0,0,0,360,7,3,0,0,0,0,0,0,13,379,91,0,0,0,0,0,0,0,0,0,97,44,0,0,0,0,0,0,0,0,0,43,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,4,154,1333,165,284,100,110,88,49,38,20,67,2244,744,357,917,244,333,272,223,217,111,66,3480,86,39,111,21,56,65,50,69,43,41,582,5,4,8,0,4,0,4,0,0,4,23,831,394,1035,265,392,338,275,288,157,110,4081,6,0,0,0,0,0,0,0,0,39,45,2166,562,1317,365,499,426,318,328,173,219,6373
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6107,0,0,0,0,0,632,13,16,3,3,0,0,0,0,21,697,121,8,0,0,0,0,0,0,0,6,138,78,0,0,0,0,0,0,0,0,3,82,32,0,0,3,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,118,0,0,3,0,0,0,0,0,3,123,3,0,0,0,0,0,0,0,0,3,3,240,4,0,3,0,0,0,0,0,12,259,3181,454,749,167,193,184,151,123,73,153,5428,2165,1549,4518,756,1066,944,997,964,608,293,13866,350,130,483,88,171,174,230,280,249,179,2342,24,4,30,0,8,3,0,8,10,9,99,2537,1684,5028,846,1245,1124,1234,1256,873,485,16312,10,0,0,0,4,0,0,8,0,22,46,5726,2132,5785,1015,1440,1306,1383,1386,946,659,21784
POA6108,0,0,0,0,3,496,12,10,3,3,0,0,0,0,15,534,99,3,0,0,0,0,0,0,0,3,101,29,0,0,0,0,0,0,0,0,0,29,18,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,3,143,3,0,0,0,0,0,0,0,7,149,3118,313,492,116,96,70,62,37,24,105,4434,1217,453,1233,253,247,245,185,167,94,90,4183,247,61,231,35,65,59,60,65,78,48,954,10,4,11,0,0,0,0,0,0,0,28,1471,512,1475,290,308,306,240,233,177,141,5161,3,0,0,0,0,0,0,0,0,7,12,4596,830,1966,402,409,382,309,267,198,256,9610
POA6109,0,0,0,4,3,290,3,4,0,0,0,0,0,0,15,318,66,0,0,0,0,0,0,0,0,9,77,20,0,0,0,0,0,0,0,0,6,28,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,17,116,1249,128,171,37,49,19,12,23,3,60,1754,471,282,974,202,245,182,135,132,88,50,2757,93,49,157,35,60,59,46,69,58,36,654,8,8,10,3,0,0,3,0,5,0,28,570,336,1139,233,303,241,185,192,151,86,3446,5,0,0,0,0,0,0,0,3,4,14,1825,461,1314,274,352,260,200,215,160,149,5209
POA6110,0,0,0,8,14,726,17,18,6,3,9,5,0,3,44,830,168,3,4,0,0,0,0,0,0,29,209,34,3,0,0,0,0,0,0,0,7,45,15,0,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,15,68,3,0,0,0,0,0,0,0,0,3,3,222,9,3,0,0,0,0,0,0,47,279,4596,621,1074,212,232,123,125,73,41,211,7301,1331,788,2605,505,532,411,296,247,142,139,6997,182,56,372,68,109,90,80,83,69,73,1181,14,12,16,0,4,3,3,0,0,5,55,1527,851,2989,579,650,499,377,334,216,218,8233,19,0,5,0,0,0,0,0,0,12,35,6136,1478,4060,795,881,621,501,407,254,446,15570
POA6111,0,0,0,7,6,458,8,9,4,0,0,0,0,0,17,501,80,0,0,0,0,0,0,0,0,3,86,27,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,13,13,111,0,0,0,0,0,0,0,0,24,135,3678,367,470,87,91,66,48,23,19,101,4946,495,191,546,126,122,119,78,73,38,42,1827,31,13,74,15,20,18,14,37,27,14,262,6,0,11,0,0,0,0,0,0,0,21,533,203,626,145,144,137,94,105,63,61,2114,5,3,0,0,0,0,3,0,0,26,40,4213,573,1103,228,237,200,141,127,83,182,7098
POA6112,0,0,0,10,15,844,22,20,0,4,0,3,3,4,35,939,210,3,0,0,0,0,0,0,0,11,232,46,0,0,0,0,0,0,0,0,0,48,8,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,58,0,3,0,0,0,0,0,0,3,61,7,0,0,0,0,0,0,0,0,8,7,269,3,4,0,4,0,0,0,0,20,297,6274,1015,1650,328,373,270,194,140,61,240,10546,1339,1107,3630,566,759,563,361,267,172,138,8898,112,61,255,63,65,88,59,74,63,64,894,12,4,15,0,0,5,7,0,3,3,59,1461,1167,3897,632,818,656,431,346,242,202,9848,19,0,0,0,0,0,0,3,0,30,59,7755,2181,5547,955,1195,924,625,493,308,473,20460
POA6121,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,30,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,411,40,24,7,8,3,4,0,0,11,504,64,17,15,0,4,0,3,3,0,0,106,5,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,70,19,15,0,4,0,3,3,3,0,120,0,0,0,0,0,0,0,0,0,3,3,483,60,36,5,15,3,10,4,3,13,632
POA6122,0,0,0,0,0,141,6,3,0,0,0,3,0,3,3,162,27,0,0,0,0,0,0,0,0,0,34,7,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,4,41,1811,332,505,124,126,70,52,33,28,65,3137,224,156,644,93,128,110,68,48,27,21,1515,16,9,14,10,6,9,9,12,14,12,97,0,0,3,0,0,4,0,0,0,0,11,233,165,661,99,139,128,76,54,35,34,1623,0,0,0,0,0,0,0,0,0,0,8,2049,494,1165,220,263,199,121,84,66,94,4767
POA6123,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,184,11,19,4,11,0,9,5,0,4,245,16,6,9,0,9,7,0,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,9,0,9,7,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,203,17,28,9,16,3,9,7,0,8,298
POA6124,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,174,28,23,0,6,0,3,0,0,4,239,21,6,0,4,0,0,0,0,4,3,42,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,23,6,0,4,0,0,0,3,4,6,50,5,0,0,0,0,0,0,0,0,0,4,196,36,24,6,6,0,6,3,4,12,289
