POA_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA6072,3,3,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,5,7,8,30,0,3,0,0,3,0,50,0,0,13,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,8,10,0,0,3,0,0,0,0,0,15,0,3,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,26,49,10,10,7,7,12,3,137,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
POA6073,4,17,0,0,0,0,0,3,0,23,4,8,0,0,0,0,0,0,0,16,34,20,92,5,12,7,23,11,3,202,9,0,26,0,0,0,6,3,0,48,9,6,3,0,0,0,0,0,0,17,3,10,0,3,0,0,0,0,0,20,10,17,3,0,0,0,3,0,0,30,17,13,4,3,3,3,3,5,0,52,3,11,0,0,0,0,4,0,5,27,0,4,0,0,0,0,0,0,0,7,0,0,6,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,3,0,3,0,0,0,0,3,0,17,94,115,138,18,20,17,45,28,8,482,0,11,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,10,0,4,4,0,0,0,0,0,0,13
POA6074,3,7,0,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,0,9,8,5,35,0,0,3,6,3,0,68,3,0,21,3,0,0,3,0,0,27,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,16,3,8,0,0,0,0,0,0,0,11,3,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,29,32,65,12,9,4,13,9,0,173,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
POA6076,48,107,11,5,3,4,9,7,3,203,27,51,10,0,5,6,6,4,0,118,253,241,627,39,71,51,83,81,22,1472,87,27,198,4,13,5,18,22,4,376,31,25,37,0,4,3,7,17,0,131,21,98,9,23,0,0,7,3,3,160,33,126,7,5,4,3,10,6,0,197,163,115,23,19,46,27,23,11,3,438,41,76,13,53,19,11,3,8,3,228,14,38,17,4,10,8,3,10,0,104,8,3,43,4,6,11,9,8,0,87,0,0,0,0,0,3,0,0,0,4,7,8,7,5,3,3,3,3,3,50,14,3,26,0,0,0,9,10,11,71,748,920,1034,172,194,139,194,176,53,3630,16,66,18,11,17,6,0,0,0,131,3,5,4,4,9,3,0,0,0,29,6,27,11,4,9,4,3,3,0,73,3,16,11,3,11,0,0,0,0,39,4,17,8,4,10,4,0,4,0,58
POA6077,0,3,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,0,0,4,13,10,39,5,3,10,12,5,0,97,13,0,28,0,0,0,4,3,0,43,0,0,3,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,6,9,4,3,0,0,3,0,0,0,24,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,48,37,73,12,8,14,20,12,0,226,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6078,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,4,30,0,0,0,6,9,0,66,5,0,15,0,0,0,3,0,0,26,3,0,4,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,10,5,0,0,0,6,0,0,0,18,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,39,19,57,5,3,5,11,17,0,164,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,10,15,0,0,0,0,0,5,0,34,0,4,5,0,3,3,0,0,0,20,49,40,183,15,16,12,34,25,0,377,11,8,62,0,0,0,8,4,0,99,13,10,8,0,0,0,4,3,0,37,4,10,5,0,5,0,3,0,0,29,7,17,0,3,0,0,0,0,0,29,29,18,10,7,8,8,3,3,4,87,10,11,7,13,3,0,0,3,0,43,0,5,0,0,0,0,0,0,0,14,4,0,14,0,5,0,8,3,0,35,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,8,3,3,4,0,0,0,0,0,5,19,142,145,308,53,45,27,68,56,10,842,4,23,3,4,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,4,9,0,0,4,0,3,3,0,20,0,3,3,0,0,0,0,0,0,9,0,11,5,0,4,4,0,3,0,20
POA6082,3,14,0,0,0,0,3,0,0,20,0,10,0,0,7,0,0,0,0,16,19,22,144,3,0,3,20,19,5,237,8,3,32,0,0,0,3,4,0,51,7,6,6,3,3,0,9,8,0,31,3,12,3,3,0,0,3,0,0,24,0,16,0,5,0,0,0,0,0,21,15,7,3,0,3,5,3,0,0,49,3,4,3,13,0,0,0,0,0,23,0,5,4,0,0,0,0,3,0,8,4,0,5,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,3,0,7,0,0,0,3,3,3,20,65,99,214,29,15,17,48,44,7,541,0,8,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,16
POA6083,5,7,0,0,0,0,0,3,0,16,3,5,6,0,3,0,0,0,0,20,58,36,149,9,7,4,22,23,9,314,15,7,37,0,5,3,0,4,0,66,10,3,8,0,0,0,3,3,0,30,6,6,0,8,0,0,0,0,0,15,6,7,0,0,0,0,4,0,0,22,19,14,4,0,3,3,0,6,0,63,5,6,0,12,3,0,0,0,0,30,0,3,0,0,0,0,0,0,0,7,0,0,9,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,11,0,0,0,7,3,0,29,121,98,225,37,23,16,48,53,18,638,3,6,4,4,0,0,0,3,0,26,4,0,0,0,0,0,0,0,0,9,3,0,3,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,5,4,4,0,4,5,0,3,0,27
POA6084,5,11,0,3,0,0,3,3,0,27,7,12,3,0,0,0,3,3,0,30,78,51,359,22,27,26,72,54,8,691,18,4,82,0,3,0,19,17,6,154,17,0,15,0,0,0,4,12,0,46,3,12,3,5,0,0,3,3,0,32,11,10,3,0,0,0,8,0,0,34,24,18,4,10,16,3,10,4,0,85,4,20,3,11,0,0,3,4,0,46,0,3,0,0,0,0,3,0,0,11,7,0,17,0,3,4,10,7,0,45,0,0,0,0,0,0,0,0,0,3,3,5,0,3,3,0,3,0,0,20,6,4,21,3,3,9,11,7,3,72,173,157,513,55,55,46,151,122,26,1293,3,10,5,3,7,7,0,6,0,38,0,3,0,0,3,0,0,0,0,14,8,12,11,0,7,3,0,4,0,45,0,4,0,3,3,0,0,0,0,14,7,6,7,4,6,0,0,11,0,43
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,16,84,15,6,12,3,3,14,0,150,26,126,34,3,15,3,12,14,7,243,127,266,276,23,32,38,50,60,7,896,41,42,146,9,13,10,15,25,11,299,5,21,4,0,0,3,6,3,0,36,17,92,6,22,4,3,9,7,0,160,13,59,5,3,4,4,0,9,0,94,174,201,49,46,90,63,27,48,8,709,41,101,17,54,22,10,14,16,4,269,12,34,12,6,6,11,9,3,0,103,18,3,79,13,3,5,20,10,0,153,0,0,0,0,0,0,0,0,0,3,3,3,11,4,4,0,4,8,3,48,4,7,10,5,0,0,6,4,10,55,498,1039,678,199,200,159,168,221,43,3215,23,66,9,10,22,10,0,11,3,156,3,15,9,3,4,6,0,7,0,44,14,48,12,3,12,9,0,10,0,106,6,23,4,0,3,3,0,0,0,47,8,11,4,3,3,0,0,3,0,27
POA6101,24,112,15,7,11,8,3,22,3,205,23,106,36,4,6,9,3,5,0,197,144,259,329,25,26,28,62,66,5,952,34,35,173,3,11,7,8,21,0,303,6,24,18,3,0,3,4,10,0,66,13,95,7,20,3,0,3,13,0,156,12,64,3,5,3,0,3,5,0,101,119,176,47,44,74,41,32,37,4,578,33,94,23,50,24,13,12,18,6,268,11,48,12,5,6,11,3,5,0,105,8,3,89,8,3,14,9,23,0,158,0,0,0,3,0,3,0,4,0,5,7,6,6,3,3,3,0,3,3,40,7,0,12,6,0,3,5,10,14,59,445,1036,776,194,179,144,159,237,43,3203,10,111,13,13,23,6,0,11,0,179,6,20,4,0,9,3,0,9,0,50,5,64,25,16,11,11,3,7,0,138,4,32,3,5,6,3,0,0,0,53,6,23,6,3,8,0,0,0,0,49
POA6102,9,55,17,0,3,6,7,7,3,105,15,43,23,12,8,12,3,13,3,128,31,139,213,21,19,35,78,87,5,632,17,19,72,0,12,5,10,17,0,151,0,3,10,0,5,3,0,10,0,28,3,65,12,23,7,0,4,4,0,114,3,26,6,6,5,3,5,11,0,59,69,110,34,38,34,51,35,60,0,430,17,50,15,37,10,9,11,20,0,171,8,15,16,13,10,8,0,5,0,68,11,0,58,16,3,3,6,13,0,103,0,0,3,0,0,0,0,3,0,5,3,6,8,0,0,3,5,4,0,26,4,3,12,4,0,3,9,3,9,47,197,533,486,161,108,137,174,258,30,2077,3,57,15,6,5,6,4,10,0,105,4,7,9,0,0,0,0,7,0,32,3,11,3,3,7,7,4,10,0,53,4,12,5,9,7,0,0,0,0,36,4,7,0,3,3,3,3,0,0,23
POA6103,6,38,11,4,6,3,3,3,0,71,11,69,18,6,11,6,10,8,3,145,79,149,243,25,22,27,53,43,11,650,18,10,105,8,3,0,6,11,3,164,7,7,8,0,4,0,3,10,0,39,7,56,3,20,4,0,8,0,3,99,5,23,3,0,0,0,0,0,0,35,79,121,25,33,55,36,31,28,7,422,15,37,6,28,16,3,11,9,0,127,3,19,13,3,3,4,0,15,0,67,18,0,58,16,3,3,20,6,0,133,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,0,3,8,0,24,8,5,14,0,4,0,4,16,12,56,256,535,512,142,140,99,155,149,38,2036,6,40,8,3,10,10,0,0,0,76,0,6,3,0,9,4,0,4,0,31,6,31,9,8,3,8,0,8,0,59,0,6,10,0,0,3,0,0,0,22,3,6,0,0,0,0,0,0,0,18
POA6104,6,31,18,5,3,4,3,7,0,72,13,68,18,4,5,5,11,14,0,133,69,130,429,28,33,28,105,62,17,905,19,16,156,3,3,5,10,27,4,242,4,6,14,0,4,3,7,8,0,44,7,56,3,20,0,0,9,3,4,103,9,31,4,3,0,0,3,0,0,60,109,103,23,32,54,39,37,27,8,422,17,31,12,55,18,4,14,15,7,172,7,13,20,5,5,5,3,3,0,75,9,0,57,8,14,4,16,8,0,116,0,0,0,0,0,0,0,0,0,3,0,7,10,7,4,0,3,4,5,30,8,3,20,13,5,0,9,9,16,79,291,506,772,179,145,88,236,180,55,2454,11,28,9,7,12,8,0,3,0,76,9,11,0,5,6,3,0,3,0,35,6,7,15,9,14,3,3,4,0,55,0,3,4,5,10,4,0,3,0,26,4,6,3,3,4,3,0,3,0,27
POA6105,12,29,11,12,5,6,4,5,0,80,18,56,18,5,8,4,3,15,7,135,67,145,467,19,39,30,71,66,11,919,27,9,115,4,16,3,15,27,5,213,0,4,16,0,0,0,3,7,0,37,6,37,8,12,3,4,10,3,0,85,3,33,5,7,4,0,4,3,0,56,74,91,31,31,51,37,42,40,8,410,13,21,19,33,12,6,12,15,0,132,3,19,10,8,4,4,6,3,0,72,6,3,70,13,9,7,17,15,0,138,0,0,3,0,0,0,0,0,0,3,0,3,8,4,7,0,5,5,0,30,0,7,13,10,6,3,16,5,4,72,241,452,790,156,162,106,215,211,40,2374,0,37,11,5,14,4,3,7,0,79,0,7,3,3,11,3,0,6,0,31,4,24,9,4,9,9,4,8,0,63,7,7,3,3,3,0,0,3,0,29,3,7,3,0,3,0,0,3,0,26
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,34,99,48,16,20,9,20,30,5,280,43,195,83,24,42,38,46,42,9,519,207,414,1127,87,140,98,324,256,44,2705,51,39,348,16,11,10,41,66,6,593,10,25,36,3,9,5,18,19,3,133,19,172,20,66,8,10,16,21,4,328,12,93,7,11,3,7,12,12,0,163,270,339,95,136,221,111,138,137,29,1481,34,92,33,124,38,14,46,56,12,461,16,48,35,10,14,19,20,22,0,187,36,12,243,43,18,18,79,42,7,492,0,0,6,3,0,0,6,9,0,26,4,8,23,14,10,3,28,16,3,111,14,12,64,9,16,9,33,34,43,227,770,1539,2180,553,554,363,824,771,159,7705,12,91,46,36,35,19,3,21,3,261,10,55,17,14,28,13,0,29,0,167,17,70,26,35,27,24,13,28,0,239,5,17,12,3,13,8,0,5,0,68,9,19,10,8,4,9,0,7,0,64
POA6108,8,28,15,3,3,5,17,8,0,92,16,76,39,9,15,9,12,7,0,191,109,155,739,38,60,47,174,142,23,1482,36,9,207,8,17,10,32,42,3,360,3,10,36,3,3,3,7,6,3,76,10,68,7,25,7,8,8,6,0,138,6,70,7,12,4,0,6,0,0,108,106,113,40,41,88,50,67,43,10,553,14,63,20,49,24,15,24,20,5,228,6,13,17,4,11,9,4,14,0,74,15,6,66,7,8,5,20,14,0,157,0,0,3,0,0,0,0,0,0,9,3,9,8,5,6,7,14,5,0,50,7,10,32,7,4,11,25,12,15,118,350,637,1232,202,252,179,413,315,56,3639,0,42,16,10,11,9,3,10,0,107,4,11,6,7,9,8,0,0,3,52,0,10,14,3,20,6,5,10,0,75,0,3,10,3,4,0,0,4,0,24,0,0,9,3,7,3,0,3,0,25
POA6109,3,14,13,0,3,3,3,3,0,43,7,16,15,4,9,0,16,4,0,77,41,56,360,17,32,20,119,67,11,724,3,4,93,4,0,0,14,25,0,155,3,0,15,0,0,0,4,7,0,29,7,23,3,7,3,3,0,3,0,43,0,9,3,3,0,0,3,4,0,30,38,41,18,15,27,18,36,24,0,216,10,18,11,32,14,7,14,12,0,101,0,3,7,3,3,9,6,6,0,36,11,0,49,4,0,5,10,10,3,106,0,0,3,0,0,0,0,0,0,5,0,0,6,0,3,0,5,0,0,19,0,0,25,3,0,0,16,9,3,65,123,188,626,93,90,73,246,182,26,1644,4,13,7,5,6,8,0,9,0,49,0,3,0,5,9,3,0,3,0,23,5,3,9,7,5,3,3,17,0,48,0,0,0,3,4,0,0,0,0,9,0,4,0,0,0,0,0,0,0,16
POA6110,21,44,30,9,8,9,12,12,0,144,36,130,62,12,31,24,20,22,7,339,231,275,1221,57,102,73,270,198,32,2465,52,21,383,11,17,21,72,64,13,656,6,10,34,6,11,6,22,30,3,131,19,105,20,24,10,6,7,12,4,214,14,82,6,10,9,3,18,6,3,151,185,170,50,62,130,78,107,55,11,845,33,82,19,108,21,23,27,26,3,350,4,22,11,9,5,11,4,11,0,82,34,11,143,21,18,18,58,31,3,323,0,0,9,0,0,0,3,3,0,17,7,10,25,13,7,4,20,13,0,97,12,3,62,11,10,12,39,33,28,203,651,972,2082,361,372,284,680,506,121,6024,14,49,31,20,18,10,0,11,0,143,8,16,7,13,19,0,0,7,0,71,11,28,20,13,22,8,13,27,3,158,0,6,8,3,7,5,0,0,0,41,10,7,16,4,10,3,0,5,0,47
POA6111,8,67,18,5,7,4,4,9,3,126,18,37,24,8,3,14,6,5,0,119,162,142,743,33,64,41,185,112,18,1496,35,15,214,10,15,10,39,45,3,382,24,7,36,5,7,0,4,25,3,109,20,61,9,21,6,3,11,8,3,143,17,79,11,14,4,5,3,6,0,136,97,85,27,31,59,39,39,17,4,387,33,46,13,67,25,9,19,17,3,219,0,21,26,3,8,6,7,17,0,86,14,6,47,9,8,8,21,16,0,125,3,0,3,0,0,0,7,0,0,11,9,6,5,9,3,4,8,0,0,44,11,7,29,6,0,4,18,13,15,102,444,583,1190,210,204,136,367,295,60,3485,18,40,7,6,14,0,0,8,4,107,0,3,0,3,9,3,0,0,0,19,8,9,10,5,17,7,3,6,0,74,0,9,10,0,4,3,0,3,0,34,3,9,22,3,10,7,0,6,0,61
POA6112,34,82,38,9,15,8,23,11,9,219,58,203,93,21,41,21,48,26,4,504,363,467,1877,83,157,84,469,263,39,3811,71,38,525,18,28,23,91,94,20,903,30,16,63,8,8,4,33,35,3,202,30,234,24,53,15,9,15,9,4,387,34,147,10,17,7,10,14,7,6,251,285,297,89,61,213,117,161,75,20,1318,49,101,38,162,38,25,51,41,9,518,25,52,33,17,15,20,18,13,3,198,46,7,176,23,14,20,83,38,3,412,0,0,6,0,3,0,0,4,0,13,11,7,23,23,9,8,29,9,5,117,10,15,61,18,20,13,55,42,29,260,1043,1662,3052,512,588,360,1098,665,147,9126,19,70,51,29,43,23,7,13,0,246,5,34,6,17,17,8,0,14,0,107,9,44,38,26,22,21,13,20,5,200,0,9,10,6,12,13,0,3,0,57,5,15,20,7,18,10,0,9,0,90
POA6121,3,7,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,9,29,17,137,11,12,4,31,19,4,267,11,3,39,0,0,0,4,6,0,58,6,0,3,0,0,0,4,0,0,11,4,17,3,3,0,0,3,0,0,21,0,5,0,0,3,0,0,4,0,10,16,8,5,0,4,0,3,0,3,41,3,3,0,6,0,0,0,0,0,18,3,0,0,0,0,3,0,0,0,11,3,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,9,3,0,4,0,0,0,0,0,0,15,77,63,202,30,28,18,45,31,7,492,0,5,3,0,0,0,0,3,0,17,0,3,0,0,0,0,0,0,0,7,3,0,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,3,0,8
