POA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,4,0,3,0,0,3,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,3,0,0,0,3,18,29,5,0,0,0,0,0,0,0,0,35,4,4,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,27,8,0,3,0,0,0,0,0,0,42,44,0,0,0,0,0,0,0,0,0,48,0,0,0,0
POA6073,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,17,3,6,0,5,3,0,0,0,0,36,35,10,7,0,0,0,0,0,0,3,51,7,5,7,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,0,3,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,37,7,12,0,3,0,0,4,0,3,73,106,13,21,3,4,0,0,0,0,3,145,7,0,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,116,11,23,5,5,0,0,0,0,5,164,116,5,3,0,3,0,0,3,0,3,136,9,0,3,0
POA6074,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,11,9,3,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,0,0,0,0,0,23,40,3,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,48,41,0,0,0,0,0,0,0,0,0,46,10,0,0,0
POA6076,18,7,7,6,10,14,3,3,84,0,0,0,0,0,0,0,0,0,0,0,102,30,51,14,18,22,11,20,3,9,281,308,81,94,20,10,13,3,3,0,5,541,33,33,43,13,13,8,13,0,5,0,157,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,32,43,13,13,13,15,0,5,0,166,0,0,0,0,0,0,0,0,0,0,0,340,115,142,31,24,19,20,7,5,6,705,789,129,100,15,11,11,6,3,0,18,1088,96,31,42,0,11,7,3,4,0,3,193,0,0,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,95,32,42,0,8,7,9,7,0,3,204,0,0,0,0,0,0,0,0,0,0,0,890,160,142,20,21,15,14,10,0,20,1292,943,49,27,3,9,3,0,0,0,22,1053,114,5,12,0
POA6077,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,18,8,3,4,0,0,0,0,0,0,0,19,11,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,23,5,10,0,0,0,0,0,0,0,36,42,7,3,0,0,0,0,0,0,3,61,5,0,3,0,0,0,0,0,0,4,10,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,13,0,3,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,56,7,7,0,0,0,0,0,0,5,78,75,4,3,0,0,0,0,0,0,0,81,17,0,0,0
POA6078,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,8,27,12,0,3,0,0,0,0,0,0,0,21,3,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,19,4,8,0,0,0,0,0,0,0,26,31,6,11,0,0,0,0,0,0,0,51,4,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,42,10,12,0,0,0,0,3,0,0,65,61,3,0,0,0,0,0,0,0,6,64,12,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
POA6081,3,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,23,12,8,0,0,0,0,0,0,4,53,66,15,15,3,4,3,3,0,0,0,112,10,7,10,0,4,3,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,4,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,75,27,23,3,5,5,3,0,0,4,150,178,17,27,0,0,4,0,0,0,3,229,4,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,188,17,34,3,0,4,0,0,0,5,255,207,4,3,0,3,0,0,0,0,3,226,17,0,0,0
POA6082,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,5,16,0,5,3,0,3,0,0,58,44,14,18,3,0,0,0,0,0,3,80,3,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,45,18,18,3,0,3,0,0,0,3,89,113,15,13,0,0,0,0,0,3,0,148,3,8,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,119,21,14,0,0,0,0,0,3,3,160,122,3,6,0,0,0,0,0,0,0,137,9,0,0,0
POA6083,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,3,0,4,4,0,3,31,36,13,4,0,3,3,0,0,0,3,61,8,7,12,0,3,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,0,3,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,41,21,18,0,5,3,0,3,0,3,97,131,19,12,0,0,3,0,0,0,11,175,17,6,7,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,7,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,150,22,17,0,0,3,0,0,0,8,203,149,7,4,3,0,0,0,0,0,6,167,13,0,3,0
POA6084,9,0,0,0,3,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,58,31,29,8,10,3,6,3,0,11,149,113,34,54,0,7,0,5,3,0,5,225,14,11,11,5,3,3,4,0,0,0,52,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,12,13,5,3,8,4,0,0,0,56,3,0,0,0,0,0,0,0,0,0,4,131,46,65,3,13,9,12,3,0,6,285,312,67,56,0,11,3,0,0,0,9,459,19,7,5,0,3,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,5,3,3,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,332,75,68,4,11,3,0,0,0,11,502,309,34,19,3,0,0,0,0,0,10,374,19,3,0,0
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,393,93,119,169,175,148,96,44,1414,0,0,0,0,0,0,0,0,0,0,3,205,140,531,162,209,206,218,181,118,59,2007,177,46,74,15,20,12,0,8,0,4,354,108,98,187,40,53,51,53,32,19,10,653,0,3,18,0,0,6,9,3,7,4,50,0,0,3,3,0,0,0,0,0,0,9,106,101,207,38,63,54,64,32,23,12,710,0,0,0,0,0,0,0,0,0,0,3,285,152,281,55,82,65,67,41,23,17,1069,325,41,26,15,3,3,10,0,4,15,444,123,31,42,7,14,5,7,3,0,0,227,6,7,23,3,3,0,0,3,0,6,50,0,0,0,0,0,0,0,0,0,0,0,131,36,56,12,16,9,10,6,4,9,274,0,0,0,0,0,0,0,0,0,0,0,455,77,88,20,23,14,14,6,5,18,721,338,26,20,3,0,0,3,4,0,10,396,115,17,16,0
POA6101,346,82,118,127,148,147,57,35,1250,0,0,3,0,0,0,0,0,0,0,9,210,172,507,161,218,203,183,170,69,62,1961,211,72,98,16,23,8,9,11,3,11,469,121,121,199,33,43,30,34,32,10,11,626,4,3,25,3,5,4,0,7,9,0,69,0,0,0,0,0,0,0,0,0,0,0,125,124,224,39,43,28,34,41,13,15,691,0,0,0,0,0,0,0,0,0,0,0,339,201,324,59,69,34,43,44,19,28,1161,358,45,42,5,11,5,6,8,0,9,489,121,34,64,11,3,4,3,3,0,3,248,7,9,13,4,3,7,0,0,3,3,55,0,0,0,0,0,0,0,0,0,0,3,131,43,76,15,7,9,8,6,0,13,307,0,0,0,0,0,0,0,0,0,0,0,487,87,115,22,22,21,9,14,0,17,802,295,17,15,0,4,0,0,0,3,5,340,109,16,9,0
POA6102,448,96,141,174,226,209,142,50,1679,0,0,0,0,0,0,0,0,0,3,3,132,160,521,125,174,202,245,236,162,58,2014,104,20,31,7,9,12,0,10,4,3,202,96,108,161,23,42,56,36,40,14,11,590,9,9,20,7,14,6,6,6,4,3,69,0,0,3,0,3,0,0,0,0,0,5,102,115,183,28,50,64,42,49,20,16,668,0,0,0,0,0,0,0,0,0,5,5,207,140,215,34,58,79,42,60,21,25,878,159,13,19,6,3,0,0,0,0,11,217,123,30,42,10,13,6,6,13,4,0,240,14,16,22,4,3,6,0,0,9,3,74,0,0,0,0,0,0,0,0,0,0,3,138,46,62,14,11,14,10,13,6,3,323,0,0,0,0,0,0,0,0,0,13,9,300,58,82,24,18,18,5,11,7,26,547,146,9,7,0,3,0,0,0,0,5,175,127,9,16,3
POA6103,370,81,98,130,109,89,44,34,1138,0,0,0,0,0,0,0,0,0,0,0,158,154,457,122,170,161,133,107,53,47,1569,75,32,54,10,9,12,8,4,0,4,211,89,66,142,28,33,19,20,18,4,3,432,0,3,8,3,8,8,3,3,0,3,47,0,0,0,0,0,0,0,0,0,0,0,90,68,155,32,42,26,26,27,12,7,488,0,0,0,0,0,0,0,0,0,0,0,166,101,204,47,46,37,34,32,12,15,698,150,19,23,3,3,3,0,0,0,7,209,97,26,27,6,7,0,3,5,3,3,181,19,7,13,0,0,3,0,3,3,0,56,0,0,0,0,0,0,0,0,0,0,0,119,39,43,9,8,7,3,8,5,3,245,0,0,0,0,0,0,0,0,0,0,0,266,56,68,17,13,8,4,8,5,9,456,177,10,19,5,0,4,0,0,0,0,219,106,7,8,0
POA6104,286,50,81,84,68,64,37,16,858,0,0,0,0,0,0,0,0,0,0,3,170,147,386,101,142,135,105,87,45,29,1349,155,51,58,18,16,3,3,3,0,8,319,123,106,166,29,38,30,25,13,7,9,544,3,14,22,4,4,4,9,3,0,3,71,0,0,3,0,0,0,0,0,0,0,6,130,116,189,33,45,37,35,13,7,11,626,0,0,3,0,0,0,0,0,0,4,6,278,168,247,54,64,43,40,23,13,21,942,324,34,22,3,15,3,3,3,3,15,425,119,38,57,11,18,3,7,4,0,3,263,16,3,14,0,0,4,6,10,0,4,55,0,0,0,0,0,0,0,0,0,0,0,130,40,70,11,13,6,9,14,4,10,318,0,0,0,0,0,0,0,0,0,0,0,457,72,96,11,28,11,17,15,9,28,744,348,20,19,11,8,3,0,0,3,6,415,139,18,11,0
POA6105,391,93,141,127,111,99,50,29,1228,0,0,0,0,0,0,0,0,0,10,14,144,159,486,143,187,165,126,116,58,52,1644,126,28,53,11,14,8,6,3,0,7,253,115,116,248,69,75,41,35,19,11,7,732,0,8,33,3,21,7,4,4,4,5,95,0,0,0,0,0,0,0,0,0,0,4,116,124,285,73,92,52,36,28,12,14,838,0,0,0,0,0,0,0,0,0,10,10,239,158,341,86,108,59,45,29,12,36,1103,264,32,30,9,6,6,0,0,0,17,363,122,44,102,8,27,11,6,7,3,10,342,12,15,33,0,11,0,3,3,3,5,87,0,3,0,0,0,0,0,0,0,0,3,137,66,141,11,39,16,6,10,6,12,434,0,0,0,0,0,0,0,0,0,12,13,399,99,164,19,46,20,6,7,6,31,800,282,13,24,4,12,0,3,3,0,3,347,133,18,13,5
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,1982,320,494,446,525,416,299,143,5523,3,0,0,0,0,0,0,0,0,4,10,526,747,2197,390,575,490,570,455,321,174,6447,370,107,139,15,18,23,15,12,5,16,720,419,445,1053,126,233,159,133,93,63,29,2757,23,34,155,20,25,34,22,22,10,15,362,3,0,12,0,0,0,0,0,0,0,15,445,481,1212,145,257,191,156,111,68,44,3125,3,0,0,0,0,0,0,0,0,4,11,817,588,1349,160,281,214,171,127,76,66,3854,643,61,81,15,14,11,4,4,0,18,865,417,173,468,42,64,33,25,25,11,17,1281,54,31,121,15,30,20,11,12,15,21,340,6,3,4,0,0,0,0,0,0,0,14,476,208,589,56,92,53,41,41,24,45,1629,0,0,0,0,0,0,0,0,0,0,4,1122,269,673,68,103,71,43,45,28,66,2502,684,38,27,7,10,4,4,0,3,14,794,426,80,98,17
POA6108,384,89,85,101,87,78,48,31,1175,0,0,0,0,0,0,0,0,0,0,3,315,170,476,108,111,127,96,83,57,49,1577,283,71,102,24,12,10,6,0,5,15,521,188,147,311,64,57,41,30,29,13,11,888,10,18,113,3,26,13,9,7,5,5,210,0,0,0,0,0,0,0,0,0,0,7,194,166,421,68,84,56,35,36,25,19,1101,0,0,0,0,0,0,0,0,0,0,0,474,233,523,90,92,66,40,41,24,32,1623,624,74,74,20,11,8,6,4,3,16,839,241,71,159,18,23,15,12,6,0,15,561,36,22,54,8,8,3,4,0,6,13,161,0,0,0,0,0,0,0,0,0,0,0,280,99,219,34,32,15,12,8,6,24,726,0,0,0,0,0,0,0,0,0,3,4,905,170,294,52,44,25,16,14,5,37,1571,798,25,38,3,5,4,7,0,0,12,892,298,28,42,8
POA6109,328,78,84,81,72,67,38,11,877,0,0,0,0,0,0,0,0,0,0,0,107,94,369,84,101,87,78,69,42,14,1049,88,24,27,3,4,0,0,0,0,5,159,65,91,253,31,67,38,13,7,12,4,599,5,16,44,9,20,17,10,9,3,3,136,3,3,0,0,0,0,0,0,0,0,4,76,114,300,44,87,58,26,14,21,11,741,0,0,0,0,0,0,0,0,0,0,0,164,137,332,51,91,58,25,20,19,18,902,204,29,19,3,5,4,0,3,0,11,279,93,27,118,12,19,9,5,3,4,5,290,17,16,42,9,11,10,4,10,4,3,123,4,0,3,0,0,0,0,0,0,0,6,119,47,163,20,27,15,9,9,6,4,423,0,0,0,0,0,0,0,0,0,0,0,321,77,181,24,33,17,9,9,6,21,696,303,16,9,4,3,0,0,0,0,5,345,92,16,24,4
POA6110,855,136,206,163,124,95,61,29,2069,0,0,0,0,0,0,0,0,0,0,0,461,343,1063,203,261,199,162,115,69,45,2916,457,101,187,34,32,14,8,9,4,20,874,275,239,696,129,128,72,48,40,18,27,1667,14,10,130,32,45,21,11,11,10,6,294,0,3,6,0,0,0,0,0,0,0,10,292,248,834,159,174,92,58,54,24,36,1977,0,0,0,0,0,0,0,0,0,0,3,748,355,1022,192,211,111,68,63,26,54,2854,934,131,175,20,28,13,8,3,4,37,1350,309,130,320,42,37,27,17,8,0,14,911,44,18,74,9,15,11,14,4,5,3,195,4,3,5,0,0,0,0,0,0,0,8,353,156,398,54,53,34,26,20,7,14,1120,0,0,0,0,0,0,0,0,0,0,3,1286,281,575,76,74,50,39,21,9,59,2474,1086,70,59,6,6,6,4,3,0,28,1273,255,51,54,9
POA6111,181,38,52,45,47,38,23,14,506,0,0,0,0,0,0,0,0,0,3,3,179,89,250,58,73,67,55,41,29,23,864,283,67,109,18,21,8,3,0,4,11,521,41,67,133,26,30,31,12,11,8,13,370,0,8,21,3,3,0,0,7,0,5,53,0,0,0,0,0,0,0,0,0,0,5,46,76,156,34,30,37,9,17,3,20,417,0,0,0,0,0,0,0,0,0,0,3,333,135,264,45,49,42,13,20,7,27,940,867,91,86,12,14,5,5,0,0,25,1100,76,31,88,15,7,9,4,0,0,0,224,4,7,16,3,3,3,0,0,3,0,35,0,0,3,0,0,0,0,0,0,0,6,79,40,100,19,9,12,5,0,3,0,269,3,0,0,0,0,0,0,0,0,0,7,949,127,189,29,26,17,9,4,3,21,1372,974,44,34,10,6,3,3,0,0,20,1096,138,16,11,3
POA6112,1278,218,243,218,147,114,69,49,2932,0,0,0,0,0,0,0,0,0,3,3,758,619,1647,293,334,301,183,139,85,87,4453,718,160,306,50,70,26,32,18,10,15,1401,267,360,1109,144,198,119,60,46,27,26,2345,8,8,83,8,13,16,6,6,3,0,143,0,0,0,0,0,0,3,0,0,3,9,277,372,1189,155,208,134,67,53,31,25,2503,3,0,0,0,0,0,0,0,0,3,5,995,531,1493,202,279,165,97,72,41,48,3905,1356,216,262,44,36,25,16,4,3,43,2010,235,140,377,42,60,40,10,14,3,5,936,15,11,56,18,6,17,3,5,12,8,147,4,0,4,0,0,0,0,0,0,0,6,247,155,432,59,66,60,20,23,10,9,1094,5,0,0,0,0,0,0,0,0,3,9,1609,373,701,108,106,87,37,24,14,52,3106,1469,102,97,19,17,13,18,8,3,22,1766,270,56,82,6
POA6121,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,16,4,10,0,3,3,0,0,0,0,45,41,5,3,0,0,0,0,0,0,0,52,7,9,6,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,9,6,0,0,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,51,11,11,0,0,0,0,3,0,0,81,127,13,5,0,0,0,0,0,0,3,150,11,8,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,3,143,17,5,0,0,0,3,0,0,8,179,113,4,0,0,0,0,0,0,0,4,121,10,0,0,0
