POA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
POA6070,3,3,3,0,7,7,0,18,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,7,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,7,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,7,5,0,22,3,3,0,6,10,0,0,24,0,12,9,3,3,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,18,11,13,12,0,0,60,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,14,10,13,12,0,0,64,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,13,23,11,13,12,0,3,81,4,4,3,6,14,7,0,44
POA6071,0,3,6,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,17,0,0,3,3,4,8,0,21,4,10,4,3,4,3,0,37,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,7,15,8,7,13,10,0,57,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,13,13,7,13,10,0,64,0,5,3,3,0,0,0,16,0,0,0,0,0,0,0,0,8,21,15,6,17,9,0,76,0,5,5,5,5,9,0,27
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,13,0,0,0,0,3,0,0,3
POA6073,0,0,0,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,13,0,3,7,0,14,8,0,27,3,15,9,0,3,0,0,30,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,13,13,0,17,6,0,67,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,13,16,0,18,6,0,68,11,12,7,5,5,0,0,37,0,0,0,0,0,0,0,0,17,23,20,10,20,6,0,105,0,3,7,3,11,9,0,40
POA6074,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,11,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,4,0,7,18,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,0,21,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,5,6,3,0,0,0,25,0,3,0,0,3,3,0,15
POA6076,3,22,14,12,28,3,9,86,3,3,4,3,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,14,17,30,6,6,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,16,13,30,6,6,105,0,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,6,25,22,15,30,6,7,121,9,25,20,22,62,21,8,163,18,45,32,20,31,26,9,181,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,24,69,55,44,99,45,22,354,0,0,3,0,7,0,0,14,0,5,3,7,0,0,0,21,3,5,7,6,5,0,3,37,23,76,61,56,106,45,25,386,36,38,24,22,17,3,5,136,0,0,0,0,0,0,0,3,61,113,83,71,124,50,24,525,11,45,32,33,87,22,17,252
POA6077,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,6,0,3,15,0,0,0,0,3,0,0,5
POA6078,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,13,0,0,0,0,0,3,0,4
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,3,3,3,0,0,0,9,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,19,0,3,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,7,10,7,0,0,28,0,0,3,3,6,3,0,19,3,8,8,5,7,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,6,18,5,3,60,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,7,0,0,0,0,0,0,10,5,10,11,6,18,5,3,71,7,15,5,3,0,0,0,33,0,0,0,0,0,0,0,0,18,27,22,14,21,5,3,101,0,4,4,9,12,3,0,30
POA6082,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,13,3,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,3,3,4,4,0,0,16,0,0,4,8,12,0,0,27,10,10,8,11,8,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,15,24,20,7,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,8,8,9,15,24,26,7,0,83,14,22,11,4,3,0,0,48,0,0,0,0,0,0,0,0,20,32,18,28,28,6,0,131,0,0,3,9,14,0,0,38
POA6083,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,3,0,3,0,3,0,8,3,16,3,8,11,0,0,35,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,19,5,10,14,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,5,10,14,3,0,55,9,3,4,4,0,3,0,18,0,0,0,0,0,0,0,0,12,18,10,15,11,3,0,70,0,3,0,3,3,3,0,16
POA6084,0,3,7,11,3,3,0,26,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,3,3,0,34,9,10,10,8,15,0,0,56,5,14,14,12,13,5,3,68,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,23,27,25,29,11,3,132,5,0,0,0,0,0,0,5,3,3,0,0,7,0,0,17,4,3,0,0,7,0,0,17,22,34,30,21,30,11,3,146,29,32,15,6,8,0,0,89,0,0,0,0,0,0,0,0,48,63,41,32,40,10,7,239,10,17,17,21,19,4,0,81
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,3,3,8,7,5,0,23,3,0,0,0,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,10,8,3,42,0,3,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,10,10,7,6,14,8,6,3,50,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,10,6,6,10,13,10,8,60,8,25,7,9,12,8,8,79,11,33,10,5,14,5,3,87,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,55,18,13,24,20,9,166,4,0,0,0,3,0,0,12,0,6,7,0,0,0,3,17,4,5,5,0,4,3,3,26,28,60,31,17,27,21,10,195,17,21,5,3,6,3,7,56,0,0,0,0,0,0,0,0,46,82,36,18,34,28,18,255,8,28,17,14,19,11,8,105
POA6101,11,9,3,0,11,3,0,39,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3,4,9,4,0,48,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,10,14,12,9,4,9,4,0,60,3,3,4,0,4,0,0,13,0,0,0,0,0,0,0,0,17,18,16,7,16,4,4,68,6,20,24,17,26,18,6,116,26,35,31,14,26,7,4,143,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,38,58,50,30,49,20,8,264,0,8,4,3,4,7,0,21,12,12,4,3,3,0,0,34,10,15,8,6,8,5,0,56,46,73,58,37,65,30,14,325,37,34,15,10,16,12,5,126,0,0,0,0,0,0,0,0,80,106,78,54,76,35,15,447,19,31,28,16,32,21,6,151
POA6102,0,0,3,0,8,0,4,20,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,8,0,5,28,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8,9,4,8,0,8,3,5,36,3,0,0,0,3,0,3,13,0,0,0,0,0,0,0,0,10,8,4,4,6,6,7,44,7,12,14,9,16,7,3,61,15,12,17,15,15,8,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,31,25,31,12,8,144,0,8,0,0,3,3,0,10,6,3,0,3,0,4,0,10,5,5,0,4,5,5,0,23,20,32,36,25,35,20,8,172,45,43,9,10,14,5,3,127,3,0,0,0,0,0,0,9,69,73,47,33,49,21,12,305,7,8,14,15,22,11,6,83
POA6103,3,0,0,3,5,0,3,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,5,0,3,24,4,20,10,8,9,3,0,51,6,11,4,7,4,3,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,11,11,16,8,6,103,3,4,3,3,3,3,0,16,0,4,4,0,3,3,0,20,4,13,6,3,8,5,0,39,21,41,26,13,21,10,6,144,30,38,12,4,12,0,3,98,3,3,3,0,0,0,0,7,57,81,42,18,36,10,13,255,7,16,5,9,15,5,5,69
POA6104,0,5,3,3,3,0,3,24,0,3,4,0,0,3,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,8,5,9,3,5,44,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,8,4,14,8,5,6,7,5,48,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,14,10,6,6,7,4,54,12,32,18,17,16,10,7,110,12,30,25,19,23,6,7,127,0,0,3,0,5,0,0,9,0,0,0,3,0,0,0,6,31,67,43,36,43,19,18,255,0,3,0,3,3,0,0,14,4,15,3,0,0,0,0,24,4,14,11,3,6,0,0,41,34,83,54,44,49,19,20,299,50,50,23,23,13,0,0,164,3,7,0,3,0,0,0,10,91,140,81,62,61,24,17,477,15,33,24,19,20,12,12,132
POA6105,3,5,3,3,8,0,5,32,3,0,4,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,4,12,4,5,43,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,8,9,11,4,13,4,5,49,7,10,3,0,0,0,0,14,0,0,0,0,0,0,0,0,10,19,8,5,13,3,5,67,11,19,16,17,20,17,7,103,20,44,19,18,22,9,4,139,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,7,33,70,37,38,47,22,10,258,0,6,3,0,4,0,0,25,3,10,3,7,0,4,3,34,3,19,9,6,5,9,3,58,36,92,42,43,51,32,17,310,76,69,34,23,16,9,0,222,0,0,0,0,0,0,0,3,117,161,82,65,64,37,17,539,13,27,20,24,31,16,11,134
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,9,15,13,19,22,18,11,107,5,9,9,8,3,3,0,44,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,4,15,28,20,26,24,19,15,153,3,5,4,0,3,0,0,13,0,0,0,0,0,0,0,3,0,7,4,0,3,0,0,16,17,29,27,28,26,19,15,174,9,17,11,9,6,0,3,48,0,0,0,0,0,0,0,0,30,49,36,35,34,26,13,224,34,51,40,35,71,30,20,281,45,99,58,41,62,18,14,337,10,8,6,5,3,0,0,32,0,3,3,0,0,3,0,14,95,164,99,80,134,53,37,659,10,14,7,9,8,5,0,53,10,26,11,9,7,0,0,60,17,38,18,17,20,10,0,110,104,201,122,94,158,57,39,770,159,155,75,51,56,16,21,542,0,4,0,0,0,0,0,8,267,363,200,147,213,77,56,1318,44,70,51,56,89,50,27,385
POA6108,4,17,11,10,14,6,10,67,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,14,9,14,9,10,77,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,11,11,21,17,12,17,10,10,89,4,8,9,3,4,0,0,27,0,0,0,0,0,0,0,0,16,28,23,18,19,9,7,123,14,30,44,22,51,20,12,188,24,57,43,29,41,16,8,210,7,7,3,0,3,0,0,17,3,0,0,0,8,0,0,14,47,95,83,55,97,35,14,423,6,15,6,3,3,0,3,39,11,24,15,9,3,3,0,60,17,32,22,14,5,6,3,100,60,126,105,68,99,41,15,521,106,90,52,18,35,10,8,321,3,5,3,0,0,0,0,12,170,220,164,86,134,51,26,851,24,48,49,31,62,26,17,253
POA6109,11,6,6,7,3,6,0,31,3,7,0,3,3,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,12,12,9,6,11,7,0,52,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,0,0,0,3,0,0,14,15,9,9,10,8,7,0,69,3,6,6,3,9,0,0,31,0,0,0,0,0,0,0,0,22,17,18,14,19,9,0,95,16,19,16,13,13,15,0,83,17,30,20,14,22,3,3,106,0,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,31,52,30,24,33,20,3,193,3,10,5,0,3,3,0,30,7,12,8,0,9,0,0,40,4,26,17,3,12,3,0,61,40,75,48,26,46,19,3,261,79,79,43,23,24,11,3,259,3,3,0,0,0,0,0,5,119,155,94,48,74,27,5,530,19,25,23,14,16,15,3,115
POA6110,13,23,21,21,26,0,5,107,3,9,5,0,5,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,14,32,28,27,35,4,7,138,0,6,9,3,3,3,0,24,0,3,6,3,0,0,0,7,0,14,11,5,3,3,0,37,17,43,36,26,38,9,10,174,3,6,3,5,5,4,0,34,3,3,0,0,0,0,0,6,20,52,35,34,45,8,10,217,49,85,67,38,81,27,19,366,74,140,104,48,91,30,11,487,3,3,0,3,3,0,0,15,3,8,0,0,0,3,0,14,128,234,166,92,173,55,33,889,14,25,11,14,10,4,0,73,28,37,21,10,10,3,0,105,40,61,27,29,15,3,0,178,169,293,201,117,190,61,33,1064,271,272,111,78,70,20,6,825,5,4,4,3,0,0,0,20,448,568,314,204,266,79,38,1911,59,113,80,61,110,26,27,479
