POA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
POA6072,..,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6073,..,0,14,3,4,0,0,0,0,0,26,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,17,3,7,0,0,0,0,0,26,10,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,8,4,0,0,0,0,0,0,0,24,14,0,0,0,4,0,0,0,0,0,24,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6074,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6076,..,22,108,23,22,19,9,6,9,4,213,..,0,10,5,8,4,16,6,5,0,64,..,0,0,0,0,0,0,3,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,10,5,8,4,16,5,3,0,67,..,0,0,0,0,0,0,0,0,0,0,..,25,117,30,35,26,20,12,13,5,282,51,112,77,9,3,3,0,5,0,11,270,6,13,23,6,0,6,3,5,3,3,67,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,13,23,6,0,6,5,9,3,3,65,0,0,0,0,0,0,0,0,0,0,0,54,125,98,12,7,13,4,16,3,10,340,86,21,40,8,16,12,0,4,0,0,194,14,9,18,7,7,6,5,14,3,4,78,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,9
POA6077,..,0,10,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,12,0,0,0,0,0,0,0,11,3,3,3,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,3,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6078,..,4,7,0,0,0,0,3,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,9,0,0,0,0,3,0,0,10,9,7,3,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,7,6,0,0,0,0,0,0,0,21,8,4,3,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6079,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,..,3,8,4,4,5,0,0,0,0,26,..,0,4,3,3,0,0,0,0,0,13,..,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,4,3,3,0,0,3,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,5,15,7,8,5,0,3,0,0,45,5,10,7,4,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,10,11,4,5,0,0,0,0,0,33,19,14,6,0,0,0,0,0,0,4,47,3,0,3,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
POA6082,..,3,11,3,0,0,0,0,3,0,20,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,3,11,3,0,0,0,3,3,0,25,0,9,9,0,0,0,0,0,0,0,25,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,35,15,5,17,0,3,0,0,3,0,0,43,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6083,..,0,5,0,0,0,0,0,0,0,14,..,0,0,0,6,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,6,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,9,0,6,0,0,3,0,0,18,7,11,7,0,0,5,0,0,0,0,33,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,12,6,0,0,5,0,3,0,0,43,8,0,3,3,3,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
POA6084,..,17,38,0,10,8,3,0,3,0,71,..,0,7,0,0,3,3,0,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,0,0,3,3,0,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,17,45,0,16,6,5,0,3,5,90,12,52,50,0,8,0,0,0,0,0,122,3,0,9,0,4,0,0,4,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,0,0,4,3,3,29,0,0,0,0,0,0,0,0,0,0,0,14,53,51,0,13,0,0,8,3,7,153,51,22,25,4,6,0,7,3,0,3,126,4,7,8,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,7
POA6090,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,..,6,24,10,16,18,14,8,4,3,96,..,6,29,20,18,34,42,27,17,3,198,..,0,0,0,0,0,7,12,11,4,42,..,0,0,0,0,0,0,0,0,0,0,..,6,29,20,21,40,55,40,31,10,245,..,0,0,0,0,0,0,0,0,0,0,..,10,52,30,35,52,61,47,36,17,343,32,36,42,9,8,13,16,16,15,12,195,7,19,54,21,50,50,78,81,62,24,458,0,0,3,0,0,3,11,10,4,10,47,0,0,0,0,0,0,0,0,0,0,0,7,19,58,28,48,57,91,98,73,35,508,0,0,0,0,0,0,0,0,0,0,0,45,51,106,36,61,67,106,112,91,43,710,131,41,137,64,85,36,34,31,18,13,590,75,84,372,86,107,154,158,132,87,28,1278,0,9,17,8,9,16,24,15,10,14,129,0,0,0,0,0,0,3,0,0,0,6,80,94
POA6101,..,12,33,13,14,3,10,12,5,10,106,..,3,49,6,24,26,28,20,7,12,174,..,0,0,0,8,0,8,15,6,3,41,..,0,0,0,0,0,0,0,0,0,0,..,4,49,6,26,26,34,37,13,17,223,..,0,0,0,0,0,0,0,0,0,0,..,16,84,18,39,30,41,52,22,30,326,32,43,41,10,14,16,14,13,8,6,197,14,28,106,36,51,59,61,92,45,12,505,0,4,3,0,4,9,13,21,11,7,66,0,0,0,0,0,0,0,0,0,0,0,14,31,106,37,49,67,73,107,61,18,565,0,0,0,0,0,0,0,0,0,0,0,49,79,153,47,68,82,85,122,67,32,768,135,52,164,77,96,76,39,25,8,27,706,70,115,329,71,102,116,127,114,51,20,1128,3,4,10,11,16,14,16,30,5,11,108,0,0,0,0,3,0,5,0,0,0,16,69,122
POA6102,..,5,13,4,10,3,0,10,0,5,46,..,3,33,20,14,22,17,29,8,4,152,..,0,0,0,0,8,4,20,13,0,55,..,0,0,0,0,0,0,0,0,0,0,..,3,31,22,14,34,24,47,20,4,203,..,0,0,0,0,0,0,0,0,3,3,..,10,48,25,24,34,25,60,26,11,257,30,46,51,9,10,15,31,31,40,12,272,20,46,132,67,98,141,219,321,284,65,1401,0,0,7,6,6,10,26,43,61,21,181,0,0,0,0,0,0,0,0,0,4,11,20,51,141,76,102,158,247,365,345,88,1588,0,0,0,0,0,0,0,0,0,0,0,52,98,190,85,116,174,275,394,381,99,1865,72,26,82,34,25,29,19,24,20,13,325,58,125,418,86,128,155,197,180,126,32,1509,0,7,26,9,13,18,29,27,17,17,158,3,3,0,0,3,0,0,3,0,0,14,58,134
POA6103,..,3,19,5,10,6,11,4,3,0,63,..,7,26,4,19,10,16,9,5,3,104,..,0,0,0,0,7,5,3,8,0,23,..,0,0,0,0,0,0,0,0,0,0,..,7,26,7,20,17,20,15,13,6,130,..,0,0,0,0,0,0,0,0,0,0,..,12,45,13,32,20,25,20,17,11,193,13,15,26,11,11,13,25,11,6,7,133,12,35,61,29,33,40,54,51,39,9,359,0,0,0,0,4,11,5,12,3,6,39,0,0,0,0,0,0,0,0,0,0,0,12,35,67,29,38,53,59,56,43,14,405,0,0,0,0,0,0,0,0,0,0,0,21,50,92,34,52,67,82,69,48,17,535,93,46,88,38,71,31,28,22,11,7,435,65,105,349,75,90,104,85,76,29,30,1011,0,7,20,9,9,22,24,14,13,9,123,0,0,0,0,0,0,0,0,0,0,5,63,112
POA6104,..,0,23,13,8,10,7,3,6,0,88,..,5,46,29,10,28,17,13,8,4,168,..,0,0,0,0,3,5,16,8,6,35,..,0,0,0,0,0,0,0,0,0,5,..,7,46,27,10,30,22,30,14,11,209,..,0,0,0,0,0,0,0,0,0,0,..,7,75,44,22,42,30,40,20,14,294,17,27,29,14,17,18,4,22,20,9,172,19,25,91,20,35,37,48,41,21,5,344,0,3,0,0,3,0,0,11,10,7,38,0,0,0,0,0,0,0,0,0,0,0,19,31,93,22,38,39,51,56,30,17,381,0,0,0,0,0,0,0,0,0,0,0,33,57,120,35,54,49,57,73,49,24,560,101,41,106,49,64,52,39,19,8,14,488,68,94,261,39,77,71,61,48,31,16,772,0,8,18,7,5,11,7,15,5,3,85,0,0,3,0,0,0,0,0,0,0,8,73,103
POA6105,..,3,49,16,13,22,9,6,3,5,135,..,13,82,38,50,68,40,51,22,7,366,..,0,0,3,0,11,13,26,12,14,77,..,0,0,0,0,0,0,0,0,0,0,..,13,83,41,50,75,57,77,35,20,446,..,0,0,0,0,0,0,0,0,0,0,..,14,127,63,67,93,71,82,37,30,577,27,38,26,7,12,8,12,4,5,8,157,14,36,103,35,58,50,49,61,30,14,455,0,0,0,3,4,10,7,20,9,3,53,0,0,0,0,3,0,0,0,0,0,3,14,38,108,35,64,62,59,80,44,18,512,0,0,0,0,0,0,0,0,0,0,3,36,76,130,41,80,72,67,86,52,25,674,78,35,100,55,42,41,16,16,12,17,400,67,123,360,84,123,98,88,82,43,19,1081,0,5,26,12,19,30,23,19,8,6,141,0,0,0,0,0,0,3,0,0,0,7,67,130
POA6106,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,..,22,144,29,32,67,41,29,18,20,400,..,29,424,116,142,140,91,122,60,36,1143,..,0,0,3,16,17,40,80,80,30,257,..,0,3,0,0,0,0,7,3,3,14,..,29,421,124,155,150,128,201,143,63,1421,..,0,0,0,0,0,0,0,0,0,3,..,50,565,151,191,217,168,234,163,84,1824,50,76,119,30,28,31,39,34,21,22,447,47,187,630,160,194,222,299,392,222,86,2443,0,4,7,6,13,18,48,58,47,28,234,7,0,6,0,0,0,0,4,4,0,19,52,194,643,163,212,242,352,448,277,118,2703,0,0,0,0,0,0,0,0,0,4,9,102,267,764,198,243,275,387,485,297,143,3159,243,118,219,71,88,41,47,44,20,25,918,275,606,1837,292,417,363,449,326,244,102,4908,3,18,131,25,69,78,76,92,51,39,585,0,0,11,0,3,0,0,0,3,3,25,278,622
POA6108,..,28,71,28,19,18,15,14,9,6,215,..,17,137,46,47,58,37,29,25,10,413,..,0,0,0,0,8,12,14,36,3,77,..,0,3,0,0,0,0,0,0,0,3,..,17,136,45,50,67,51,49,62,13,488,..,0,0,0,0,0,0,0,0,3,3,..,42,211,73,70,89,67,56,65,26,711,43,56,94,10,18,11,10,8,5,15,278,31,61,230,35,40,44,35,44,21,13,558,0,0,4,0,5,7,8,5,7,0,36,0,0,3,0,0,0,0,0,0,0,4,31,62,234,36,45,46,43,55,30,15,599,0,0,0,0,0,0,0,0,0,0,0,78,122,326,48,63,55,58,67,37,29,875,174,38,88,22,25,17,12,9,3,18,399,137,123,347,76,68,78,64,51,25,23,999,0,3,33,12,17,27,21,25,22,6,165,0,0,6,0,0,0,0,0,0,0,11,140,132
POA6109,..,5,54,10,17,6,3,7,0,7,104,..,9,114,41,41,38,36,21,16,8,315,..,0,0,0,3,8,12,17,23,17,79,..,0,0,0,0,0,0,0,0,0,4,..,9,113,41,44,47,46,37,38,25,395,..,0,0,0,0,0,0,0,3,0,3,..,8,163,51,61,53,49,46,39,30,510,16,20,19,0,7,0,3,5,0,8,84,14,70,177,48,42,25,27,39,33,3,487,0,0,6,0,9,9,3,9,4,3,42,0,0,0,0,0,0,0,0,0,0,6,14,69,185,51,47,37,30,56,34,6,533,0,0,0,0,0,0,0,0,0,0,0,30,97,204,47,57,37,34,58,35,15,623,66,22,45,8,9,9,3,6,0,6,171,45,69,280,67,69,63,46,55,24,9,731,0,4,39,14,12,11,21,9,16,3,138,0,0,0,0,0,0,3,0,0,0,3,43,78
POA6110,..,25,266,53,68,29,41,28,14,21,536,..,23,306,105,104,97,58,42,14,26,786,..,0,3,3,10,8,16,18,20,18,91,..,0,3,0,0,0,0,0,0,0,3,..,23,314,112,112,105,70,64,39,38,880,..,0,0,0,0,0,0,0,0,0,4,..,50,578,166,183,134,106,90,53,64,1423,80,168,156,25,47,14,18,12,10,8,539,40,107,437,92,71,67,74,66,51,28,1025,0,3,12,0,3,8,6,7,11,6,60,0,3,0,0,0,0,3,0,0,0,9,40,111,449,97,75,74,80,79,68,34,1098,0,0,0,0,0,0,0,0,0,0,0,115,274,607,118,114,91,105,92,74,46,1637,307,102,216,67,50,32,30,13,6,13,845,151,230,770,120,180,135,97,79,52,24,1833,0,3,86,17,28,29,31,16,16,6,229,0,4,3,0,0,0,0,0,0,0,11,156,241
POA6111,..,17,77,14,21,23,13,8,8,10,179,..,3,63,22,27,24,19,11,4,4,182,..,0,0,0,0,3,6,14,7,0,38,..,0,0,0,0,0,0,0,0,0,0,..,3,67,22,23,26,24,31,20,9,220,..,0,0,0,0,0,0,0,0,0,3,..,20,145,36,50,51,37,31,25,19,406,51,72,78,15,11,12,6,7,0,8,260,5,25,95,29,16,12,6,18,10,6,220,0,0,5,0,0,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,5,25,96,30,16,12,12,17,15,11,237,0,0,0,0,0,0,0,0,0,0,0,59,95,179,41,26,26,16,25,16,22,501,154,51,72,20,19,19,14,9,4,10,354,22,43,161,37,44,42,41,29,16,11,433,0,3,15,3,8,3,9,7,10,0,60,0,0,4,0,0,0,0,0,0,0,8,23,41
POA6112,..,45,288,89,93,73,61,54,20,28,755,..,32,388,104,172,124,70,54,28,22,989,..,0,3,3,3,16,19,22,17,7,86,..,0,0,0,0,3,0,0,0,0,7,..,32,394,105,174,143,90,82,45,29,1089,..,0,0,0,0,0,0,0,0,3,5,..,75,680,195,275,219,150,131,65,58,1843,107,244,291,42,46,41,29,29,5,27,856,22,105,457,66,88,68,77,48,45,19,1003,0,0,6,5,3,4,9,3,7,7,42,0,0,4,0,0,0,0,0,0,0,3,22,105,465,68,89,79,81,54,54,17,1041,0,0,0,0,0,0,0,0,0,4,7,130,351,759,111,139,119,109,82,57,50,1906,567,206,375,84,96,83,36,31,11,33,1517,184,398,1205,199,222,191,130,94,60,44,2732,4,17,66,12,15,20,16,20,9,3,186,4,0,6,0,0,5,0,0,0,0,19,193,411
POA6121,..,8,0,0,3,0,3,0,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,8,0,0,3,0,3,0,0,0,16,8,10,4,0,3,0,0,0,0,3,22,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,13,7,0,3,0,0,0,0,3,34,8,3,8,0,3,3,0,0,0,0,27,8,0,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3
