POA_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
POA6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,4,0,69,3,0,5,72,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,6,0,0,6,73,3,4,0,74,3,0,5,80,0,0,79,26,3,0,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,97,6,4,0,103,3,0,5,112,0,0,111,11,0,0,0,15,0,0,0,15,0,0,12,13,0,0,0,13,0,0,0,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,30,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,7,4,0,81,3,0,3,80,9,0,85,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,6,75,7,4,0,82,3,0,3,87,9,0,90,20,0,0,0,20,0,0,0,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,93,7,4,0,103,3,0,3,106,6,0,109,17,3,0,0,26,0,0,0,26,3,0,31,9,3,3,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,3,0,44,0,0,0,44,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,14,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,14,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,18,0,0,4,17,0,0,23,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6,0,0,46,0,0,0,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6,0,0,46,0,0,0,46,0,0,46,11,0,0,0,11,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,61,0,0,0,59,0,0,59,3,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,18,0,0,0,18,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,18,3,0,0,19,0,0,0,19,0,0,20,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,22,0,0,0,22,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6076,3,0,3,0,6,0,0,0,6,0,0,6,4,0,0,0,3,0,0,0,9,0,0,9,382,55,13,8,461,12,0,14,475,17,3,490,9,0,0,0,9,4,0,4,9,0,0,14,11,0,0,0,11,6,0,6,15,0,0,19,24,0,0,0,24,3,0,3,32,3,0,32,404,55,18,6,488,13,0,16,500,14,3,522,81,7,8,0,96,0,0,0,95,13,0,106,0,0,0,0,0,0,0,0,0,0,0,0,487,65,21,5,575,15,0,17,594,26,3,627,57,9,3,0,72,5,0,5,79,3,0,81,80,10,0,0,96,0,0,3,97,0,0,96,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,148,18,4,0,179,6,0,5,182,6,0,186,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,0
POA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12,0,0,47,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12,0,0,47,0,0,0,48,0,0,48,5,0,0,0,5,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,40,12,0,0,52,0,0,0,50,3,0,53,8,0,0,0,8,0,0,0,8,0,0,8,9,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,17,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,17,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,21,3,0,3,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,9,0,0,9,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,11,0,0,0,11,0,0,11,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,82,9,4,3,100,3,0,3,103,3,0,109,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,92,9,4,3,103,3,0,3,109,3,0,110,26,3,0,0,24,0,0,0,24,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,110,14,4,4,133,3,0,3,134,4,0,137,18,3,0,0,20,0,0,0,20,0,0,20,14,3,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,35,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,7,0,0,66,3,0,3,68,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,4,0,0,4,67,7,0,0,67,3,0,3,70,3,0,78,12,3,0,0,16,0,0,0,21,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,75,9,0,0,92,8,0,8,97,3,0,96,0,0,0,0,3,0,0,0,4,0,0,3,6,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,71,7,0,3,81,0,0,0,81,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,7,0,3,85,0,0,0,81,3,0,85,13,3,0,0,17,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,4,4,83,6,3,3,101,0,0,0,101,3,6,106,3,4,0,0,6,0,0,0,6,3,0,9,9,0,0,0,10,0,0,0,10,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,19,0,0,0,19,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6084,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,4,0,0,0,4,0,0,4,145,31,5,5,186,3,0,3,187,6,0,191,0,0,0,0,6,0,0,0,6,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,3,0,0,0,3,0,0,10,153,30,5,5,195,3,0,3,197,9,0,201,30,0,0,0,33,0,0,0,38,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,184,30,10,5,227,3,3,3,232,9,0,239,23,0,0,0,31,0,0,0,31,0,0,26,22,6,0,0,31,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7,3,0,59,0,0,0,56,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,17,0,0,98,3,3,8,108,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,17,0,0,102,3,3,8,108,3,0,114,13,4,0,0,20,0,0,0,20,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,102,20,0,0,118,3,3,8,123,12,0,134,28,3,0,0,32,0,0,0,29,5,0,40,14,10,0,0,24,0,0,0,24,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,0,0,55,0,0,0,51,7,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,12,3,0,152,10,0,8,162,7,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,143,15,3,0,153,5,0,11,161,7,0,169,8,3,0,0,15,0,0,0,15,3,0,17,3,0,0,0,3,0,0,0,3,0,0,3,149,16,3,0,168,5,0,11,178,8,0,190,27,3,0,0,28,0,0,0,32,3,0,34,24,9,0,0,30,5,0,5,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,14,0,0,64,4,0,4,68,3,0,70,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
POA6102,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,0,74,4,0,4,79,0,0,81,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,5,0,0,7,61,14,0,0,79,4,0,4,86,3,0,86,6,0,4,0,13,4,0,4,18,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,68,18,3,0,88,5,0,5,95,10,0,111,8,0,0,0,8,0,0,0,8,0,0,8,12,4,0,0,14,0,0,3,19,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,21,0,0,3,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,0,0,60,3,3,3,60,3,0,65,3,0,0,0,3,3,0,3,3,0,0,3,0,0,0,0,0,3,0,5,3,0,0,3,3,0,0,0,3,3,0,4,10,0,0,10,52,5,0,0,58,7,3,8,68,3,0,74,12,0,0,0,9,3,0,4,10,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,59,7,0,0,74,9,3,10,81,11,0,94,16,0,0,0,14,0,0,0,14,0,0,16,8,0,0,0,8,0,0,0,10,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,29,0,0,0,32,3,0,35,0,0,0,0,0,3,0,3,5,0,0,5,0,0,0,0,0,0,0,0
POA6104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,19,0,0,107,3,0,3,111,7,0,117,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,6,4,0,0,0,3,0,0,0,10,0,0,9,91,19,0,0,110,3,0,8,121,7,0,128,36,0,0,0,42,3,0,3,43,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0,127,20,0,4,155,5,0,7,160,17,3,181,21,0,0,0,24,0,0,0,21,7,0,31,23,4,0,0,26,0,0,0,26,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,50,0,0,0,51,6,0,55,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
POA6105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,17,0,0,121,6,0,6,122,10,0,138,4,0,0,0,6,0,0,0,8,0,0,8,3,3,0,0,3,0,0,0,3,0,0,3,5,0,0,0,8,0,0,0,9,0,0,9,110,17,0,0,130,3,0,3,134,10,0,146,26,12,0,0,39,3,5,9,46,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,135,25,0,0,166,11,5,12,176,21,0,201,25,0,0,0,26,0,0,0,26,0,0,24,18,7,0,0,25,0,0,0,26,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,0,0,53,0,0,0,57,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,0,3,3,0,8,0,0,0,11,0,0,11,0,0,0,6,9,0,0,0,9,0,0,8,362,71,6,4,450,23,3,26,478,26,0,504,6,0,0,0,9,7,3,16,21,0,0,21,11,5,0,0,17,6,0,6,20,0,0,19,19,8,0,0,26,15,3,17,45,0,0,46,387,80,6,4,479,42,3,43,521,25,0,550,106,24,4,3,138,6,3,11,141,48,0,192,0,0,0,0,0,0,0,0,0,0,0,3,491,104,14,10,611,42,8,54,667,74,4,742,108,17,0,0,122,0,0,0,122,4,0,130,91,25,3,0,113,12,0,12,121,14,0,141,3,0,3,0,7,0,0,0,8,0,0,9,3,0,0,3,6,0,0,0,6,0,0,12,201,37,9,3,249,8,0,8,260,25,0,285,5,0,3,0,8,8,0,7,10,0,0,10,4,5,0,0,6,4,0,4
POA6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,4,254,49,0,11,314,12,0,12,331,21,0,351,9,0,0,0,7,4,0,4,14,3,0,14,10,0,0,0,13,3,0,3,15,0,0,15,19,3,0,0,19,4,0,3,22,3,0,28,270,46,0,11,331,17,0,21,356,28,0,380,89,13,0,6,101,19,0,19,119,42,0,164,0,0,0,0,0,0,0,0,0,0,0,0,358,59,0,14,433,37,0,36,472,71,0,546,78,4,5,0,84,9,0,11,92,3,0,99,54,20,0,0,74,7,0,7,81,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,0,0,7,133,21,7,3,166,10,0,14,173,13,0,183,0,0,0,0,6,0,0,0,6,0,0,9,4,0,0,0,4,0,0,0
POA6109,0,0,3,0,5,0,0,0,5,0,0,5,3,0,0,0,4,0,0,0,4,3,0,6,98,14,6,3,128,0,0,0,126,8,0,132,5,0,0,0,5,0,0,0,10,0,0,9,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,12,111,14,6,3,137,0,0,0,136,8,0,144,48,14,3,3,59,3,0,3,66,22,0,83,0,0,0,0,0,0,0,0,0,0,0,0,160,27,8,4,197,6,0,6,200,27,0,232,20,0,0,0,17,0,0,0,22,3,0,18,24,12,0,0,35,0,0,0,33,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,0,0,55,3,0,4,53,3,0,57,6,0,0,0,6,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0
POA6110,5,0,0,0,3,3,0,3,9,0,0,9,0,0,0,4,6,0,0,0,13,0,0,11,429,62,11,14,507,28,3,31,544,25,0,568,9,3,0,0,13,4,0,4,18,0,0,20,11,3,0,0,13,0,0,0,20,0,0,20,19,10,0,0,28,5,0,5,32,3,0,34,450,63,8,14,537,31,3,35,574,26,0,603,160,24,9,3,190,7,0,9,203,46,0,246,0,0,0,0,0,0,0,0,0,0,3,5,604,92,17,14,732,43,4,46,781,71,3,849,104,8,6,0,114,3,0,3,119,12,0,131,87,16,0,3,105,4,0,4,110,9,0,120,5,0,3,0,8,0,0,0,8,0,0,10,0,0,0,3,3,0,0,0,3,0,0,4,191,22,11,3,223,13,0,13,239,19,0,256,0,3,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0
