POA_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
POA6070,142,5,0,148,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,3,11,0,0,11,7,0,0,0,7,3,0,3,11,0,0,11,128,13,3,0,151,4,0,4,155,5,0,155,61,3,0,0,71,0,0,0,71,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,192,15,3,3,214,4,0,4,218,3,0,225,41,0,0,0,42,3,0,3,41,4,0,43,46,0,0,0,48,0,0,0,53,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,0,0,97,8,0,8,102,3,0,104,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,90,4,0,0,100,8,0,8,106,3,0,110,15,4,0,0
POA6071,121,4,0,124,0,0,0,0,0,4,0,4,4,0,0,4,9,0,0,0,9,0,0,0,9,0,0,10,9,0,0,0,9,4,0,4,12,0,0,12,111,14,3,0,125,3,0,3,130,3,0,137,34,3,0,0,41,3,0,3,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,148,14,3,0,170,6,0,6,171,5,0,184,24,0,0,0,30,0,0,0,30,0,0,29,34,7,4,0,46,3,0,3,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,9,4,0,72,3,0,3,76,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,64,9,4,0,76,3,0,3,76,0,0,78,15,0,0,0
POA6072,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,20,0,0,0,20,0,0,20,4,3,0,0,10,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,3,3,0,33,0,0,0,34,0,0,30,7,0,0,0,7,0,0,0,7,0,0,7,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,17,0,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,21,0,0,0,21,0,0,21,10,0,0,0
POA6073,81,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,4,0,0,0,4,0,0,4,71,10,0,0,85,0,0,0,91,0,0,93,26,0,0,3,28,3,0,3,31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,101,10,0,4,114,5,0,5,117,3,0,121,20,0,0,0,20,3,0,3,19,0,0,19,23,7,0,0,30,0,0,0,30,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,53,3,0,3,55,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,46,7,0,0,53,3,0,3,59,0,0,57,19,0,0,0
POA6074,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,30,3,0,3,38,0,0,38,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,45,3,0,3,45,0,0,45,9,0,0,0,12,0,0,0,12,0,0,12,9,4,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,21,0,0,0,21,0,0,21,7,0,0,0
POA6076,759,21,0,778,9,0,0,0,12,5,0,5,13,0,0,17,25,0,0,3,29,0,0,0,30,0,0,30,39,3,0,3,38,6,0,6,47,0,0,47,661,96,19,15,782,20,5,19,802,20,0,830,207,18,8,0,232,7,0,7,238,20,0,255,0,0,0,0,0,0,0,0,0,0,0,3,868,108,24,15,1013,30,5,30,1044,39,0,1083,126,26,3,0,151,3,0,3,156,9,0,163,254,27,4,0,287,3,0,3,293,9,0,300,5,3,0,0,9,0,0,0,9,0,0,6,3,0,0,0,3,0,0,0,3,0,0,9,378,54,9,3,452,5,0,5,461,20,0,474,4,0,0,0,8,0,0,0,7,0,0,7,15,0,0,0,15,3,0,3,13,0,0,15,19,0,0,0,19,3,0,3,26,0,0,25,402,54,10,3,473,11,0,11,486,21,0,501,99,5,0,0
POA6077,37,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,34,3,0,0,44,0,0,0,39,0,0,44,7,0,0,0,13,0,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,4,51,0,0,3,54,0,0,57,9,0,0,0,12,0,0,0,12,0,0,12,10,0,0,0,16,0,0,0,17,0,0,15,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,32,0,0,0,28,0,0,31,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,30,3,0,0,35,0,0,0,33,0,0,38,8,0,0,0
POA6078,26,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,27,0,0,0,26,0,0,0,27,3,0,33,10,0,0,0,10,0,0,0,10,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,40,0,0,0,35,4,0,46,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,9,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,17,0,0,0,15,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,15,0,0,0,20,0,0,20,5,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,169,3,0,180,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,160,15,0,3,178,3,0,3,177,3,0,187,60,3,3,3,69,0,0,0,69,5,0,79,0,0,0,0,0,0,0,0,0,0,0,0,217,14,4,9,251,3,0,3,249,12,0,266,24,3,0,0,27,0,0,0,27,3,0,31,74,4,3,3,83,3,0,0,88,0,0,87,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,3,3,0,0,0,3,0,0,3,103,10,6,5,115,3,0,0,123,5,0,122,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,5,0,0,0,5,0,0,0,5,0,0,5,104,10,6,5,122,3,0,0,122,5,0,125,35,0,3,3
POA6082,107,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,5,0,0,5,90,9,3,3,111,3,0,3,113,0,0,115,52,7,0,0,59,0,0,3,57,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,136,17,3,6,170,3,0,4,172,3,0,178,13,3,0,0,18,0,0,0,17,0,0,20,41,0,0,0,45,0,0,0,45,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,0,0,60,5,0,5,69,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,64,4,0,0,68,5,0,5,69,3,0,72,20,0,0,0
POA6083,108,3,0,108,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,4,90,17,7,3,111,0,0,0,110,3,0,116,32,7,0,3,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,122,19,6,3,147,0,0,0,147,4,0,153,20,0,0,0,19,0,0,0,19,3,0,20,53,10,0,0,59,0,0,0,59,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,10,3,0,82,0,0,0,82,3,0,91,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,73,10,3,0,85,0,0,0,85,7,0,90,20,4,4,0
POA6084,257,7,3,268,8,0,0,0,8,3,0,3,8,0,0,8,4,0,0,0,5,5,0,5,10,0,0,10,10,0,0,0,11,8,0,8,22,0,0,22,209,31,18,9,266,15,0,15,276,7,3,286,80,17,16,6,114,7,3,7,122,5,0,126,0,0,0,0,0,0,0,0,0,0,0,0,291,42,27,16,384,21,3,24,407,12,5,418,64,8,0,0,71,0,0,0,79,0,3,78,75,10,7,0,93,0,0,0,91,0,0,94,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,5,0,0,0,5,0,0,5,140,21,13,8,174,3,0,3,175,3,3,185,3,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,3,0,3,10,0,0,10,10,0,0,0,10,3,0,7,15,0,0,15,149,21,13,8,179,7,0,8,192,3,3,194,43,0,7,0
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,268,11,0,280,5,0,0,0,5,3,0,6,10,0,0,10,11,3,0,0,10,0,0,0,12,0,0,11,19,3,0,0,17,3,3,4,23,0,0,30,228,38,4,0,271,21,5,20,290,17,0,311,104,23,3,3,131,5,0,5,142,10,0,156,0,0,0,0,0,0,0,0,0,0,0,0,327,63,11,3,406,30,5,29,436,30,0,462,46,7,0,0,54,3,0,3,53,8,0,61,68,13,0,0,80,4,0,8,86,0,0,91,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,112,23,0,0,139,5,0,5,147,8,0,150,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,120,22,0,0,140,9,0,6,154,10,0,156,39,3,0,0
POA6101,370,13,0,378,3,0,0,0,5,3,0,3,10,0,0,10,9,3,0,0,15,3,0,3,13,0,0,17,13,4,0,0,22,9,0,6,25,0,0,25,329,38,7,0,369,26,0,23,396,14,0,407,109,16,0,0,122,18,0,16,137,10,0,150,0,0,0,0,4,0,0,0,4,0,0,4,433,51,7,3,496,40,4,45,539,28,0,565,48,3,0,0,54,3,0,3,59,0,0,58,93,7,0,0,107,3,0,3,112,4,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,16,0,0,155,10,0,7,167,3,0,174,3,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,9,0,0,9,4,3,0,0,6,6,0,6,12,0,0,12,150,18,0,0,170,14,0,14,181,3,0,185,35,8,0,0
POA6102,181,3,0,190,4,0,0,0,4,7,0,5,7,0,0,7,13,6,0,0,16,0,3,3,20,0,0,20,11,6,0,0,20,7,3,7,28,0,0,29,152,38,3,4,197,13,3,20,214,3,0,218,65,10,3,0,81,3,3,8,87,25,3,122,3,0,0,0,3,0,0,0,3,0,0,3,220,46,5,4,277,20,9,24,301,32,3,337,37,5,0,0,46,0,0,0,46,0,0,45,35,7,0,0,45,0,0,0,47,4,0,51,6,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,76,15,0,0,96,0,0,0,93,4,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,6,0,0,0,6,0,0,9,83,18,0,0,99,0,0,0,102,8,0,106,7,8,0,0
POA6103,187,8,0,194,6,0,0,0,6,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,4,0,0,4,6,0,0,0,6,3,0,3,11,0,0,11,162,23,3,0,186,10,0,10,197,8,0,204,51,14,5,0,71,3,4,7,79,16,0,90,0,0,0,0,3,0,0,0,3,0,0,3,210,34,5,3,260,13,4,16,272,21,0,297,19,0,0,0,24,0,0,0,24,0,0,20,43,6,0,0,49,0,0,0,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,10,0,0,69,0,0,0,69,3,0,74,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,3,0,3,3,0,0,3,4,0,0,0,4,3,0,3,3,0,0,3,61,10,0,0,69,0,0,0,75,3,0,76,17,4,0,0
POA6104,254,7,0,266,6,0,0,0,7,0,0,0,4,3,0,6,18,0,0,0,21,0,0,0,19,0,3,28,24,3,0,0,24,0,0,0,26,4,3,34,244,19,6,6,278,3,0,6,282,14,3,298,104,18,0,4,131,3,0,8,135,24,3,163,4,0,0,0,4,0,0,0,4,0,0,3,353,35,11,13,410,13,3,12,420,37,6,469,52,3,0,0,61,0,0,0,63,3,0,62,68,11,3,0,83,0,0,0,84,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,123,15,7,0,146,3,0,3,144,3,0,149,0,0,0,0,3,0,0,0,3,0,0,8,4,0,0,0,4,0,0,0,4,0,0,7,10,0,0,0,7,0,0,0,7,0,0,10,135,15,7,3,152,3,0,3,158,4,0,163,51,5,5,0
POA6105,297,15,0,316,10,0,0,0,10,0,0,0,10,0,0,9,17,7,0,0,21,7,0,7,26,0,0,26,28,7,0,0,33,7,0,7,35,0,0,36,272,42,3,3,317,12,0,14,335,21,0,353,143,33,0,0,182,29,3,29,207,57,0,271,0,0,0,0,0,0,3,3,3,0,0,3,415,78,3,3,503,40,4,42,544,77,0,621,65,13,0,0,73,0,0,0,80,5,0,83,68,11,0,0,80,0,0,0,82,3,0,88,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,137,25,0,0,163,4,0,3,167,10,0,174,3,0,0,0,3,3,0,3,10,0,0,10,6,0,0,0,7,3,0,3,15,0,0,14,10,0,0,0,13,7,0,7,23,0,0,22,145,23,0,0,172,10,0,8,187,11,0,195,62,16,0,0
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,1090,55,0,1146,26,0,0,0,33,12,5,17,46,6,0,49,54,15,3,3,72,11,5,15,85,5,0,88,80,13,7,3,99,22,9,25,131,8,0,140,948,163,15,14,1147,58,20,72,1217,70,0,1284,452,109,10,19,580,40,8,45,628,142,7,771,3,0,0,0,6,0,0,0,6,3,3,12,1402,269,22,38,1731,99,25,117,1851,208,13,2069,198,31,0,0,235,8,3,6,237,20,0,256,251,52,0,0,298,8,4,11,313,5,0,317,9,3,0,0,16,0,0,0,16,0,0,16,0,0,0,8,12,0,0,0,12,0,0,14,455,89,4,9,560,14,7,20,581,29,0,605,16,0,0,0,17,4,0,7,20,0,0,25,27,8,0,0,35,9,0,8,47,4,0,46,41,8,0,0,52,15,3,14,68,4,0,70,504,90,4,9,612,28,5,36,641,31,0,674,166,46,8,10
POA6108,581,32,0,618,22,0,0,3,18,0,0,0,23,3,0,23,27,6,0,0,32,6,0,6,34,0,0,34,43,6,0,3,55,5,0,5,63,3,0,61,517,71,8,10,603,35,0,34,640,36,0,675,269,48,4,8,328,34,3,31,365,58,0,422,0,0,0,3,3,0,0,0,3,4,0,11,783,120,11,22,933,64,3,69,1007,104,0,1106,100,13,0,0,115,8,0,8,122,12,0,129,172,25,3,3,204,9,0,9,216,8,0,225,5,3,0,0,6,0,0,0,6,0,0,12,0,0,0,0,3,0,0,0,3,0,0,3,280,43,4,3,326,16,0,16,343,17,0,364,6,0,0,5,12,0,0,0,12,0,0,15,12,3,0,0,15,3,0,5,17,0,0,17,18,5,0,5,27,4,0,3,32,0,0,33,301,48,4,4,357,24,0,21,380,24,0,399,124,21,0,3
POA6109,202,18,0,218,13,3,0,0,17,0,0,0,17,0,0,14,12,6,0,0,20,0,0,0,25,0,0,21,24,10,0,0,37,0,0,0,39,0,0,36,189,37,3,3,234,4,0,4,236,18,0,258,162,36,5,6,212,13,3,14,226,55,0,280,0,0,0,0,0,0,0,0,0,0,3,3,355,72,8,10,449,17,3,17,468,71,4,540,45,4,0,0,51,0,0,0,48,3,0,56,54,16,0,0,79,0,0,0,79,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,107,23,3,0,129,0,0,0,134,3,0,137,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,10,0,0,0,10,0,0,10,11,0,0,0,15,0,0,0,15,0,0,15,120,22,3,0,141,0,0,0,142,3,0,149,70,8,3,0
POA6110,1193,54,4,1247,32,6,0,3,36,7,0,7,43,0,0,44,57,4,3,0,73,3,3,5,78,3,0,80,92,13,3,3,105,10,3,12,123,3,0,124,1071,119,25,22,1249,54,13,66,1317,62,4,1379,518,103,13,17,654,37,10,45,697,104,0,799,5,0,0,0,4,3,0,3,9,0,7,14,1596,222,43,38,1903,92,16,112,2016,166,9,2189,202,30,3,4,244,15,0,10,255,15,0,271,314,46,0,8,374,14,0,14,383,12,0,391,7,3,0,0,14,0,0,0,14,0,0,14,9,3,0,8,17,0,0,0,17,0,3,20,533,82,7,19,642,26,0,23,663,33,6,698,15,0,0,3,13,3,0,3,19,6,0,25,20,3,3,0,25,7,0,7,31,0,0,34,38,7,3,3,42,8,0,8,52,6,0,54,569,85,11,20,686,33,0,30,716,37,6,752,251,32,8,4
