POA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA6072,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,23,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,127,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,140,0,0,0,0,0,136
POA6073,7,0,60,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,52,7,0,0,13,0,59,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,20,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,400,14,0,0,14,0,411,9,19,0,0,19,0,31,0,0,3,0,3,0,3,0,0,0,0,0,0,0,9,19,3,0,25,0,35,0,0,0,0,0,0,0,409,32,3,0,36,0,446
POA6074,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,29,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,159,0,0,0,0,0,160,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,162,3,0,0,3,0,163
POA6076,14,0,569,21,30,0,0,30,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,0,0,36,0,54,0,0,0,0,0,0,0,579,43,0,0,50,0,627,212,4,0,0,5,0,220,8,10,0,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,13,0,22,0,0,0,0,0,0,0,225,14,0,0,17,0,237,98,4,0,0,4,0,99,3,6,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,14,0,0,0,0,0,0,0,105,13,0,0,13,0,113,3444,88,3,0,93,3,3537,160,178,4,0,179,0,338,0,5,0,0,5,0,5,0,3,0,0,6,0,6,160,181,4,0,194,0,351,4,0,0,0,0,0,4,3598,277,5,0,282,3,3887
POA6077,4,0,44,0,7,0,0,7,0,7,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,7,3,0,15,0,15,0,0,0,0,0,0,0,41,12,3,0,17,0,53,19,0,0,0,0,0,19,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,0,19,0,3,0,5,0,26,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,200,12,0,0,7,0,210,7,22,0,0,23,0,28,0,3,6,0,13,0,13,0,0,0,0,0,0,0,7,23,13,0,32,0,38,0,0,0,0,0,0,0,212,29,13,0,47,0,256
POA6078,0,0,20,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,3,0,0,0,0,0,0,0,18,3,0,0,3,0,22,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,15,0,0,0,3,0,18,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,141,0,0,0,0,0,145,19,13,0,0,13,0,31,0,0,0,3,3,0,3,0,0,0,0,0,0,0,19,13,0,3,20,0,33,0,0,0,0,0,0,0,155,17,0,3,21,0,175
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,133,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,137,3,0,0,3,0,137,45,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,45,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,824,12,0,0,12,0,841,20,27,0,0,33,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,33,0,53,3,0,0,0,0,0,7,845,46,0,0,47,5,902
POA6082,0,0,91,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,95,0,0,0,0,0,96,13,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,16,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,555,6,0,0,6,0,565,28,10,0,0,10,0,34,3,0,0,0,0,0,3,0,0,0,0,0,0,0,31,9,0,0,9,0,41,0,0,0,0,0,0,0,592,18,0,0,18,0,608
POA6083,4,0,99,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,98,10,0,0,10,0,106,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,30,21,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,3,0,21,523,16,0,0,16,6,549,13,26,0,0,26,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,0,26,0,39,0,0,0,0,0,0,0,538,42,0,0,42,6,588
POA6084,7,0,225,3,8,0,0,8,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,10,0,0,6,0,16,0,0,0,0,0,0,0,228,14,0,0,11,3,239,61,0,0,0,0,0,58,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,60,3,0,0,4,0,66,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,22,1371,30,0,0,30,4,1402,36,35,0,0,35,0,76,7,10,4,0,16,0,23,0,0,0,0,0,0,0,45,47,4,0,53,0,94,3,0,0,0,0,3,3,1417,72,4,0,78,7,1504
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
POA6100,4,0,91,9,30,3,0,36,0,43,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,32,3,0,34,0,45,0,0,0,0,0,0,0,99,36,3,0,39,0,134,59,4,0,0,4,0,60,9,14,3,0,18,0,22,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,15,3,0,19,0,28,0,0,0,0,0,0,0,65,15,3,0,18,0,85,26,0,0,0,0,0,26,3,5,0,0,9,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,0,0,9,0,12,0,0,0,0,0,0,0,35,9,0,0,9,0,44,938,38,0,0,38,0,973,117,512,24,0,539,3,655,7,41,17,0,61,0,69,0,0,0,0,0,0,0,119,555,38,3,602,3,726,3,0,0,0,0,0,3,1063,598,38,3,639,3,1702
POA6101,0,0,125,14,33,0,0,33,0,47,0,4,3,0,8,0,11,0,0,0,0,0,0,0,10,42,3,0,46,0,63,0,0,0,0,0,0,0,140,48,3,0,53,0,190,51,0,0,0,4,0,55,7,21,0,0,22,0,27,0,3,3,0,13,0,13,0,0,0,0,0,0,0,6,28,9,0,33,0,40,0,0,0,0,0,0,0,58,27,9,0,35,0,94,28,0,0,0,0,0,27,4,11,0,0,11,0,17,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,11,0,0,13,0,22,0,0,0,0,0,0,0,30,11,0,0,13,0,43,1281,61,0,0,67,3,1345,162,485,9,8,503,0,671,0,75,30,0,104,0,109,5,6,0,8,10,0,12,175,561,39,10,621,0,789,0,0,0,0,0,0,0,1454,630,39,13,680,4,2141
POA6102,3,0,48,5,40,4,0,43,0,47,0,5,4,0,11,0,11,0,0,0,0,0,0,0,5,47,9,0,49,0,57,0,0,0,0,0,0,0,57,47,9,0,58,0,111,17,0,0,0,0,0,19,3,21,3,0,23,0,23,0,3,3,0,11,0,11,0,0,0,0,0,0,0,3,18,9,0,27,0,30,0,0,0,0,0,0,0,20,26,9,0,32,0,48,9,0,0,0,0,0,9,3,22,0,0,22,0,20,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,21,0,0,22,0,20,0,0,0,0,0,0,0,6,21,0,0,22,0,31,490,30,0,3,32,0,522,78,468,29,0,496,0,578,0,88,34,0,128,0,128,0,3,0,0,3,0,3,82,560,64,0,629,0,705,0,0,0,0,0,0,0,572,590,64,3,657,0,1230
POA6103,4,0,57,3,19,3,0,18,0,24,0,0,9,0,9,0,9,0,0,0,0,0,0,0,3,23,8,0,31,0,38,0,0,0,0,0,0,0,54,29,8,0,37,0,94,23,3,0,0,3,0,24,0,15,3,0,18,0,19,0,3,3,0,8,0,8,0,0,0,0,0,0,0,0,20,3,0,22,0,23,0,0,0,0,0,0,0,25,18,3,0,24,0,44,10,0,0,0,0,0,10,0,5,0,0,10,0,11,0,3,3,0,4,0,4,0,0,0,0,0,0,0,0,12,4,0,12,0,14,0,0,0,0,0,0,0,9,10,4,0,15,0,22,533,37,0,0,37,9,583,64,377,22,3,404,0,471,0,51,35,0,86,0,86,0,0,0,0,0,0,0,64,430,55,3,484,0,553,3,0,0,0,0,0,3,601,464,55,3,527,9,1132
POA6104,5,0,120,7,34,3,0,39,0,52,0,4,4,0,7,0,6,0,0,0,0,0,0,0,8,40,3,0,46,0,58,0,0,0,0,0,0,0,130,42,3,0,50,0,181,31,0,0,0,0,0,35,5,28,3,0,35,0,43,0,5,5,0,10,0,10,0,0,0,0,0,0,0,5,32,5,0,43,0,48,0,0,0,0,0,0,0,43,34,5,0,40,0,86,15,0,0,0,0,0,20,0,18,0,0,18,0,18,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,25,0,0,0,0,0,0,0,19,26,0,0,26,0,40,991,40,3,0,41,0,1029,115,539,32,4,572,3,694,9,64,40,0,109,0,114,0,0,0,0,0,0,6,123,602,70,4,678,3,815,0,0,0,0,0,0,0,1111,641,70,9,723,8,1846
POA6105,6,0,99,12,71,3,0,76,0,83,0,10,4,0,16,0,16,0,0,0,0,0,0,0,12,81,3,0,90,0,98,0,0,0,0,0,0,0,105,88,3,0,95,0,201,27,0,0,0,0,0,27,0,33,3,0,41,0,43,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,43,8,0,52,0,52,0,0,0,0,0,0,0,33,43,8,0,52,0,83,20,0,0,0,0,0,21,0,11,0,0,11,0,15,0,3,0,0,6,0,6,0,0,0,0,0,0,0,0,18,0,0,19,0,25,0,0,0,0,0,0,0,26,18,0,0,19,0,44,947,42,0,0,45,0,994,117,869,40,0,910,0,1020,0,166,40,0,211,0,212,3,9,0,7,12,0,13,116,1044,75,6,1124,0,1244,0,0,0,0,0,5,3,1071,1090,80,6,1170,8,2245
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,12,0,327,28,270,30,0,301,0,329,0,44,38,0,84,0,84,0,0,0,0,0,0,0,28,314,64,0,386,0,413,0,0,0,0,0,0,0,343,330,64,0,395,0,742,137,3,0,0,3,0,144,15,169,13,0,186,0,199,0,38,30,0,65,0,70,0,0,0,0,0,0,0,14,211,39,0,255,0,266,0,0,0,0,0,0,0,151,215,39,0,260,0,410,53,0,0,0,0,0,53,6,87,10,0,92,0,101,0,18,13,0,32,0,32,0,3,0,0,3,0,3,6,110,25,0,132,0,131,0,0,0,0,0,0,0,53,108,25,0,134,0,185,2799,135,3,0,132,0,2935,257,3400,158,9,3562,0,3821,10,621,277,7,909,0,912,0,16,0,0,13,0,13,266,4032,438,12,4487,0,4756,8,17,0,0,17,4,22,3075,4182,444,12,4639,4,7715
POA6108,21,0,346,27,106,15,0,122,0,146,0,20,26,0,51,0,51,0,0,0,0,0,0,0,27,133,37,0,173,0,199,0,0,0,0,0,0,0,354,149,37,0,188,0,546,128,0,0,0,0,0,129,9,87,11,0,95,0,108,0,15,18,0,32,0,32,0,0,0,0,0,0,0,9,97,30,0,129,0,138,0,0,0,0,0,0,0,143,100,30,0,126,0,265,48,4,0,0,4,0,49,6,43,0,0,41,0,55,0,13,8,0,23,0,23,0,0,0,0,0,0,0,6,54,10,0,67,0,70,0,0,0,0,0,0,0,56,58,10,0,70,0,124,2310,92,0,0,89,0,2401,186,1177,84,4,1263,0,1450,0,197,214,0,417,3,421,4,7,0,3,9,0,12,192,1380,304,7,1686,3,1887,9,3,0,0,3,0,12,2512,1471,304,6,1782,5,4297
POA6109,3,0,105,5,81,4,0,90,0,95,0,16,21,0,38,0,38,0,0,0,0,0,0,0,5,97,26,0,128,0,128,0,0,0,0,0,0,0,103,101,26,0,128,0,232,22,0,0,0,0,0,20,7,51,0,0,48,0,53,0,12,14,0,27,0,27,0,3,0,0,3,0,3,7,64,20,0,80,0,87,0,0,0,0,0,0,0,30,66,20,0,81,0,109,15,0,0,0,0,0,15,0,24,3,0,30,0,30,0,6,3,0,14,0,14,0,0,0,0,0,0,0,0,36,4,0,38,0,38,0,0,0,0,0,0,0,15,36,4,0,38,0,53,792,23,0,0,23,0,817,75,832,41,7,883,0,957,6,153,155,0,307,0,308,0,13,0,0,13,0,13,76,994,201,7,1199,0,1277,0,0,0,0,0,3,3,868,1017,201,7,1223,3,2095
POA6110,13,0,526,25,214,8,0,218,0,243,0,39,35,0,74,0,74,0,0,0,0,0,0,0,25,253,40,0,296,0,318,0,0,0,0,0,0,4,544,265,43,0,305,0,849,156,6,0,0,6,0,160,6,154,7,3,157,0,167,0,26,28,0,50,0,57,0,3,0,0,3,0,3,8,176,32,3,211,0,223,0,0,0,0,0,0,0,166,186,32,3,220,0,387,61,0,0,0,0,0,58,4,81,0,0,84,0,86,0,13,13,0,25,0,25,0,0,0,0,0,0,0,4,93,16,0,111,0,119,0,0,0,0,0,0,0,68,96,16,0,112,0,174,4218,120,3,0,123,3,4348,301,2431,78,19,2536,3,2834,10,308,269,4,579,0,595,4,13,0,4,14,0,16,308,2756,350,31,3126,3,3443,7,0,0,0,0,8,20,4538,2874,352,32,3257,19,7813
POA6111,6,0,405,11,41,0,0,41,0,55,4,4,9,0,10,0,11,0,0,0,0,0,0,0,15,49,9,0,53,0,67,0,0,0,0,0,0,4,405,52,9,0,63,0,468,124,3,0,0,3,0,131,7,26,0,0,29,0,33,0,3,3,0,7,0,7,0,0,0,0,0,0,0,7,26,8,0,33,0,44,0,0,0,0,0,0,0,134,33,8,0,36,0,173,65,0,0,0,0,0,61,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,17,0,17,0,0,0,0,0,0,0,63,12,0,0,16,0,84,2864,77,0,0,77,9,2945,163,460,16,3,476,0,641,3,48,65,0,107,0,114,0,5,0,4,6,0,6,170,508,79,5,591,0,763,11,0,0,0,0,12,26,3043,589,79,5,668,20,3732
POA6112,16,0,721,18,241,5,3,248,0,271,0,23,12,0,30,0,30,4,3,0,0,3,0,3,22,262,15,3,284,0,303,0,0,0,0,0,0,0,723,278,15,3,300,0,1026,215,7,0,0,7,0,221,9,136,0,0,142,0,148,0,13,7,0,18,0,18,0,0,0,0,0,0,0,9,150,13,0,164,0,171,0,0,0,0,0,0,0,228,151,13,0,165,0,395,91,3,0,0,3,0,97,6,56,0,0,61,0,65,0,8,6,0,16,0,16,0,0,0,0,0,0,0,6,64,10,0,75,0,79,0,0,0,0,0,0,0,100,70,10,0,79,0,176,6899,216,0,0,215,3,7118,370,3102,90,12,3206,0,3573,13,221,128,0,352,0,363,4,13,0,7,16,0,21,382,3342,215,23,3578,0,3962,17,4,0,0,4,6,20,7296,3558,215,21,3801,5,11100
POA6121,3,0,91,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,0,0,0,0,0,0,93,7,0,0,7,0,97,38,3,0,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,38,4,0,0,3,0,45,17,0,0,0,0,0,17,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,12,3,0,0,3,0,17,544,20,0,0,19,0,565,15,26,0,0,26,0,38,0,3,3,0,8,0,8,0,0,0,0,0,0,0,15,28,3,0,37,0,55,0,0,0,0,0,0,0,564,46,5,0,57,0,617
